No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
86,Darvin Adams,21,WR,2,0,185,6-3,Auburn,1/5/1990,Rook,0,,CAR,2011,2025-08-15 13:43:43
19,Seyi Ajirotutu,24,WR,14,0,211,6-3,Fresno St.,6/12/1987,1,0,,CAR,2011,2025-08-15 13:43:43
3,Derek Anderson,28,QB,2,0,235,6-6,Oregon St.,6/15/1983,5,0,Baltimore Ravens / 6th / 213th pick /2005,CAR,2011,2025-08-15 13:43:43
50,James Anderson,28,LLB,16,16,235,6-2,Virginia Tech,9/26/1983,5,6,Carolina Panthers / 3rd / 88th pick /2006,CAR,2011,2025-08-15 13:43:43
93,Antwan Applewhite,26,LB,12,1,246,6-3,San Diego St.,12/31/1985,3,1,,CAR,2011,2025-08-15 13:43:43
7,Jason Baker,33,P,16,0,205,6-2,Iowa,5/17/1978,10,1,,CAR,2011,2025-08-15 13:43:43
52,Jon Beason,26,LB,1,1,237,6-0,Miami (FL),1/14/1985,4,0,Carolina Panthers / 1st / 25th pick /2007,CAR,2011,2025-08-15 13:43:43
77,Byron Bell,22,RT,16,12,320,6-5,New Mexico,1/17/1989,Rook,7,,CAR,2011,2025-08-15 13:43:43
73,Mackenzy Bernadeau,25,G,15,1,292,6-4,Bentley College,1/3/1986,2,2,Carolina Panthers / 7th / 250th pick /2008,CAR,2011,2025-08-15 13:43:43
47,Richie Brockel,25,TE,11,2,251,6-1,Boise St.,7/24/1986,1,0,,CAR,2011,2025-08-15 13:43:43
60,Bryant Browning,23,G,1,0,319,6-4,Ohio St.,6/26/1988,Rook,0,,CAR,2011,2025-08-15 13:43:43
27,Darius Butler,25,DB,13,6,180,5-10,Connecticut,3/18/1986,2,2,New England Patriots / 2nd / 41st pick /2009,CAR,2011,2025-08-15 13:43:43
55,Dan Connor,26,MLB,15,11,233,6-3,Penn St.,11/2/1985,3,4,Carolina Panthers / 3rd / 74th pick /2008,CAR,2011,2025-08-15 13:43:43
37,Sean Considine,29,DB,4,0,212,6-0,Iowa,12/17/1982,6,0,Philadelphia Eagles / 4th / 102nd pick /2005,CAR,2011,2025-08-15 13:43:43
58,Thomas Davis,28,LB,2,2,235,6-1,Georgia,3/22/1983,6,1,Carolina Panthers / 1st / 14th pick /2005,CAR,2011,2025-08-15 13:43:43
14,Armanti Edwards,23,QB,16,0,191,5-11,Appalachian St.,3/8/1988,1,0,Carolina Panthers / 3rd / 89th pick /2010,CAR,2011,2025-08-15 13:43:43
45,Jerome Felton,25,RB,9,1,246,6-0,Furman,7/3/1986,3,0,Detroit Lions / 5th / 146th pick /2008,CAR,2011,2025-08-15 13:43:43
91,Ronald Fields,30,DT,6,0,314,6-2,Mississippi St.,9/13/1981,6,0,San Francisco 49ers / 5th / 137th pick /2005,CAR,2011,2025-08-15 13:43:43
94,Sione Fua,23,RDT,11,11,307,6-1,Stanford,6/15/1988,Rook,3,Carolina Panthers / 3rd / 97th pick /2011,CAR,2011,2025-08-15 13:43:43
59,Omar Gaither,27,LB,10,4,235,6-2,Tennessee,3/18/1984,5,2,Philadelphia Eagles / 5th / 168th pick /2006,CAR,2011,2025-08-15 13:43:43
20,Chris Gamble,28,LCB,15,15,205,6-1,Ohio St.,3/11/1983,7,5,Carolina Panthers / 1st / 28th pick /2004,CAR,2011,2025-08-15 13:43:43
30,Charles Godfrey,26,SS,14,14,207,6-0,Iowa,11/15/1985,3,4,Carolina Panthers / 3rd / 67th pick /2008,CAR,2011,2025-08-15 13:43:43
33,Mike Goodson,24,RB,4,0,195,5-11,Texas A&M,5/23/1987,2,0,Carolina Panthers / 4th / 111th pick /2009,CAR,2011,2025-08-15 13:43:43
69,Jordan Gross,31,LT,15,15,305,6-4,Utah,7/20/1980,8,8,Carolina Panthers / 1st / 8th pick /2003,CAR,2011,2025-08-15 13:43:43
63,Geoff Hangartner,29,RG,16,16,305,6-5,Texas A&M,4/22/1982,6,9,Carolina Panthers / 5th / 169th pick /2005,CAR,2011,2025-08-15 13:43:43
76,Greg Hardy,23,LDE,16,16,279,6-5,Mississippi,7/28/1988,1,5,Carolina Panthers / 6th / 175th pick /2010,CAR,2011,2025-08-15 13:43:43
84,Ben Hartsock,31,TE,15,2,265,6-4,Ohio St.,7/5/1980,7,0,Indianapolis Colts / 3rd / 68th pick /2004,CAR,2011,2025-08-15 13:43:43
36,Jermale Hines,24,DB,5,0,214,6-1,Ohio St.,11/11/1987,Rook,0,St. Louis Rams / 5th / 158th pick /2011,CAR,2011,2025-08-15 13:43:43
21,Brandon Hogan,23,DB,3,0,192,5-10,West Virginia,4/1/1988,Rook,0,Carolina Panthers / 4th / 98th pick /2011,CAR,2011,2025-08-15 13:43:43
44,J.J. Jansen,25,LS,16,0,235,6-2,Notre Dame,1/20/1986,2,2,,CAR,2011,2025-08-15 13:43:43
95,Charles Johnson,25,RDE,15,15,270,6-2,Georgia,7/10/1986,4,5,Carolina Panthers / 3rd / 83rd pick /2007,CAR,2011,2025-08-15 13:43:43
67,Ryan Kalil,26,C,16,16,300,6-2,USC,3/29/1985,4,14,Carolina Panthers / 2nd / 59th pick /2007,CAR,2011,2025-08-15 13:43:43
99,Frank Kearse,23,DT,6,4,315,6-4,Alabama A&M,10/28/1988,Rook,1,Miami Dolphins / 7th / 231st pick /2011,CAR,2011,2025-08-15 13:43:43
98,Thomas Keiser,22,LB,8,0,244,6-4,Stanford,3/28/1989,Rook,1,,CAR,2011,2025-08-15 13:43:43
11,Brandon LaFell,25,WR,16,6,210,6-3,LSU,11/4/1986,1,6,Carolina Panthers / 3rd / 78th pick /2010,CAR,2011,2025-08-15 13:43:43
10,Olindo Mare,38,K,16,0,192,5-11,"MacMurray,Syracuse",6/6/1973,14,2,,CAR,2011,2025-08-15 13:43:43
23,Sherrod Martin,27,FS,16,16,197,6-0,Troy,10/12/1984,2,5,Carolina Panthers / 2nd / 59th pick /2009,CAR,2011,2025-08-15 13:43:43
97,Terrell McClain,23,LDT,12,12,300,6-2,South Florida,7/20/1988,Rook,4,Carolina Panthers / 3rd / 65th pick /2011,CAR,2011,2025-08-15 13:43:43
41,Captain Munnerlyn,23,RCB,14,14,195,5-9,South Carolina,4/10/1988,2,4,Carolina Panthers / 7th / 216th pick /2009,CAR,2011,2025-08-15 13:43:43
17,Legedu Naanee,28,WR,15,10,225,6-2,Boise St.,9/16/1983,4,5,San Diego Chargers / 5th / 172nd pick /2007,CAR,2011,2025-08-15 13:43:43
68,Andre Neblett,23,DT,12,4,297,6-0,Temple,6/7/1988,1,2,,CAR,2011,2025-08-15 13:43:43
37,Jonathan Nelson,23,DB,2,1,198,5-11,Oklahoma,5/6/1988,Rook,1,St. Louis Rams / 7th / 229th pick /2011,CAR,2011,2025-08-15 13:43:43
1,Cam Newton,22,QB,16,16,245,6-5,"Florida,Blinn College (TX),Auburn",5/11/1989,Rook,19,Carolina Panthers / 1st / 1st pick /2011,CAR,2011,2025-08-15 13:43:43
92,Eric Norwood,23,LB,13,0,246,6-0,South Carolina,5/24/1988,1,1,Carolina Panthers / 4th / 124th pick /2010,CAR,2011,2025-08-15 13:43:43
78,Ogemdi Nwagbuo,26,DT,4,1,300,6-4,Michigan St.,12/24/1985,2,0,,CAR,2011,2025-08-15 13:43:43
88,Greg Olsen,26,TE,16,13,255,6-5,Miami (FL),3/11/1985,4,5,Chicago Bears / 1st / 31st pick /2007,CAR,2011,2025-08-15 13:43:43
79,Jeff Otah,25,T,4,4,340,6-6,Pittsburgh,6/17/1986,3,2,Carolina Panthers / 1st / 19th pick /2008,CAR,2011,2025-08-15 13:43:43
53,Jason Phillips,25,LB,4,0,236,6-1,TCU,2/14/1986,1,0,Baltimore Ravens / 5th / 137th pick /2009,CAR,2011,2025-08-15 13:43:43
81,Kealoha Pilares,23,WR,12,0,213,5-10,Hawaii,2/20/1988,Rook,1,Carolina Panthers / 5th / 132nd pick /2011,CAR,2011,2025-08-15 13:43:43
61,DeMario Pressley,26,DT,1,0,300,6-3,North Carolina St.,11/3/1985,2,0,New Orleans Saints / 5th / 144th pick /2008,CAR,2011,2025-08-15 13:43:43
29,Jordan Pugh,23,DB,12,1,191,5-11,Texas A&M,1/29/1988,1,1,Carolina Panthers / 6th / 202nd pick /2010,CAR,2011,2025-08-15 13:43:43
90,George Selvie,24,DE,4,0,247,6-4,South Florida,3/6/1987,1,0,St. Louis Rams / 7th / 226th pick /2010,CAR,2011,2025-08-15 13:43:43
57,Jordan Senn,27,RLB,16,7,224,5-11,Portland St.,6/11/1984,3,3,,CAR,2011,2025-08-15 13:43:43
71,Jason Shirley,26,DT,4,0,329,6-5,Fresno St.,9/30/1985,3,0,Cincinnati Bengals / 5th / 145th pick /2008,CAR,2011,2025-08-15 13:43:43
80,Jeremy Shockey,31,TE,15,13,251,6-5,Miami (FL),8/18/1980,9,4,New York Giants / 1st / 14th pick /2002,CAR,2011,2025-08-15 13:43:43
89,Steve Smith Sr.,32,WR,16,16,195,5-9,"Santa Monica College (CA),Utah",5/12/1979,10,14,Carolina Panthers / 3rd / 74th pick /2001,CAR,2011,2025-08-15 13:43:43
25,R.J. Stanford,23,DB,12,0,180,5-10,Utah,5/6/1988,Rook,1,Carolina Panthers / 7th / 223rd pick /2010,CAR,2011,2025-08-15 13:43:43
28,Jonathan Stewart,24,RB,16,3,240,5-10,Oregon,3/21/1987,3,9,Carolina Panthers / 1st / 13th pick /2008,CAR,2011,2025-08-15 13:43:43
22,Josh Thomas,22,DB,9,0,196,5-10,Buffalo,5/3/1989,Rook,1,Dallas Cowboys / 5th / 143rd pick /2011,CAR,2011,2025-08-15 13:43:43
32,Josh Vaughan,25,RB,7,0,232,6-0,Richmond,12/3/1986,1,0,,CAR,2011,2025-08-15 13:43:43
78,Reggie Wells,31,T,5,0,318,6-4,Clarion,11/3/1980,8,0,Arizona Cardinals / 6th / 177th pick /2003,CAR,2011,2025-08-15 13:43:43
70,Travelle Wharton,30,LG,16,16,320,6-4,South Carolina,5/19/1981,7,9,Carolina Panthers / 3rd / 94th pick /2004,CAR,2011,2025-08-15 13:43:43
34,DeAngelo Williams,28,RB,16,14,207,5-9,Memphis,4/25/1983,5,7,Carolina Panthers / 1st / 27th pick /2006,CAR,2011,2025-08-15 13:43:43
54,Jason Williams,25,LB,14,2,240,6-1,Western Illinois,4/23/1986,2,1,Dallas Cowboys / 3rd / 69th pick /2009,CAR,2011,2025-08-15 13:43:43
56,Thomas Williams,27,LB,7,2,244,6-2,USC,12/25/1984,3,1,Jacksonville Jaguars / 5th / 155th pick /2008,CAR,2011,2025-08-15 13:43:43
