No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
29,Mike Adams,37,FS,16,16,205,5-11,Delaware,3/24/1981,14,6,,CAR,2018,2025-08-15 13:44:45
97,Mario Addison,31,LDE,16,16,260,6-3,Troy,9/6/1987,7,7,,CAR,2018,2025-08-15 13:44:45
7,Kyle Allen,22,QB,2,1,210,6-3,"Texas A&M,Houston",3/8/1996,Rook,1,,CAR,2018,2025-08-15 13:44:45
20,C.J. Anderson,27,RB,9,1,225,5-8,"Laney,California",2/10/1991,5,1,,CAR,2018,2025-08-15 13:44:45
40,Alex Armah,24,FB,16,2,255,6-1,West Georgia,5/17/1994,1,0,Carolina Panthers / 6th / 192nd pick /2017,CAR,2018,2025-08-15 13:44:45
34,Cameron Artis-Payne,28,RB,9,0,215,5-10,Auburn,6/23/1990,3,1,Carolina Panthers / 5th / 174th pick /2015,CAR,2018,2025-08-15 13:44:45
23,Kenjon Barner,29,RB,4,0,195,5-9,Oregon,4/28/1989,5,0,Carolina Panthers / 6th / 182nd pick /2013,CAR,2018,2025-08-15 13:44:45
24,James Bradberry,25,LCB,16,16,210,6-1,"Arkansas St.,Samford",8/4/1993,2,5,Carolina Panthers / 2nd / 62nd pick /2016,CAR,2018,2025-08-15 13:44:45
92,Vernon Butler,24,DT,14,0,330,6-4,Louisiana Tech,6/14/1994,2,1,Carolina Panthers / 1st / 30th pick /2016,CAR,2018,2025-08-15 13:44:45
18,Damiere Byrd,25,WR,8,0,175,5-9,South Carolina,1/27/1993,2,0,,CAR,2018,2025-08-15 13:44:45
38,Travaris Cadet,29,RB,1,0,210,6-1,Appalachian St.,2/1/1989,6,0,,CAR,2018,2025-08-15 13:44:45
56,Jermaine Carter Jr.,23,LB,16,1,225,6-1,Maryland,1/14/1995,Rook,1,Carolina Panthers / 5th / 161st pick /2018,CAR,2018,2025-08-15 13:44:45
