Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,Column_27
1993,1,1,NWE,Drew Bledsoe,QB,21,2006,0,4,12,105,74,194,3839,6717,44611,251,206,385,764,10,1,-9,0,,,Washington St.,College Stats
1993,1,2,SEA,Rick Mirer,QB,23,2003,0,0,5,33,28,80,1088,2043,11969,50,76,242,1130,9,0,0,0,,,Notre Dame,College Stats
1993,1,3,PHO,Garrison Hearst,RB,22,2004,0,2,7,71,7,126,2,4,26,1,1,1831,7966,30,229,2065,9,,,Georgia,College Stats
1993,1,4,NYJ,Marvin Jones,LB,21,2003,0,0,9,52,52,142,0,0,0,0,0,0,0,0,0,0,0,5,9.0,Florida St.,College Stats
1993,1,5,CIN,John Copeland,DE,22,2000,0,0,7,37,37,107,0,0,0,0,0,0,0,0,0,0,0,3,24.0,Alabama,College Stats
1993,1,6,TAM,Eric Curry,DE,23,1999,0,0,3,19,18,75,0,0,0,0,0,0,0,0,0,0,0,,12.5,Alabama,College Stats
1993,1,7,CHI,Curtis Conway,WR,22,2004,0,0,10,62,36,167,2,5,56,2,0,50,465,3,594,8230,52,,,USC,College Stats
1993,1,8,NOR,Willie RoafHOF,T,23,2005,4,11,12,111,66,189,0,0,0,0,0,0,0,0,0,0,0,,,Louisiana Tech,College Stats
1993,1,9,ATL,Lincoln Kennedy,T,22,2003,1,3,9,74,8,169,0,0,0,0,0,0,0,0,0,0,0,,,Washington,College Stats
1993,1,10,RAM,Jerome BettisHOF,RB,21,2005,2,6,12,81,19,192,3,6,63,3,1,3479,13662,91,200,1449,3,,,Notre Dame,College Stats
1993,1,11,DEN,Dan Williams,DE,23,2000,0,0,2,30,15,87,0,0,0,0,0,0,0,0,0,0,0,1,27.0,Toledo,
1993,1,12,RAI,Patrick Bates,DB,22,1996,0,0,1,7,4,44,0,0,0,0,0,0,0,0,0,0,0,1,,Texas A&M,College Stats
1993,1,13,HOU,Brad Hopkins,T,23,2005,0,2,13,71,71,194,0,0,0,0,0,0,0,0,0,0,0,,,Illinois,
1993,1,14,CLE,Steve Everitt,C,23,2000,0,0,6,36,20,103,0,0,0,0,0,0,0,0,0,0,0,,,Michigan,
1993,1,15,GNB,Wayne Simmons,LB,23,1998,0,0,4,33,24,90,0,0,0,0,0,0,0,0,0,0,0,3,11.5,Clemson,
1993,1,16,IND,Sean Dawkins,WR,22,2001,0,0,7,48,28,140,0,0,0,0,0,0,0,0,445,6291,25,,,California,College Stats
1993,1,17,WAS,Tom Carter,DB,21,2001,0,0,6,35,22,118,0,0,0,0,0,0,0,0,0,0,0,27,,Notre Dame,College Stats
1993,1,18,PHO,Ernest Dye,T,22,1997,0,0,2,10,10,50,0,0,0,0,0,0,0,0,0,0,0,,,South Carolina,
1993,1,19,PHI,Lester Holmes,G,23,2000,0,0,6,38,17,102,0,0,0,0,0,0,0,0,0,0,0,,,Jackson St.,
1993,1,20,NOR,Irv Smith,TE,21,1999,0,0,5,14,10,95,0,0,0,0,0,0,0,0,183,1788,15,,,Notre Dame,College Stats
1993,1,21,MIN,Robert Smith,RB,21,2000,0,2,6,60,60,98,0,0,0,0,0,1411,6818,32,178,1292,6,,,Ohio St.,College Stats
1993,1,22,SDG,Darrien Gordon,DB,22,2002,0,0,3,42,13,138,0,0,0,0,0,0,0,0,0,0,0,19,5.0,Stanford,College Stats
1993,1,23,PIT,Deon Figures,DB,23,1998,0,0,2,21,13,93,0,0,0,0,0,0,0,0,0,0,0,9,1.0,Colorado,College Stats
1993,1,24,PHI,Leonard Renfro,DT,23,1994,0,0,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,,,Colorado,College Stats
1993,1,25,MIA,O.J. McDuffie,WR,23,2000,0,0,5,44,44,116,0,0,0,0,0,15,49,0,415,5074,29,,,Penn St.,College Stats
1993,1,26,SFO,Dana Stubblefield,DT,22,2003,1,3,9,69,55,154,0,0,0,0,0,0,0,0,0,0,0,2,53.5,Kansas,
1993,1,27,SFO,Todd Kelly,LB,22,1996,0,0,0,5,4,45,0,0,0,0,0,0,0,0,0,0,0,,5.5,Tennessee,
1993,1,28,BUF,Thomas Smith,DB,22,2001,0,0,7,40,35,137,0,0,0,0,0,0,0,0,0,0,0,6,,North Carolina,
1993,1,29,GNB,George Teague,DB,22,2001,0,0,6,39,16,133,0,0,0,0,0,0,0,0,0,0,0,15,2.0,Alabama,College Stats
1993,2,30,SEA,Carlton Gray,DB,22,2000,0,0,4,24,18,102,0,0,0,0,0,0,0,0,0,0,0,12,2.0,UCLA,College Stats
1993,2,31,NWE,Chris Slade,LB,22,2001,0,1,6,54,53,142,0,0,0,0,0,0,0,0,0,0,0,3,53.5,Virginia,College Stats
1993,2,32,PHO,Ben Coleman,G,22,2001,0,0,7,45,4,135,0,0,0,0,0,0,0,0,0,0,0,,,Wake Forest,College Stats
1993,2,33,DET,Ryan McNeil,DB,22,2003,0,1,9,53,16,161,0,0,0,0,0,0,0,0,0,0,0,31,1.0,Miami (FL),College Stats
1993,2,34,TAM,Demetrious DuBose,LB,22,1996,0,0,0,5,5,60,0,0,0,0,0,0,0,0,0,0,0,,,Notre Dame,
1993,2,35,CHI,Carl Simpson,DT,23,1998,0,0,2,24,23,87,0,0,0,0,0,0,0,0,0,0,0,,7.5,Florida St.,
1993,2,36,NYJ,Coleman Rudolph,DE,22,1996,0,0,0,6,0,48,0,0,0,0,0,0,0,0,0,0,0,,5.0,Georgia Tech,
1993,2,37,CIN,Tony McGee,TE,22,2003,0,0,10,28,27,156,0,0,0,0,0,0,0,0,322,4089,21,,,Michigan,College Stats
1993,2,38,ATL,Roger Harper,DB,22,1996,0,0,3,12,11,56,0,0,0,0,0,0,0,0,0,0,0,4,1.0,Ohio St.,College Stats
1993,2,39,RAM,Troy Drayton,TE,23,2000,0,0,6,21,7,122,0,0,0,0,0,2,11,0,243,2645,24,,,Penn St.,College Stats
1993,2,40,NYG,Michael StrahanHOF,DE,21,2007,4,7,14,122,122,216,0,0,0,0,0,0,0,0,0,0,0,4,141.5,Texas Southern,
1993,2,41,SDG,Natrone Means,RB,21,2000,0,1,5,38,28,88,0,2,0,0,0,1409,5215,45,103,631,2,,,North Carolina,College Stats
1993,2,42,CLE,Dan Footman,DE,24,1998,0,0,2,18,10,69,0,0,0,0,0,0,0,0,0,0,0,,19.5,Florida St.,
1993,2,43,DEN,Glyn Milburn,RB,22,2001,1,2,0,19,14,138,0,0,0,0,0,183,817,2,170,1322,6,,,Stanford,College Stats
1993,2,44,PIT,Chad Brown,LB,23,2007,2,3,12,85,33,188,0,0,0,0,0,0,0,0,0,0,0,6,79.0,Colorado,
1993,2,45,WAS,Reggie Brooks,RB,22,1996,0,0,1,14,12,41,0,0,0,0,0,437,1726,7,37,267,0,,,Notre Dame,College Stats
