No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
91,Robert Ayers,26,LDE,16,13,275,6-3,Tennessee,9/6/1985,2,6,Denver Broncos / 1st / 18th pick /2009,DEN,2011,2025-08-15 13:55:56
24,Champ Bailey,33,LCB,13,13,192,6-0,Georgia,6/22/1978,12,8,Washington Redskins / 1st / 7th pick /1999,DEN,2011,2025-08-15 13:55:56
35,Lance Ball,26,RB,16,0,223,5-9,Maryland,6/19/1985,3,3,,DEN,2011,2025-08-15 13:55:56
68,Zane Beadles,25,LG,16,16,305,6-4,Utah,11/19/1986,1,6,Denver Broncos / 2nd / 45th pick /2010,DEN,2011,2025-08-15 13:55:56
30,David Bruton,24,DB,15,1,210,6-2,Notre Dame,7/23/1987,2,1,Denver Broncos / 4th / 114th pick /2009,DEN,2011,2025-08-15 13:55:56
77,Brodrick Bunkley,28,NT,16,13,306,6-2,Florida St.,11/23/1983,5,6,Philadelphia Eagles / 1st / 14th pick /2006,DEN,2011,2025-08-15 13:55:56
36,Rafael Bush,24,DB,6,0,203,5-11,South Carolina St.,5/12/1987,1,0,,DEN,2011,2025-08-15 13:55:56
28,Quinton Carter,23,FS,16,10,211,6-1,Oklahoma,7/20/1988,Rook,4,Denver Broncos / 4th / 108th pick /2011,DEN,2011,2025-08-15 13:55:56
32,Tony Carter,25,DB,3,0,177,5-9,Florida St.,5/24/1986,2,0,,DEN,2011,2025-08-15 13:55:56
78,Ryan Clady,25,LT,16,16,315,6-6,Boise St.,9/6/1986,3,7,Denver Broncos / 1st / 12th pick /2008,DEN,2011,2025-08-15 13:55:56
75,Chris Clark,26,TE,16,6,305,6-5,Southern Miss,10/1/1985,1,3,,DEN,2011,2025-08-15 13:55:56
4,Britton Colquitt,26,P,16,0,210,6-3,Tennessee,3/20/1985,1,3,,DEN,2011,2025-08-15 13:55:56
17,Quan Cosby,29,WR,10,0,191,5-9,Texas,12/23/1982,2,0,,DEN,2011,2025-08-15 13:55:56
20,Brian Dawkins,38,SS,14,12,210,6-0,Clemson,10/13/1973,15,6,Philadelphia Eagles / 2nd / 61st pick /1996,DEN,2011,2025-08-15 13:55:56
87,Eric Decker,24,WR,16,13,214,6-3,Minnesota,3/15/1987,1,6,Denver Broncos / 3rd / 87th pick /2010,DEN,2011,2025-08-15 13:55:56
92,Elvis Dumervil,27,LOLB,14,14,250,5-11,Louisville,1/19/1984,5,9,Denver Broncos / 4th / 126th pick /2006,DEN,2011,2025-08-15 13:55:56
86,Daniel Fells,28,TE,16,15,260,6-4,UC Davis,9/23/1983,3,2,,DEN,2011,2025-08-15 13:55:56
74,Orlando Franklin,24,RT,16,16,315,6-6,Miami (FL),12/16/1987,Rook,6,Denver Broncos / 2nd / 46th pick /2011,DEN,2011,2025-08-15 13:55:56
21,Andre' Goodman,33,RCB,16,16,191,5-10,South Carolina,8/11/1978,9,7,Detroit Lions / 3rd / 68th pick /2002,DEN,2011,2025-08-15 13:55:56
16,D'Andre Goodwin,24,WR,0,0,188,5-11,Washington,12/26/1987,Rook,0,,DEN,2011,2025-08-15 13:55:56
85,Virgil Green,23,TE,15,3,255,6-5,Nevada,8/3/1988,Rook,0,Denver Broncos / 7th / 204th pick /2011,DEN,2011,2025-08-15 13:55:56
57,Mario Haggan,31,LB,16,1,274,6-3,Mississippi St.,3/3/1980,8,2,Buffalo Bills / 7th / 228th pick /2003,DEN,2011,2025-08-15 13:55:56
25,Chris Harris Jr.,22,DB,16,4,199,5-10,Kansas,6/18/1989,Rook,2,,DEN,2011,2025-08-15 13:55:56
95,Derrick Harvey,25,DE,5,0,252,6-5,Florida,11/9/1986,3,1,Jacksonville Jaguars / 1st / 8th pick /2008,DEN,2011,2025-08-15 13:55:56
76,Tony Hills,27,T,0,0,305,6-5,Texas,11/4/1984,1,0,Pittsburgh Steelers / 4th / 130th pick /2008,DEN,2011,2025-08-15 13:55:56
71,Russ Hochstein,34,G,15,0,300,6-4,Nebraska,10/7/1977,9,1,Tampa Bay Buccaneers / 5th / 151st pick /2001,DEN,2011,2025-08-15 13:55:56
90,Jason Hunter,28,DE,16,2,270,6-4,Appalachian St.,8/28/1983,5,3,,DEN,2011,2025-08-15 13:55:56
56,Nate Irving,23,LB,16,0,242,6-1,North Carolina St.,7/12/1988,Rook,1,Denver Broncos / 3rd / 67th pick /2011,DEN,2011,2025-08-15 13:55:56
37,Jeremiah Johnson,24,RB,8,0,198,5-9,Oregon,2/15/1987,Rook,1,,DEN,2011,2025-08-15 13:55:56
73,Chris Kuper,29,RG,16,16,303,6-4,North Dakota,12/19/1982,5,6,Denver Broncos / 5th / 161st pick /2006,DEN,2011,2025-08-15 13:55:56
46,Spencer Larsen,27,FB,16,6,235,6-2,Arizona,3/4/1984,3,1,Denver Broncos / 6th / 183rd pick /2008,DEN,2011,2025-08-15 13:55:56
84,Brandon Lloyd,30,WR,4,4,200,6-0,Illinois,7/5/1981,8,2,San Francisco 49ers / 4th / 124th pick /2003,DEN,2011,2025-08-15 13:55:56
51,Joe Mays,26,RILB,16,12,245,5-11,North Dakota St.,7/6/1985,3,6,Philadelphia Eagles / 6th / 200th pick /2008,DEN,2011,2025-08-15 13:55:56
98,Ryan McBean,27,DT,16,3,277,6-5,"Hinds CC,Oklahoma St.",4/23/1984,4,3,Pittsburgh Steelers / 4th / 132nd pick /2007,DEN,2011,2025-08-15 13:55:56
34,Kyle McCarthy,25,DB,4,0,203,6-0,Notre Dame,9/30/1986,1,0,,DEN,2011,2025-08-15 13:55:56
23,Willis McGahee,30,RB,15,14,235,6-0,Miami (FL),10/21/1981,7,7,Buffalo Bills / 1st / 23rd pick /2003,DEN,2011,2025-08-15 13:55:56
58,Von Miller,22,LILB,15,15,245,6-3,Texas A&M,3/26/1989,Rook,12,Denver Broncos / 1st / 2nd pick /2011,DEN,2011,2025-08-15 13:55:56
53,Mike Mohamed,23,LB,2,0,238,6-2,California,3/11/1988,Rook,0,Denver Broncos / 6th / 189th pick /2011,DEN,2011,2025-08-15 13:55:56
26,Rahim Moore,21,FS,15,7,195,6-1,UCLA,2/11/1990,Rook,3,Denver Broncos / 2nd / 45th pick /2011,DEN,2011,2025-08-15 13:55:56
27,Knowshon Moreno,24,RB,7,2,215,5-10,Georgia,7/16/1987,2,2,Denver Broncos / 1st / 12th pick /2009,DEN,2011,2025-08-15 13:55:56
8,Kyle Orton,29,QB,5,5,228,6-4,Purdue,11/14/1982,6,0,Chicago Bears / 4th / 106th pick /2005,DEN,2011,2025-08-15 13:55:56
66,Lonie Paxton,33,LS,16,0,270,6-2,Sacramento St.,3/13/1978,11,2,,DEN,2011,2025-08-15 13:55:56
5,Matt Prater,27,K,16,0,201,5-10,Central Florida,8/10/1984,4,2,,DEN,2011,2025-08-15 13:55:56
65,Manuel Ramirez,28,G,2,0,326,6-3,Texas Tech,2/19/1983,4,0,Detroit Lions / 4th / 117th pick /2007,DEN,2011,2025-08-15 13:55:56
81,Dante Rosario,27,TE,14,3,244,6-3,Oregon,10/25/1984,4,1,Carolina Panthers / 5th / 155th pick /2007,DEN,2011,2025-08-15 13:55:56
19,Eddie Royal,25,WR,12,8,182,5-10,Virginia Tech,5/21/1986,3,2,Denver Broncos / 2nd / 42nd pick /2008,DEN,2011,2025-08-15 13:55:56
15,Tim Tebow,24,QB,14,11,236,6-2,Florida,8/14/1987,1,8,Denver Broncos / 1st / 25th pick /2010,DEN,2011,2025-08-15 13:55:56
88,Demaryius Thomas,24,WR,11,5,225,6-3,Georgia Tech,12/25/1987,1,4,Denver Broncos / 1st / 22nd pick /2010,DEN,2011,2025-08-15 13:55:56
80,Julius Thomas,23,TE,5,1,256,6-5,Portland St.,6/27/1988,Rook,0,Denver Broncos / 4th / 129th pick /2011,DEN,2011,2025-08-15 13:55:56
79,Marcus Thomas,26,RDE,12,11,314,6-3,Florida,9/23/1985,4,5,Denver Broncos / 4th / 121st pick /2007,DEN,2011,2025-08-15 13:55:56
96,Mitch Unrein,24,DE,14,0,301,6-4,Wyoming,3/25/1987,1,1,,DEN,2011,2025-08-15 13:55:56
41,Cassius Vaughn,24,DB,9,3,195,5-11,Mississippi,11/3/1987,1,2,,DEN,2011,2025-08-15 13:55:56
99,Kevin Vickerson,28,DT,5,4,328,6-5,Michigan St.,1/8/1983,4,2,Miami Dolphins / 7th / 216th pick /2005,DEN,2011,2025-08-15 13:55:56
50,J.D. Walton,24,C,16,16,299,6-3,Baylor,3/24/1987,1,6,Denver Broncos / 3rd / 80th pick /2010,DEN,2011,2025-08-15 13:55:56
29,Jonathan Wilhite,27,DB,15,2,183,5-9,"Butler (KS),Auburn",2/23/1984,3,2,New England Patriots / 4th / 129th pick /2008,DEN,2011,2025-08-15 13:55:56
55,D.J. Williams,29,ROLB,13,13,242,6-1,Miami (FL),7/20/1982,7,7,Denver Broncos / 1st / 17th pick /2004,DEN,2011,2025-08-15 13:55:56
12,Matt Willis,27,WR,16,0,185,5-11,UCLA,4/13/1984,4,2,,DEN,2011,2025-08-15 13:55:56
52,Wesley Woodyard,25,ROLB,15,7,233,6-0,Kentucky,7/21/1986,3,4,,DEN,2011,2025-08-15 13:55:56
