No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
49,Matthew Adams,24,LB,16,4,230,6-0,Houston,12/12/1995,1,2,Indianapolis Colts / 7th / 221st pick /2018,"$570,000",CLT,2019,2025-08-15 13:53:10
81,Mo Alie-Cox,26,TE,16,2,267,6-5,Virginia Commonwealth,9/19/1993,1,1,,"$570,000",CLT,2019,2025-08-15 13:53:10
63,Josh Andrews,28,G,6,0,298,6-2,Oregon St.,6/21/1991,4,0,,"$720,000",CLT,2019,2025-08-15 13:53:10
96,Denico Autry,29,RDT,14,14,285,6-5,"East Mississippi CC,Mississippi St.",7/15/1990,5,6,,"$3,500,000",CLT,2019,2025-08-15 13:53:10
52,Ben Banogu,23,LB,16,0,252,6-3,TCU,1/19/1996,Rook,1,Indianapolis Colts / 2nd / 49th pick /2019,"$1,482,500",CLT,2019,2025-08-15 13:53:10
28,Briean Boddy-Calhoun,26,DB,2,1,193,5-9,Minnesota,1/21/1993,3,0,,,CLT,2019,2025-08-15 13:53:10
7,Jacoby Brissett,27,QB,15,15,235,6-4,"Florida,North Carolina St.",12/11/1992,3,10,New England Patriots / 3rd / 91st pick /2016,"$2,000,000",CLT,2019,2025-08-15 13:53:10
11,Deon Cain,23,WR,7,3,202,6-2,Clemson,8/9/1996,Rook,0,Indianapolis Colts / 6th / 185th pick /2018,"$495,000",CLT,2019,2025-08-15 13:53:10
15,Parris Campbell,22,WR,7,3,208,6-0,Ohio St.,7/16/1997,Rook,1,Indianapolis Colts / 2nd / 59th pick /2019,"$495,000",CLT,2019,2025-08-15 13:53:10
74,Anthony Castonzo,31,LT,16,16,307,6-7,Boston Col.,8/9/1988,8,8,Indianapolis Colts / 1st / 22nd pick /2011,"$6,250,000",CLT,2019,2025-08-15 13:53:10
91,Trevon Coley,25,DT,7,0,310,6-1,Florida Atlantic,7/13/1994,2,1,,,CLT,2019,2025-08-15 13:53:10
76,Carl Davis,27,DT,1,0,320,6-5,Iowa,3/2/1992,4,0,Baltimore Ravens / 3rd / 90th pick /2015,,CLT,2019,2025-08-15 13:53:10
