Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
CLT,1994,51,Trev Alberts,24,LB,5,0,245,6-4,Nebraska,8/8/1970,Rook,0,Indianapolis Colts / 1st / 5th pick /1994
CLT,1994,33,Ashley Ambrose,24,DB,16,4,190,5-11,Miss. Valley St.,9/17/1970,2,3,Indianapolis Colts / 2nd / 29th pick /1992
CLT,1994,81,Charles Arbuckle,26,TE,7,1,248,6-3,UCLA,9/13/1968,2,0,New Orleans Saints / 5th / 125th pick /1990
CLT,1994,80,Aaron Bailey,23,WR,13,0,185,5-10,Louisville,10/24/1971,Rook,0,
CLT,1994,84,Shannon Baker,23,WR,4,0,185,5-9,Florida St.,7/20/1971,Rook,0,Atlanta Falcons / 8th / 205th pick /1993
CLT,1994,83,Bradford Banta,24,LS,16,0,253,6-6,USC,12/14/1970,Rook,0,Indianapolis Colts / 4th / 106th pick /1994
CLT,1994,29,Jason Belser,24,SS/FS,13,12,188,5-9,Oklahoma,5/28/1970,2,5,Indianapolis Colts / 8th / 197th pick /1992
CLT,1994,56,Tony Bennett,27,RDE,16,15,250,6-2,Mississippi,7/1/1967,4,8,Green Bay Packers / 1st / 18th pick /1990
CLT,1994,4,Dean Biasucci,32,K,16,0,190,6-0,Western Carolina,7/25/1962,10,2,
CLT,1994,26,Dewell Brewer,24,RB,16,0,210,5-8,Oklahoma,5/22/1970,Rook,1,
CLT,1994,34,Ray Buchanan,23,FS/LCB,16,16,186,5-9,Louisville,9/29/1971,1,9,Indianapolis Colts / 3rd / 65th pick /1993
CLT,1994,53,Paul Butcher,31,LB,13,0,230,6-0,Wayne State (MI),11/8/1963,8,1,
CLT,1994,88,Kerry Cash,25,TE,16,16,245,6-4,Texas,8/7/1969,3,2,Indianapolis Colts / 5th / 125th pick /1991
CLT,1994,55,Quentin Coryatt,24,RLB,16,16,250,6-3,Texas A&M,8/1/1970,2,7,Indianapolis Colts / 1st / 2nd pick /1992
CLT,1994,39,John Covington,22,DB,3,0,198,6-0,Notre Dame,4/22/1972,Rook,0,Indianapolis Colts / 5th / 133rd pick /1994
CLT,1994,38,Eugene Daniel,33,RCB,16,15,178,5-11,LSU,5/4/1961,10,6,Indianapolis Colts / 8th / 205th pick /1984
CLT,1994,87,Sean Dawkins,23,WR,16,16,215,6-4,California,2/3/1971,1,8,Indianapolis Colts / 1st / 16th pick /1993
CLT,1994,69,Randy Dixon,29,LG,14,14,305,6-3,Pittsburgh,3/12/1965,7,6,Indianapolis Colts / 4th / 85th pick /1987
CLT,1994,90,Steve Emtman,24,DE,4,0,290,6-4,Washington,4/16/1970,2,1,Indianapolis Colts / 1st / 1st pick /1992
CLT,1994,81,Carlos Etheredge,24,TE,9,0,236,6-5,Miami (FL),8/10/1970,Rook,0,Indianapolis Colts / 6th / 157th pick /1993
CLT,1994,28,Marshall Faulk,21,RB,16,16,211,5-10,San Diego St.,2/26/1973,Rook,16,Indianapolis Colts / 1st / 2nd pick /1994
CLT,1994,59,Steve Grant,25,LLB,16,12,240,6-0,West Virginia,12/23/1969,2,6,Indianapolis Colts / 10th / 253rd pick /1992
CLT,1994,75,Cecil Gray,26,LDE,16,5,305,6-4,North Carolina,2/16/1968,4,6,Philadelphia Eagles / 9th / 244th pick /1990
CLT,1994,30,Derwin Gray,23,DB,16,2,198,5-11,BYU,4/9/1971,1,2,Indianapolis Colts / 4th / 92nd pick /1993
CLT,1994,78,Jon Hand,31,DE,5,3,300,6-7,Alabama,11/13/1963,8,1,Indianapolis Colts / 1st / 4th pick /1986
CLT,1994,12,Jim Harbaugh,31,QB,12,9,215,6-3,Michigan,12/23/1963,7,7,Chicago Bears / 1st / 26th pick /1987
CLT,1994,54,Jeff Herrod,28,MLB,15,15,249,6-0,Mississippi,7/29/1966,6,7,Indianapolis Colts / 9th / 243rd pick /1988
