No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
95,Adetomiwa Adebawore,22,DE,10,0,282,6-2,Northwestern,3/4/2001,Rook,1,Indianapolis Colts / 4th / 110th pick /2023,CLT,2023,2025-08-15 13:53:41
98,McTelvin Agim,26,DT,1,0,300,6-3,Arkansas,9/25/1997,3,0,Denver Broncos / 3rd / 95th pick /2020,CLT,2023,2025-08-15 13:53:41
81,Mo Alie-Cox,30,TE,17,7,267,6-5,Virginia Commonwealth,9/19/1993,5,1,,CLT,2023,2025-08-15 13:53:41
67,Jack Anderson,25,G,1,0,314,6-4,Texas Tech,10/12/1998,2,0,Buffalo Bills / 7th / 236th pick /2021,CLT,2023,2025-08-15 13:53:41
47,Liam Anderson,23,LB,1,0,226,6-3,Holy Cross,4/30/2000,Rook,0,,CLT,2023,2025-08-15 13:53:41
39,Darrell Baker,25,CB,14,6,190,6-1,Georgia Southern,3/27/1998,1,2,,CLT,2023,2025-08-15 13:53:41
32,Julian Blackmon,25,S,15,15,187,6-0,Utah,8/24/1998,3,6,Indianapolis Colts / 3rd / 85th pick /2020,CLT,2023,2025-08-15 13:53:41
68,Ike Boettger,29,G,2,0,313,6-6,Iowa,10/5/1994,5,0,,CLT,2023,2025-08-15 13:53:41
29,Julius Brents,23,CB,9,8,198,6-3,"Iowa,Kansas St.",1/18/2000,Rook,3,Indianapolis Colts / 2nd / 44th pick /2023,CLT,2023,2025-08-15 13:53:41
38,Tony Brown,28,CB,12,1,200,6-0,Alabama,7/13/1995,5,1,,CLT,2023,2025-08-15 13:53:41
96,Taven Bryan,27,DT,17,7,291,6-4,Florida,3/11/1996,5,4,Jacksonville Jaguars / 1st / 29th pick /2018,CLT,2023,2025-08-15 13:53:41
99,DeForest Buckner,29,DT,17,16,295,6-7,Oregon,3/17/1994,7,10,San Francisco 49ers / 1st / 7th pick /2016,CLT,2023,2025-08-15 13:53:41
20,Nick Cross,22,S,17,2,212,6-0,Maryland,9/10/2001,1,2,Indianapolis Colts / 3rd / 96th pick /2022,CLT,2023,2025-08-15 13:53:41
43,Trevor Denbow,25,S,17,0,208,5-10,"Navarro,SMU",8/26/1998,1,1,,CLT,2023,2025-08-15 13:53:41
