No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
49,Matthew Adams,25,LB,9,0,230,6-0,Houston,12/12/1995,2,1,Indianapolis Colts / 7th / 221st pick /2018,"$644,118",CLT,2020,2025-08-15 13:53:17
81,Mo Alie-Cox,27,TE,15,6,267,6-5,Virginia Commonwealth,9/19/1993,2,4,,"$750,000",CLT,2020,2025-08-15 13:53:17
6,Ryan Allen,30,P,2,0,220,6-2,Louisiana Tech,2/28/1990,7,0,,,CLT,2020,2025-08-15 13:53:17
96,Denico Autry,30,RDE,14,13,285,6-5,"East Mississippi CC,Mississippi St.",7/15/1990,6,6,,"$5,300,000",CLT,2020,2025-08-15 13:53:17
52,Ben Banogu,24,LB,9,0,252,6-3,TCU,1/19/1996,1,1,Indianapolis Colts / 2nd / 49th pick /2019,"$765,205",CLT,2020,2025-08-15 13:53:17
32,Julian Blackmon,22,FS,15,14,187,6-0,Utah,8/24/1998,Rook,4,Indianapolis Colts / 3rd / 85th pick /2020,"$610,000",CLT,2020,2025-08-15 13:53:17
3,Rodrigo Blankenship,23,K,16,0,184,6-1,Georgia,1/29/1997,Rook,3,,"$610,000",CLT,2020,2025-08-15 13:53:17
7,Jacoby Brissett,28,QB,11,0,235,6-4,"Florida,North Carolina St.",12/11/1992,4,0,New England Patriots / 3rd / 91st pick /2016,"$6,000,000",CLT,2020,2025-08-15 13:53:17
99,DeForest Buckner,26,LDT,15,14,295,6-7,Oregon,3/17/1994,4,15,San Francisco 49ers / 1st / 7th pick /2016,"$12,378,000",CLT,2020,2025-08-15 13:53:17
80,Trey Burton,29,TE,13,4,238,6-2,Florida,10/29/1991,6,2,,"$910,000",CLT,2020,2025-08-15 13:53:17
33,Ibraheim Campbell,28,DB,5,0,210,5-11,Northwestern,5/13/1992,5,0,Cleveland Browns / 4th / 115th pick /2015,"$802,935",CLT,2020,2025-08-15 13:53:17
15,Parris Campbell,23,WR,2,2,208,6-0,Ohio St.,7/16/1997,1,1,Indianapolis Colts / 2nd / 59th pick /2019,"$712,088",CLT,2020,2025-08-15 13:53:17
38,T.J. Carrie,30,DB,15,2,204,6-0,Ohio,7/28/1990,6,2,Oakland Raiders / 7th / 219th pick /2014,"$910,000",CLT,2020,2025-08-15 13:53:17
74,Anthony Castonzo,32,LT,12,12,307,6-7,Boston Col.,8/9/1988,9,7,Indianapolis Colts / 1st / 22nd pick /2011,"$7,000,000",CLT,2020,2025-08-15 13:53:17
62,Le'Raven Clark,27,T,12,3,319,6-5,Texas Tech,4/22/1993,4,2,Indianapolis Colts / 3rd / 82nd pick /2016,"$1,200,000",CLT,2020,2025-08-15 13:53:17
92,Kameron Cline,22,DT,1,0,283,6-4,South Dakota,2/19/1998,Rook,0,,,CLT,2020,2025-08-15 13:53:17
91,Sheldon Day,26,DT,4,0,285,6-1,Notre Dame,7/1/1994,4,0,Jacksonville Jaguars / 4th / 103rd pick /2016,"$1,000,000",CLT,2020,2025-08-15 13:53:17
84,Jack Doyle,30,TE,14,12,262,6-6,Western Kentucky,5/5/1990,7,2,,"$1,250,000",CLT,2020,2025-08-15 13:53:17
16,Ashton Dulin,23,WR,13,0,215,6-2,Malone,5/15/1997,1,1,,"$542,648",CLT,2020,2025-08-15 13:53:17
60,Jake Eldrenkamp,26,C,2,0,300,6-5,Washington,3/4/1994,1,0,,"$585,000",CLT,2020,2025-08-15 13:53:17
10,Daurice Fountain,25,WR,5,0,210,6-2,Northern Iowa,12/22/1995,2,0,Indianapolis Colts / 5th / 159th pick /2018,"$635,296",CLT,2020,2025-08-15 13:53:17
44,Zaire Franklin,24,LB,16,2,235,6-0,Syracuse,7/2/1996,2,2,Indianapolis Colts / 7th / 235th pick /2018,"$750,000",CLT,2020,2025-08-15 13:53:17
59,Jordan Glasgow,24,LB,13,0,226,6-1,Michigan,6/28/1996,Rook,1,Indianapolis Colts / 6th / 213th pick /2020,"$610,000",CLT,2020,2025-08-15 13:53:17
64,Mark Glowinski,28,RG,16,16,310,6-4,"Lackawanna,West Virginia",5/3/1992,5,8,Seattle Seahawks / 4th / 134th pick /2015,"$5,000,000",CLT,2020,2025-08-15 13:53:17
