No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
52,Xavier Adibi,26,LB,11,3,220,6-2,Virginia Tech,10/18/1984,2,1,Houston Texans / 4th / 118th pick /2008,HTX,2010,2025-08-15 15:06:20
30,Jason Allen,27,DB,7,0,200,6-1,Tennessee,7/5/1983,4,1,Miami Dolphins / 1st / 16th pick /2006,HTX,2010,2025-08-15 15:06:20
89,David Anderson,27,WR,12,1,192,5-10,Colorado St.,7/28/1983,4,1,Houston Texans / 7th / 251st pick /2006,HTX,2010,2025-08-15 15:06:20
96,Mark Anderson,27,DE,11,2,255,6-4,Alabama,5/26/1983,4,2,Chicago Bears / 5th / 159th pick /2006,HTX,2010,2025-08-15 15:06:20
34,Dominique Barber,24,DB,8,1,211,6-0,Minnesota,8/2/1986,2,1,Houston Texans / 6th / 173rd pick /2008,HTX,2010,2025-08-15 15:06:20
98,Connor Barwin,24,DE,1,0,255,6-4,Cincinnati,10/15/1986,1,0,Houston Texans / 2nd / 46th pick /2009,HTX,2010,2025-08-15 15:06:20
57,Kevin Bentley,31,MLB,13,8,248,6-0,Northwestern,12/29/1979,8,3,Cleveland Browns / 4th / 101st pick /2002,HTX,2010,2025-08-15 15:06:20
65,Mike Brisiel,27,RG,12,9,310,6-5,Colorado St.,3/14/1983,3,6,,HTX,2010,2025-08-15 15:06:20
76,Duane Brown,25,LT,12,12,329,6-4,Virginia Tech,8/30/1985,2,7,Houston Texans / 1st / 26th pick /2008,HTX,2010,2025-08-15 15:06:20
78,Rashad Butler,27,T,16,4,317,6-4,Miami (FL),2/10/1983,3,4,Carolina Panthers / 3rd / 89th pick /2006,HTX,2010,2025-08-15 15:06:20
62,Antoine Caldwell,24,RG,12,7,307,6-3,Alabama,4/19/1986,1,5,Houston Texans / 3rd / 77th pick /2009,HTX,2010,2025-08-15 15:06:20
86,James Casey,26,TE,16,4,235,6-3,Rice,9/22/1984,1,1,Houston Texans / 5th / 152nd pick /2009,HTX,2010,2025-08-15 15:06:20
95,Shaun Cody,27,LDT,16,16,307,6-4,USC,1/22/1983,5,5,Detroit Lions / 2nd / 37th pick /2005,HTX,2010,2025-08-15 15:06:20
56,Brian Cushing,23,LLB,12,12,255,6-3,USC,1/24/1987,1,4,Houston Texans / 1st / 15th pick /2009,HTX,2010,2025-08-15 15:06:20
81,Owen Daniels,28,TE,11,10,245,6-3,Wisconsin,11/9/1982,4,5,Houston Texans / 4th / 98th pick /2006,HTX,2010,2025-08-15 15:06:20
39,Quintin Demps,25,DB,2,0,203,6-0,Texas-El Paso,6/29/1985,2,0,Philadelphia Eagles / 4th / 117th pick /2008,HTX,2010,2025-08-15 15:06:20
77,Ryan Denney,33,DE,2,0,264,6-7,BYU,6/15/1977,8,0,Buffalo Bills / 2nd / 61st pick /2002,HTX,2010,2025-08-15 15:06:20
19,Dorin Dickerson,22,TE,7,0,230,6-2,Pittsburgh,3/31/1988,Rook,0,Houston Texans / 7th / 227th pick /2010,HTX,2010,2025-08-15 15:06:20
54,Zach Diles,25,RLB,15,10,240,6-0,Kansas St.,6/11/1985,3,4,Houston Texans / 7th / 218th pick /2007,HTX,2010,2025-08-15 15:06:20
85,Joel Dreessen,28,TE,16,10,245,6-4,Colorado St.,7/26/1982,5,6,New York Jets / 6th / 198th pick /2005,HTX,2010,2025-08-15 15:06:20
23,Arian Foster,24,RB,16,13,227,6-1,Tennessee,8/24/1986,1,20,,HTX,2010,2025-08-15 15:06:20
88,Garrett Graham,24,TE,6,0,245,6-3,Wisconsin,8/4/1986,Rook,0,Houston Texans / 4th / 118th pick /2010,HTX,2010,2025-08-15 15:06:20
61,Isaiah Greenhouse,23,LB,2,0,232,6-2,Northwestern St. (LA),7/15/1987,Rook,0,,HTX,2010,2025-08-15 15:06:20
25,Kareem Jackson,22,RCB,16,16,196,5-10,Alabama,4/10/1988,Rook,5,Houston Texans / 1st / 20th pick /2010,HTX,2010,2025-08-15 15:06:20
96,Tim Jamison,24,DE,10,1,263,6-3,Michigan,2/26/1986,1,1,,HTX,2010,2025-08-15 15:06:20
80,Andre Johnson,29,WR,13,13,229,6-3,Miami (FL),7/11/1981,7,13,Houston Texans / 1st / 3rd pick /2003,HTX,2010,2025-08-15 15:06:20
12,Jacoby Jones,26,WR,15,7,192,6-3,Lane,7/11/1984,3,6,Houston Texans / 3rd / 73rd pick /2007,HTX,2010,2025-08-15 15:06:20
53,Stanford Keglar,25,LB,10,0,239,6-2,Purdue,7/4/1985,2,1,Tennessee Titans / 4th / 134th pick /2008,HTX,2010,2025-08-15 15:06:20
44,Vonta Leach,29,FB,16,5,260,6-0,East Carolina,11/6/1981,6,1,,HTX,2010,2025-08-15 15:06:20
97,Damione Lewis,32,DT,10,0,301,6-2,Miami (FL),3/1/1978,9,1,St. Louis Rams / 1st / 12th pick /2001,HTX,2010,2025-08-15 15:06:20
21,Brice McCain,24,DB,12,3,190,5-9,Utah,12/10/1986,1,1,Houston Texans / 6th / 188th pick /2009,HTX,2010,2025-08-15 15:06:20
22,Sherrick McManis,23,DB,14,0,203,5-11,Northwestern,12/19/1987,Rook,1,Houston Texans / 5th / 144th pick /2010,HTX,2010,2025-08-15 15:06:20
92,Earl Mitchell,23,DT,15,0,310,6-3,Arizona,9/25/1987,Rook,1,Houston Texans / 3rd / 81st pick /2010,HTX,2010,2025-08-15 15:06:20
28,Antwaun Molden,25,DB,14,0,198,6-1,Eastern Kentucky,1/23/1985,2,1,Houston Texans / 3rd / 79th pick /2008,HTX,2010,2025-08-15 15:06:20
55,Chris Myers,29,C,16,16,286,6-4,Miami (FL),9/15/1981,5,10,Denver Broncos / 6th / 200th pick /2005,HTX,2010,2025-08-15 15:06:20
72,Jesse Nading,25,DE,5,0,258,6-5,Colorado St.,7/3/1985,2,0,,HTX,2010,2025-08-15 15:06:20
53,David Nixon,25,LB,3,0,225,6-3,BYU,3/16/1985,1,0,,HTX,2010,2025-08-15 15:06:20
33,Troy Nolan,24,DB,16,3,206,6-1,Arizona St.,9/7/1986,1,2,Houston Texans / 7th / 223rd pick /2009,HTX,2010,2025-08-15 15:06:20
99,Adewale Ogunleye,33,DE,4,0,260,6-4,Indiana,8/9/1977,9,0,,HTX,2010,2025-08-15 15:06:20
97,Frank Okam,25,DT,5,0,319,6-4,Texas,10/16/1985,2,0,Houston Texans / 5th / 151st pick /2008,HTX,2010,2025-08-15 15:06:20
91,Amobi Okoye,23,RDT,16,16,302,6-2,Louisville,6/10/1987,3,6,Houston Texans / 1st / 10th pick /2007,HTX,2010,2025-08-15 15:06:20
7,Dan Orlovsky,27,QB,1,0,215,6-5,Connecticut,8/18/1983,5,0,Detroit Lions / 5th / 145th pick /2005,HTX,2010,2025-08-15 15:06:20
24,Karl Paymah,28,DB,2,0,195,6-0,Washington St.,11/29/1982,5,0,Denver Broncos / 3rd / 76th pick /2005,HTX,2010,2025-08-15 15:06:20
31,Bernard Pollard,26,SS,15,15,225,6-1,Purdue,12/23/1984,4,4,Kansas City Chiefs / 2nd / 54th pick /2006,HTX,2010,2025-08-15 15:06:20
29,Glover Quin,24,LCB,16,16,207,6-0,"Southwest Mississippi CC,New Mexico",1/15/1986,1,5,Houston Texans / 4th / 112th pick /2009,HTX,2010,2025-08-15 15:06:20
4,Neil Rackers,34,K,16,0,202,6-1,Illinois,8/16/1976,10,5,Cincinnati Bengals / 6th / 169th pick /2000,HTX,2010,2025-08-15 15:06:20
59,DeMeco Ryans,26,MLB,6,6,247,6-1,Alabama,7/28/1984,4,2,Houston Texans / 2nd / 33rd pick /2006,HTX,2010,2025-08-15 15:06:20
66,Ephraim Salaam,34,T,4,0,310,6-7,San Diego St.,6/19/1976,12,0,Atlanta Falcons / 7th / 199th pick /1998,HTX,2010,2025-08-15 15:06:20
8,Matt Schaub,29,QB,16,16,245,6-6,Virginia,6/25/1981,6,17,Atlanta Falcons / 3rd / 90th pick /2004,HTX,2010,2025-08-15 15:06:20
51,Darryl Sharpton,22,RLB,12,6,229,6-0,Miami (FL),1/1/1988,Rook,2,Houston Texans / 4th / 102nd pick /2010,HTX,2010,2025-08-15 15:06:20
67,Malcolm Sheppard,22,DT,1,0,291,6-2,Arkansas,2/13/1988,Rook,0,,HTX,2010,2025-08-15 15:06:20
20,Steve Slaton,24,RB,12,1,195,5-10,West Virginia,1/4/1986,2,1,Houston Texans / 3rd / 89th pick /2008,HTX,2010,2025-08-15 15:06:20
94,Antonio Smith,29,LDE,16,16,290,6-3,Oklahoma St.,10/21/1981,6,6,Arizona Cardinals / 5th / 135th pick /2004,HTX,2010,2025-08-15 15:06:20
74,Wade Smith,29,LG,16,16,295,6-4,Memphis,4/26/1981,7,10,Miami Dolphins / 3rd / 78th pick /2003,HTX,2010,2025-08-15 15:06:20
64,Kasey Studdard,26,G,4,0,299,6-0,Texas,7/1/1984,3,0,Houston Texans / 6th / 183rd pick /2007,HTX,2010,2025-08-15 15:06:20
