No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
79,Jeff Allen,27,RT,12,12,306,6-4,Illinois,1/8/1990,5,5,Kansas City Chiefs / 2nd / 44th pick /2012,HTX,2017,2025-08-15 15:07:20
89,Stephen Anderson,24,TE,15,5,230,6-3,California,1/30/1993,1,3,,HTX,2017,2025-08-15 15:07:20
33,Johnthan Banks,28,DB,3,1,185,6-2,Mississippi St.,10/3/1989,4,0,Tampa Bay Buccaneers / 2nd / 43rd pick /2013,HTX,2017,2025-08-15 15:07:20
81,Evan Baylis,24,TE,1,0,250,6-5,Oregon,11/18/1993,Rook,0,,HTX,2017,2025-08-15 15:07:20
97,Angelo Blackson,25,DT,9,1,318,6-4,Auburn,11/14/1992,2,1,Tennessee Titans / 4th / 100th pick /2015,HTX,2017,2025-08-15 15:07:20
28,Alfred Blue,26,RB,11,0,225,6-2,LSU,4/27/1991,3,2,Houston Texans / 6th / 181st pick /2014,HTX,2017,2025-08-15 15:07:20
76,Duane Brown,32,T,1,1,329,6-4,Virginia Tech,8/30/1985,9,1,Houston Texans / 1st / 26th pick /2008,HTX,2017,2025-08-15 15:07:20
20,Marcus Burley,27,DB,5,0,190,5-10,Delaware,7/16/1990,3,0,,HTX,2017,2025-08-15 15:07:20
39,Ibraheim Campbell,25,DB,1,0,210,5-11,Northwestern,5/13/1992,2,0,Cleveland Browns / 4th / 115th pick /2015,HTX,2017,2025-08-15 15:07:20
74,Chris Clark,32,LT,10,8,305,6-5,Southern Miss,10/1/1985,7,4,,HTX,2017,2025-08-15 15:07:20
96,Chunky Clements,23,DT,2,0,301,6-2,Illinois,12/3/1994,Rook,0,,HTX,2017,2025-08-15 15:07:20
90,Jadeveon Clowney,24,ROLB,16,16,266,6-5,South Carolina,2/14/1993,3,10,Houston Texans / 1st / 1st pick /2014,HTX,2017,2025-08-15 15:07:20
51,Dylan Cole,23,LB,12,1,240,6-0,Missouri State,5/19/1994,Rook,2,,HTX,2017,2025-08-15 15:07:20
95,Christian Covington,24,DT,7,2,289,6-2,Rice,10/16/1993,2,1,Houston Texans / 6th / 216th pick /2015,HTX,2017,2025-08-15 15:07:20
36,Marcus Cromartie,27,DB,1,0,195,6-0,Wisconsin,12/3/1990,3,0,,HTX,2017,2025-08-15 15:07:20
41,Zach Cunningham,23,RILB,16,13,230,6-3,Vanderbilt,12/12/1994,Rook,6,Houston Texans / 2nd / 57th pick /2017,HTX,2017,2025-08-15 15:07:20
