No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
22,Ameer Abdullah,30,RB,17,0,203,5-9,Nebraska,6/13/1993,8,2,Detroit Lions / 2nd / 54th pick /2015,RAI,2023,2025-08-15 14:28:05
17,Davante Adams,31,WR,17,17,215,6-1,Fresno St.,12/24/1992,9,10,Green Bay Packers / 2nd / 53rd pick /2014,RAI,2023,2025-08-15 14:28:05
0,Jakorian Bennett,23,CB,14,4,200,5-10,"Hutchinson (KS),Maryland",8/23/2000,Rook,2,Las Vegas Raiders / 4th / 104th pick /2023,RAI,2023,2025-08-15 14:28:05
50,Jacob Bobenmoyer,26,LS,17,0,235,6-0,Northern Colorado,5/28/1997,3,1,,RAI,2023,2025-08-15 14:28:05
34,Brandon Bolden,33,RB,17,0,220,5-11,Mississippi,1/26/1990,11,0,,RAI,2023,2025-08-15 14:28:05
36,Curtis Bolton,28,LB,13,0,228,6-0,Oklahoma,12/18/1995,2,1,,RAI,2023,2025-08-15 14:28:05
56,Amari Burney,23,LB,7,1,228,6-2,Florida,6/12/2000,Rook,1,Las Vegas Raiders / 6th / 203rd pick /2023,RAI,2023,2025-08-15 14:28:05
69,Adam Butler,29,DT,17,0,301,6-4,Vanderbilt,4/12/1994,6,2,,RAI,2023,2025-08-15 14:28:05
94,Matthew Butler,24,DT,2,0,305,6-3,Tennessee,6/10/1999,1,0,Las Vegas Raiders / 5th / 175th pick /2022,RAI,2023,2025-08-15 14:28:05
2,Daniel Carlson,28,K,17,0,215,6-5,Auburn,1/23/1995,5,3,Minnesota Vikings / 5th / 167th pick /2018,RAI,2023,2025-08-15 14:28:05
3,DeAndre Carter,30,WR,17,1,190,5-8,Sacramento St.,4/10/1993,5,0,,RAI,2023,2025-08-15 14:28:05
6,AJ Cole III,28,P,17,0,220,6-4,North Carolina St.,11/27/1995,4,3,,RAI,2023,2025-08-15 14:28:05
98,Maxx Crosby,26,DE,17,17,255,6-5,Eastern Michigan,8/22/1997,4,15,Oakland Raiders / 4th / 106th pick /2019,RAI,2023,2025-08-15 14:28:05
5,Divine Deablo,25,LB,15,15,223,6-3,Virginia Tech,8/17/1998,2,7,Las Vegas Raiders / 3rd / 80th pick /2021,RAI,2023,2025-08-15 14:28:05
72,Jermaine Eluemunor,29,RT,17,14,338,6-4,"Lackawanna,Texas A&M",12/13/1994,6,5,Baltimore Ravens / 5th / 159th pick /2017,RAI,2023,2025-08-15 14:28:05
1,Marcus Epps,27,S,17,17,195,6-0,Wyoming,1/27/1996,4,6,Minnesota Vikings / 6th / 191st pick /2019,RAI,2023,2025-08-15 14:28:05
31,Brandon Facyson,29,CB,3,0,197,6-2,Virginia Tech,9/8/1994,5,0,,RAI,2023,2025-08-15 14:28:05
85,Cole Fotheringham,26,TE,2,0,245,6-4,Utah,10/11/1997,1,0,,RAI,2023,2025-08-15 14:28:05
10,Jimmy Garoppolo,32,QB,7,6,225,6-2,Eastern Illinois,11/2/1991,9,2,New England Patriots / 2nd / 62nd pick /2014,RAI,2023,2025-08-15 14:28:05
88,Zach Gentry,27,TE,1,0,265,6-8,Michigan,9/10/1996,4,0,Pittsburgh Steelers / 5th / 141st pick /2019,RAI,2023,2025-08-15 14:28:05
65,Hroniss Grasu,32,C,2,0,301,6-3,Oregon,8/12/1991,8,0,Chicago Bears / 3rd / 71st pick /2015,RAI,2023,2025-08-15 14:28:05
37,Tyler Hall,25,CB,11,3,190,5-10,Wyoming,10/31/1998,3,1,,RAI,2023,2025-08-15 14:28:05
71,Justin Herron,28,T,6,1,305,6-5,Wake Forest,11/27/1995,3,1,New England Patriots / 6th / 195th pick /2020,RAI,2023,2025-08-15 14:28:05
39,Nate Hobbs,24,CB,13,11,195,6-0,Illinois,6/24/1999,2,4,Las Vegas Raiders / 5th / 167th pick /2021,RAI,2023,2025-08-15 14:28:05
81,Austin Hooper,29,TE,17,9,254,6-4,Stanford,10/29/1994,7,2,Atlanta Falcons / 3rd / 81st pick /2016,RAI,2023,2025-08-15 14:28:05
80,Jesper Horsted,26,TE,13,0,237,6-3,Princeton,2/27/1997,4,0,,RAI,2023,2025-08-15 14:28:05
7,Brian Hoyer,38,QB,3,1,215,6-2,Michigan St.,10/13/1985,14,1,,RAI,2023,2025-08-15 14:28:05
8,Josh Jacobs,25,RB,13,13,223,5-10,Alabama,2/11/1998,4,6,Oakland Raiders / 1st / 24th pick /2019,RAI,2023,2025-08-15 14:28:05
68,Andre James,26,C,16,16,300,6-4,UCLA,5/2/1997,4,6,,RAI,2023,2025-08-15 14:28:05
95,John Jenkins,34,DT,17,17,360,6-3,"Mississippi Gulf Coast CC,Georgia",7/11/1989,10,8,New Orleans Saints / 3rd / 82nd pick /2013,RAI,2023,2025-08-15 14:28:05
45,Jakob Johnson,29,FB,13,5,255,6-3,Tennessee,12/15/1994,4,0,,RAI,2023,2025-08-15 14:28:05
18,Jack Jones,26,CB,7,3,175,5-11,"USC,Moorpark College,Arizona St.",12/20/1997,1,2,New England Patriots / 4th / 121st pick /2022,RAI,2023,2025-08-15 14:28:05
51,Malcolm Koonce,25,DE,17,11,243,6-3,Buffalo,6/6/1998,2,6,Las Vegas Raiders / 3rd / 79th pick /2021,RAI,2023,2025-08-15 14:28:05
23,David Long,25,DB,8,1,196,5-11,Michigan,2/6/1998,4,1,Los Angeles Rams / 3rd / 79th pick /2019,RAI,2023,2025-08-15 14:28:05
59,Luke Masterson,25,LB,16,1,220,6-1,Wake Forest,1/7/1998,1,2,,RAI,2023,2025-08-15 14:28:05
43,Kana'i Mauga,23,LB,5,0,245,6-2,USC,1/8/2000,1,0,,RAI,2023,2025-08-15 14:28:05
87,Michael Mayer,22,TE,14,12,256,6-4,Notre Dame,7/6/2001,Rook,3,Las Vegas Raiders / 2nd / 35th pick /2023,RAI,2023,2025-08-15 14:28:05
61,Jordan Meredith,25,G,17,1,301,6-2,Western Kentucky,1/4/1998,1,1,,RAI,2023,2025-08-15 14:28:05
16,Jakobi Meyers,27,WR,16,16,193,6-2,North Carolina St.,11/9/1996,4,7,,RAI,2023,2025-08-15 14:28:05
74,Kolton Miller,28,T,13,11,326,6-8,UCLA,9/2/1995,5,5,Oakland Raiders / 1st / 15th pick /2018,RAI,2023,2025-08-15 14:28:05
25,Tre'von Moehrig,24,S,17,17,202,6-2,TCU,6/16/1999,2,6,Las Vegas Raiders / 2nd / 43rd pick /2021,RAI,2023,2025-08-15 14:28:05
77,Thayer Munford,24,T,15,10,354,6-5,Ohio St.,9/18/1999,1,5,Las Vegas Raiders / 7th / 238th pick /2022,RAI,2023,2025-08-15 14:28:05
54,Netane Muti,24,G,2,0,325,6-3,Fresno St.,3/27/1999,3,0,Denver Broncos / 6th / 181st pick /2020,RAI,2023,2025-08-15 14:28:05
91,Bilal Nichols,27,LDT,17,17,300,6-3,Delaware,9/14/1996,5,8,Chicago Bears / 5th / 145th pick /2018,RAI,2023,2025-08-15 14:28:05
4,Aidan O'Connell,25,QB,11,10,206,6-3,Purdue,9/1/1998,Rook,6,Las Vegas Raiders / 4th / 135th pick /2023,RAI,2023,2025-08-15 14:28:05
66,Dylan Parham,24,G,17,17,332,6-2,Memphis,8/24/1999,1,6,Las Vegas Raiders / 3rd / 90th pick /2022,RAI,2023,2025-08-15 14:28:05
75,Brandon Parker,28,T,5,1,320,6-8,North Carolina A&T,10/21/1995,5,1,Oakland Raiders / 3rd / 65th pick /2018,RAI,2023,2025-08-15 14:28:05
24,Marcus Peters,30,RCB,12,12,197,6-0,Washington,1/9/1993,8,5,Kansas City Chiefs / 1st / 18th pick /2015,RAI,2023,2025-08-15 14:28:05
20,Isaiah Pola-Mao,24,S,16,0,204,6-3,USC,6/30/1999,1,1,,RAI,2023,2025-08-15 14:28:05
27,Troy Pride Jr.,25,CB,1,0,195,5-11,Notre Dame,1/19/1998,3,0,Carolina Panthers / 4th / 113th pick /2020,RAI,2023,2025-08-15 14:28:05
52,Malik Reed,27,DB,4,2,245,6-2,Nevada,8/5/1996,4,1,,RAI,2023,2025-08-15 14:28:05
13,Hunter Renfrow,28,WR,17,3,185,5-10,Clemson,12/21/1995,4,2,Oakland Raiders / 5th / 149th pick /2019,RAI,2023,2025-08-15 14:28:05
21,Amik Robertson,25,CB,17,12,183,5-9,Louisiana Tech,7/6/1998,3,5,Las Vegas Raiders / 4th / 139th pick /2020,RAI,2023,2025-08-15 14:28:05
97,Janarius Robinson,24,DE,6,2,263,6-5,Florida St.,5/5/1999,1,1,Minnesota Vikings / 4th / 134th pick /2021,RAI,2023,2025-08-15 14:28:05
96,Isaac Rochell,28,DE,8,1,280,6-4,Notre Dame,4/22/1995,6,1,Los Angeles Chargers / 7th / 225th pick /2017,RAI,2023,2025-08-15 14:28:05
99,Nesta Jade Silvera,23,DT,2,0,304,6-2,"Miami (FL),Arizona St.",1/23/2000,Rook,0,Las Vegas Raiders / 7th / 231st pick /2023,RAI,2023,2025-08-15 14:28:05
29,Christopher Smith,23,S,12,0,197,5-10,Georgia,5/1/2000,Rook,1,Las Vegas Raiders / 5th / 170th pick /2023,RAI,2023,2025-08-15 14:28:05
15,Jaylon Smith,28,LB,1,0,244,6-2,Notre Dame,6/14/1995,6,0,Dallas Cowboys / 2nd / 34th pick /2016,RAI,2023,2025-08-15 14:28:05
41,Robert Spillane,28,LB,17,17,229,6-1,Western Michigan,12/14/1995,5,9,,RAI,2023,2025-08-15 14:28:05
33,Roderic Teamer,26,S,6,0,205,6-0,Tulane,5/12/1997,4,0,,RAI,2023,2025-08-15 14:28:05
90,Jerry Tillery,27,RDE,17,6,295,6-6,Notre Dame,10/8/1996,4,4,Los Angeles Chargers / 1st / 28th pick /2019,RAI,2023,2025-08-15 14:28:05
11,Tre Tucker,22,WR,16,1,182,5-8,Cincinnati,3/8/2001,Rook,3,Las Vegas Raiders / 3rd / 100th pick /2023,RAI,2023,2025-08-15 14:28:05
19,DJ Turner,26,WR,10,0,205,5-9,"Maryland,Pittsburgh",1/18/1997,1,0,,RAI,2023,2025-08-15 14:28:05
70,Greg Van Roten,33,G,17,17,295,6-4,Pennsylvania,2/26/1990,11,6,,RAI,2023,2025-08-15 14:28:05
35,Zamir White,24,RB,17,4,227,5-11,Georgia,9/18/1999,1,4,Las Vegas Raiders / 4th / 122nd pick /2022,RAI,2023,2025-08-15 14:28:05
83,Kristian Wilkerson,26,WR,2,1,214,6-1,SE Missouri St.,1/10/1997,3,0,,RAI,2023,2025-08-15 14:28:05
9,Tyree Wilson,23,DE,17,0,263,6-5,"Texas A&M,Texas Tech",5/20/2000,Rook,2,Las Vegas Raiders / 1st / 7th pick /2023,RAI,2023,2025-08-15 14:28:05
93,Byron Young,23,DT,6,0,292,6-3,Alabama,11/10/2000,Rook,0,Las Vegas Raiders / 3rd / 70th pick /2023,RAI,2023,2025-08-15 14:28:05
