No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
24,Johnathan Abram,25,SS,14,14,205,5-11,Mississippi St.,10/25/1996,2,4,Oakland Raiders / 1st / 27th pick /2019,RAI,2021,2025-08-15 14:27:50
20,Damon Arnette,25,CB,4,0,195,6-0,Ohio St.,9/2/1996,1,0,Las Vegas Raiders / 1st / 19th pick /2020,RAI,2021,2025-08-15 14:27:50
88,Marcell Ateman,27,WR,1,0,215,6-4,Oklahoma St.,9/16/1994,3,0,Oakland Raiders / 7th / 228th pick /2018,RAI,2021,2025-08-15 14:27:50
31,Peyton Barber,27,RB,10,1,225,5-11,Auburn,6/27/1994,5,2,,RAI,2021,2025-08-15 14:27:50
78,Jackson Barton,26,T,2,0,302,6-7,Utah,8/8/1995,1,0,Indianapolis Colts / 7th / 240th pick /2019,RAI,2021,2025-08-15 14:27:50
82,Nick Bowers,25,TE,5,0,260,6-4,Penn St.,5/26/1996,1,0,,RAI,2021,2025-08-15 14:27:50
84,Matt Bushman,26,TE,2,0,245,6-5,BYU,11/3/1995,Rook,0,,RAI,2021,2025-08-15 14:27:50
2,Daniel Carlson,26,K,17,0,215,6-5,Auburn,1/23/1995,3,5,Minnesota Vikings / 5th / 167th pick /2018,RAI,2021,2025-08-15 14:27:50
4,Derek Carr,30,QB,17,17,215,6-3,Fresno St.,3/28/1991,7,12,Oakland Raiders / 2nd / 36th pick /2014,RAI,2021,2025-08-15 14:27:50
85,Derek Carrier,31,TE,5,1,240,6-3,Beloit,7/25/1990,8,0,,RAI,2021,2025-08-15 14:27:50
26,Ha Ha Clinton-Dix,29,DB,2,0,211,6-1,Alabama,12/21/1992,7,0,Green Bay Packers / 1st / 21st pick /2014,RAI,2021,2025-08-15 14:27:50
6,AJ Cole III,26,P,17,0,220,6-4,North Carolina St.,11/27/1995,2,4,,RAI,2021,2025-08-15 14:27:50
57,William Compton,32,LB,2,0,235,6-1,Nebraska,9/19/1989,8,0,,RAI,2021,2025-08-15 14:27:50
67,Lester Cotton,25,G,4,0,330,6-4,Alabama,2/20/1996,2,0,,RAI,2021,2025-08-15 14:27:50
98,Maxx Crosby,24,RDE,17,17,255,6-5,Eastern Michigan,8/22/1997,2,13,Oakland Raiders / 4th / 106th pick /2019,RAI,2021,2025-08-15 14:27:50
5,Divine Deablo,23,LB,17,5,223,6-3,Virginia Tech,8/17/1998,Rook,5,Las Vegas Raiders / 3rd / 80th pick /2021,RAI,2021,2025-08-15 14:27:50
23,Kenyan Drake,27,RB,12,2,216,6-1,Alabama,1/26/1994,5,4,Miami Dolphins / 3rd / 73rd pick /2016,RAI,2021,2025-08-15 14:27:50
89,Bryan Edwards,23,WR,16,12,212,6-3,South Carolina,11/13/1998,1,4,Las Vegas Raiders / 3rd / 81st pick /2020,RAI,2021,2025-08-15 14:27:50
72,Jermaine Eluemunor,27,G,14,3,338,6-4,"Lackawanna,Texas A&M",12/13/1994,4,2,Baltimore Ravens / 5th / 159th pick /2017,RAI,2021,2025-08-15 14:27:50
35,Brandon Facyson,27,LCB,12,9,197,6-2,Virginia Tech,9/8/1994,3,3,,RAI,2021,2025-08-15 14:27:50
99,Clelin Ferrell,24,DE,16,0,265,6-4,Clemson,5/17/1997,2,1,Oakland Raiders / 1st / 4th pick /2019,RAI,2021,2025-08-15 14:27:50
43,Kavon Frazier,27,DB,1,0,220,6-0,Central Michigan,8/11/1994,5,0,Dallas Cowboys / 6th / 212th pick /2016,RAI,2021,2025-08-15 14:27:50
37,Tyree Gillespie,23,DB,11,0,202,6-0,Missouri,9/5/1998,Rook,1,Las Vegas Raiders / 4th / 143rd pick /2021,RAI,2021,2025-08-15 14:27:50
71,Denzelle Good,30,G,1,1,340,6-5,Mars Hill,3/8/1991,6,0,Indianapolis Colts / 7th / 255th pick /2015,RAI,2021,2025-08-15 14:27:50
90,Johnathan Hankins,29,LDT,14,14,335,6-3,Ohio St.,3/30/1992,8,5,New York Giants / 2nd / 49th pick /2013,RAI,2021,2025-08-15 14:27:50
29,Casey Hayward,32,RCB,17,17,192,5-11,Vanderbilt,9/9/1989,9,5,Green Bay Packers / 2nd / 62nd pick /2012,RAI,2021,2025-08-15 14:27:50
