No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
28,Phillip Adams,24,DB,15,2,193,6-0,South Carolina St.,7/20/1988,2,2,San Francisco 49ers / 7th / 224th pick /2010,RAI,2012,2025-08-15 14:26:40
86,David Ausberry,25,WR,16,0,235,6-3,USC,9/25/1987,1,1,Oakland Raiders / 7th / 241st pick /2011,RAI,2012,2025-08-15 14:26:40
69,Khalif Barnes,30,RT,9,9,320,6-6,Washington,4/21/1982,7,4,Jacksonville Jaguars / 2nd / 52nd pick /2005,RAI,2012,2025-08-15 14:26:40
21,Ron Bartell,30,RCB,6,6,210,6-1,Howard,2/22/1982,7,2,St. Louis Rams / 2nd / 50th pick /2005,RAI,2012,2025-08-15 14:26:40
70,Tony Bergstrom,26,T,9,1,310,6-5,Utah,8/8/1986,Rook,1,Oakland Raiders / 3rd / 95th pick /2012,RAI,2012,2025-08-15 14:26:40
96,Christo Bilukidi,23,DE,13,0,290,6-5,"Eastern Arizona,Georgia St.",12/13/1989,Rook,1,Oakland Raiders / 6th / 189th pick /2012,RAI,2012,2025-08-15 14:26:40
33,Tyvon Branch,26,SS,14,14,197,5-11,Connecticut,12/11/1986,4,5,Oakland Raiders / 4th / 100th pick /2008,RAI,2012,2025-08-15 14:26:40
65,Mike Brisiel,29,RG,15,15,310,6-5,Colorado St.,3/14/1983,5,6,,RAI,2012,2025-08-15 14:26:40
90,Desmond Bryant,27,LDT,16,8,290,6-5,Harvard,12/15/1985,3,4,,RAI,2012,2025-08-15 14:26:40
95,Kaelin Burnett,23,DE,6,0,240,6-4,Nevada,9/6/1989,Rook,0,,RAI,2012,2025-08-15 14:26:40
56,Miles Burris,24,RLB,16,15,241,6-2,San Diego St.,6/27/1988,Rook,6,Oakland Raiders / 4th / 129th pick /2012,RAI,2012,2025-08-15 14:26:40
66,Cooper Carlisle,35,LG,16,16,310,6-5,Florida,8/11/1977,12,7,Denver Broncos / 4th / 112th pick /2000,RAI,2012,2025-08-15 14:26:40
97,Andre Carter,33,DE,12,0,260,6-4,California,5/12/1979,11,1,San Francisco 49ers / 1st / 7th pick /2001,RAI,2012,2025-08-15 14:26:40
35,Chimdi Chekwa,24,DB,3,0,190,5-11,Ohio St.,9/7/1988,1,0,Oakland Raiders / 4th / 113th pick /2011,RAI,2012,2025-08-15 14:26:40
57,Keenan Clayton,25,LB,15,0,220,6-2,Oklahoma,6/19/1987,2,1,Philadelphia Eagles / 4th / 121st pick /2010,RAI,2012,2025-08-15 14:26:40
59,Jon Condo,31,LS,16,0,240,6-3,Maryland,8/26/1981,7,2,,RAI,2012,2025-08-15 14:26:40
91,Jack Crawford,24,DE,4,0,288,6-5,Penn St.,9/7/1988,Rook,0,Oakland Raiders / 5th / 158th pick /2012,RAI,2012,2025-08-15 14:26:40
84,Juron Criner,23,WR,12,0,224,6-3,Arizona,12/12/1989,Rook,1,Oakland Raiders / 5th / 168th pick /2012,RAI,2012,2025-08-15 14:26:40
