Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
KAN,1979,90,Curtis Anderson,22,DE,6,0,250,6-6,Central State (OH),5/16/1957,Rook,3,Dallas Cowboys / 5th / 128th pick /1979
KAN,1979,56,Charlie Ane,27,LS,16,0,233,6-1,Michigan St.,8/12/1952,4,3,
KAN,1979,26,Gary Barbaro,25,FS,16,16,203,6-4,Nicholls St.,2/11/1954,3,10,Kansas City Chiefs / 3rd / 74th pick /1976
KAN,1979,85,Ed Beckman,24,TE,9,2,229,6-4,Florida St.,1/2/1955,2,0,
KAN,1979,99,Mike Bell,22,DE,11,3,255,6-4,Colorado St.,8/30/1957,Rook,3,Kansas City Chiefs / 1st / 2nd pick /1979
KAN,1979,35,Horace Belton,24,RB,16,1,200,5-8,Southeastern Louisiana,7/16/1955,1,1,
KAN,1979,57,Jerry Blanton,23,LB,16,0,231,6-1,Kentucky,12/20/1956,Rook,4,Buffalo Bills / 11th / 282nd pick /1978
KAN,1979,79,Larry Brown,24,T,4,0,260,6-5,Miami (FL),6/4/1955,1,1,Kansas City Chiefs / 9th / 224th pick /1978
KAN,1979,42,M.L. Carter,24,RCB,16,7,173,5-9,"Cal State-Fullerton,San Jose St.",12/9/1955,Rook,5,
KAN,1979,41,Herb Christopher,25,SS,9,6,195,5-10,Morris Brown,4/7/1954,Rook,3,
KAN,1979,44,Tim Collier,25,RCB,15,9,172,6-0,Texas A&M-Commerce,5/31/1954,3,5,Kansas City Chiefs / 9th / 249th pick /1976
KAN,1979,65,Tom Condon,27,RG,16,16,255,6-3,Boston Col.,10/26/1952,5,5,Kansas City Chiefs / 10th / 250th pick /1974
KAN,1979,80,Johnnie Dirden,27,WR,4,0,188,6-0,Sam Houston St.,3/14/1952,1,0,Houston Oilers / 10th / 1st pick /1978Supp
KAN,1979,84,Al Dixon,25,TE,3,1,230,6-5,Iowa St.,4/5/1954,2,0,New York Giants / 7th / 178th pick /1977
KAN,1979,4,Steve Fuller,22,QB,16,12,198,6-4,Clemson,1/5/1957,Rook,4,Kansas City Chiefs / 1st / 23rd pick /1979
KAN,1979,23,Earl Gant,22,RB,16,3,207,6-0,Missouri,7/6/1957,Rook,2,Kansas City Chiefs / 5th / 112th pick /1979
KAN,1979,83,Steve Gaunty,22,WR,9,0,175,5-10,Northern Colorado,5/3/1957,Rook,1,
KAN,1979,77,Charlie Getty,27,LT,16,16,265,6-4,Penn St.,7/24/1952,5,5,Kansas City Chiefs / 2nd / 41st pick /1974
KAN,1979,24,Gary Green,24,LCB,16,16,187,5-11,Baylor,10/2/1955,2,9,Kansas City Chiefs / 1st / 10th pick /1977
KAN,1979,1,Bob Grupp,24,P,16,0,193,5-11,Duke,5/8/1955,1,4,New York Jets / 7th / 171st pick /1977
KAN,1979,34,Wilbert Haslip,23,RB,5,0,212,5-11,Hawaii,12/8/1956,Rook,0,San Diego Chargers / 8th / 210th pick /1979
