No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
73,Nick Allegretti,23,G,7,0,320,6-4,Illinois,4/21/1996,Rook,1,Kansas City Chiefs / 7th / 216th pick /2019,"$495,000",KAN,2019,2025-08-15 14:07:17
79,Jeff Allen,29,G,4,0,306,6-4,Illinois,1/8/1990,7,0,Kansas City Chiefs / 2nd / 44th pick /2012,,KAN,2019,2025-08-15 14:07:17
81,Blake Bell,28,TE,15,7,252,6-6,Oklahoma,8/7/1991,4,1,San Francisco 49ers / 4th / 117th pick /2015,"$805,000",KAN,2019,2025-08-15 14:07:17
21,Bashaud Breeland,27,LCB,16,15,195,5-11,Clemson,1/30/1992,5,6,Washington Redskins / 4th / 102nd pick /2014,"$805,000",KAN,2019,2025-08-15 14:07:17
30,Alex Brown,23,DB,3,0,170,5-11,South Carolina St.,8/30/1996,Rook,0,,,KAN,2019,2025-08-15 14:07:17
7,Harrison Butker,24,K,16,0,205,6-4,Georgia Tech,7/14/1995,2,5,Carolina Panthers / 7th / 233rd pick /2017,"$645,000",KAN,2019,2025-08-15 14:07:17
20,Morris Claiborne,29,DB,8,1,192,5-11,LSU,2/7/1990,7,1,Dallas Cowboys / 1st / 6th pick /2012,"$1,080,000",KAN,2019,2025-08-15 14:07:17
55,Frank Clark,26,RDE,14,11,272,6-3,Michigan,6/14/1993,4,9,Seattle Seahawks / 2nd / 63rd pick /2015,"$805,000",KAN,2019,2025-08-15 14:07:17
2,Dustin Colquitt,37,P,16,0,210,6-3,Tennessee,5/6/1982,14,2,Kansas City Chiefs / 3rd / 99th pick /2005,"$2,450,000",KAN,2019,2025-08-15 14:07:17
12,Gehrig Dieter,26,WR,2,0,207,6-3,Alabama,2/24/1993,1,0,,"$570,000",KAN,2019,2025-08-15 14:07:17
76,Laurent Duvernay-Tardif,28,RG,14,14,321,6-5,McGill,2/11/1991,4,8,Kansas City Chiefs / 6th / 200th pick /2014,"$6,203,000",KAN,2019,2025-08-15 14:07:17
75,Cameron Erving,27,LT,13,8,313,6-5,Florida St.,8/23/1992,4,5,Cleveland Browns / 1st / 19th pick /2015,"$1,450,000",KAN,2019,2025-08-15 14:07:17
27,Rashad Fenton,22,DB,12,0,193,5-11,South Carolina,2/17/1997,Rook,1,Kansas City Chiefs / 6th / 201st pick /2019,"$495,000",KAN,2019,2025-08-15 14:07:17
72,Eric Fisher,28,LT,8,8,315,6-7,Central Michigan,1/5/1991,6,5,Kansas City Chiefs / 1st / 1st pick /2013,"$10,350,000",KAN,2019,2025-08-15 14:07:17
29,Kendall Fuller,24,DB,11,4,198,5-11,Virginia Tech,2/13/1995,3,2,Washington Redskins / 3rd / 84th pick /2016,"$2,025,000",KAN,2019,2025-08-15 14:07:17
17,Mecole Hardman,21,WR,16,5,187,5-10,Georgia,3/12/1998,Rook,7,Kansas City Chiefs / 2nd / 56th pick /2019,"$495,000",KAN,2019,2025-08-15 14:07:17
52,Demone Harris,24,DE,4,0,272,6-4,Buffalo,12/30/1995,1,0,,,KAN,2019,2025-08-15 14:07:17
10,Tyreek Hill,25,WR,12,12,191,5-10,"Garden City (KS),Oklahoma St.,West Alabama",3/1/1994,3,9,Kansas City Chiefs / 5th / 165th pick /2016,"$1,965,036",KAN,2019,2025-08-15 14:07:17
53,Anthony Hitchens,27,LLB,15,15,231,6-0,Iowa,6/10/1992,5,7,Dallas Cowboys / 4th / 119th pick /2014,"$6,500,000",KAN,2019,2025-08-15 14:07:17
60,Ryan Hunter,24,T,3,0,316,6-3,Bowling Green,4/1/1995,1,0,,"$495,000",KAN,2019,2025-08-15 14:07:17
93,Joey Ivie,24,NT,5,0,301,6-3,Florida,1/22/1995,Rook,0,Dallas Cowboys / 7th / 228th pick /2017,"$495,000",KAN,2019,2025-08-15 14:07:17
95,Chris Jones,25,LDT/RDT,13,12,310,6-6,Mississippi St.,7/3/1994,3,9,Kansas City Chiefs / 2nd / 37th pick /2016,"$1,199,714",KAN,2019,2025-08-15 14:07:17
87,Travis Kelce,30,TE,16,16,250,6-5,Cincinnati,10/5/1989,6,13,Kansas City Chiefs / 3rd / 63rd pick /2013,"$7,500,000",KAN,2019,2025-08-15 14:07:17
92,Tanoh Kpassagnon,25,LDE,16,8,289,6-7,Villanova,6/14/1994,2,5,Kansas City Chiefs / 2nd / 59th pick /2017,"$832,838",KAN,2019,2025-08-15 14:07:17
50,Darron Lee,25,LB,16,2,232,6-1,Ohio St.,10/18/1994,3,2,New York Jets / 1st / 20th pick /2016,"$1,843,861",KAN,2019,2025-08-15 14:07:17
24,Jordan Lucas,26,DB,14,0,190,6-1,Penn St.,8/2/1993,3,1,Miami Dolphins / 6th / 204th pick /2016,"$2,025,000",KAN,2019,2025-08-15 14:07:17
15,Patrick Mahomes,24,QB,14,14,225,6-2,Texas Tech,9/17/1995,2,17,Kansas City Chiefs / 1st / 10th pick /2017,"$645,000",KAN,2019,2025-08-15 14:07:17
32,Tyrann Mathieu,27,SS,16,16,190,5-9,LSU,5/13/1992,6,9,Arizona Cardinals / 3rd / 69th pick /2013,"$850,000",KAN,2019,2025-08-15 14:07:17
69,Terrell McClain,31,DT,2,0,300,6-2,South Florida,7/20/1988,8,0,Carolina Panthers / 3rd / 65th pick /2011,,KAN,2019,2025-08-15 14:07:17
25,LeSean McCoy,31,RB,13,9,210,5-11,Pittsburgh,7/12/1988,10,5,Philadelphia Eagles / 2nd / 53rd pick /2009,,KAN,2019,2025-08-15 14:07:17
8,Matt Moore,35,QB,6,2,219,6-3,"College of the Canyons (CA),Oregon St.",8/9/1984,12,2,,,KAN,2019,2025-08-15 14:07:17
56,Ben Niemann,24,LB,16,1,235,6-2,Iowa,7/27/1995,1,2,,"$570,000",KAN,2019,2025-08-15 14:07:17
91,Derrick Nnadi,23,RDT/LDT,16,16,317,6-1,Florida St.,5/9/1996,1,7,Kansas City Chiefs / 3rd / 75th pick /2018,"$601,500",KAN,2019,2025-08-15 14:07:17
44,Dorian O'Daniel,25,LB,14,0,217,6-1,Clemson,9/4/1994,1,1,Kansas City Chiefs / 3rd / 100th pick /2018,"$584,000",KAN,2019,2025-08-15 14:07:17
90,Emmanuel Ogbah,26,DE,10,4,275,6-4,Oklahoma St.,11/6/1993,3,3,Cleveland Browns / 2nd / 32nd pick /2016,"$1,351,315",KAN,2019,2025-08-15 14:07:17
97,Alex Okafor,28,LDE,10,9,261,6-4,Texas,2/8/1991,6,4,Arizona Cardinals / 4th / 103rd pick /2013,"$805,000",KAN,2019,2025-08-15 14:07:17
64,Mike Pennel,28,DT,8,0,330,6-4,"Arizona St.,Colorado State-Pueblo",5/9/1991,5,1,,,KAN,2019,2025-08-15 14:07:17
13,Byron Pringle,26,WR,16,0,203,6-1,Kansas St.,11/17/1993,Rook,2,,"$495,000",KAN,2019,2025-08-15 14:07:17
59,Reggie Ragland,26,RLB,14,7,252,6-2,Alabama,9/24/1993,2,4,Buffalo Bills / 2nd / 41st pick /2016,"$1,196,551",KAN,2019,2025-08-15 14:07:17
74,Martinas Rankin,25,LG,6,5,311,6-5,"Mississippi Gulf Coast CC,Mississippi St.",10/20/1994,1,3,Houston Texans / 3rd / 80th pick /2018,,KAN,2019,2025-08-15 14:07:17
62,Austin Reiter,28,C,16,16,301,6-3,South Florida,11/27/1991,3,9,Washington Redskins / 7th / 222nd pick /2015,"$975,000",KAN,2019,2025-08-15 14:07:17
11,Demarcus Robinson,25,WR,16,10,202,6-1,Florida,9/21/1994,3,5,Kansas City Chiefs / 4th / 126th pick /2016,"$2,015,500",KAN,2019,2025-08-15 14:07:17
99,Khalen Saunders,23,DT,12,4,324,6-0,Western Illinois,8/9/1996,Rook,3,Kansas City Chiefs / 3rd / 84th pick /2019,"$495,000",KAN,2019,2025-08-15 14:07:17
71,Mitchell Schwartz,30,RT,16,16,320,6-5,California,6/8/1989,7,15,Cleveland Browns / 2nd / 37th pick /2012,"$6,000,000",KAN,2019,2025-08-15 14:07:17
42,Anthony Sherman,31,RB,16,0,242,5-10,Connecticut,12/11/1988,8,0,Arizona Cardinals / 5th / 136th pick /2011,"$930,000",KAN,2019,2025-08-15 14:07:17
39,Tremon Smith,23,DB,1,0,190,5-11,Central Arkansas,7/20/1996,1,0,Kansas City Chiefs / 6th / 196th pick /2018,"$570,000",KAN,2019,2025-08-15 14:07:17
49,Daniel Sorensen,29,DB,16,3,208,6-2,BYU,3/5/1990,5,2,,"$3,600,000",KAN,2019,2025-08-15 14:07:17
94,Terrell Suggs,37,LB,2,0,265,6-3,Arizona St.,10/11/1982,16,0,Baltimore Ravens / 1st / 10th pick /2003,,KAN,2019,2025-08-15 14:07:17
84,De'Anthony Thomas,26,RB,6,0,176,5-8,Oregon,1/5/1993,5,0,Kansas City Chiefs / 4th / 124th pick /2014,"$805,000",KAN,2019,2025-08-15 14:07:17
34,Darwin Thompson,22,RB,12,0,200,5-8,Utah St.,2/12/1997,Rook,1,Kansas City Chiefs / 6th / 214th pick /2019,"$495,000",KAN,2019,2025-08-15 14:07:17
22,Juan Thornhill,24,FS,16,16,205,6-0,Virginia,10/19/1995,Rook,6,Kansas City Chiefs / 2nd / 63rd pick /2019,"$495,000",KAN,2019,2025-08-15 14:07:17
35,Charvarius Ward,23,RCB,16,16,196,6-1,"Hinds CC,Middle Tenn. St.",5/16/1996,1,5,,"$570,000",KAN,2019,2025-08-15 14:07:17
39,Spencer Ware,28,RB,3,1,224,5-10,LSU,11/23/1991,6,1,Seattle Seahawks / 6th / 194th pick /2013,,KAN,2019,2025-08-15 14:07:17
14,Sammy Watkins,26,WR,14,13,211,6-1,Clemson,6/14/1993,5,7,Buffalo Bills / 1st / 4th pick /2014,"$11,950,000",KAN,2019,2025-08-15 14:07:17
23,Armani Watts,23,DB,16,0,205,5-11,Texas A&M,3/19/1996,1,1,Kansas City Chiefs / 4th / 124th pick /2018,"$570,000",KAN,2019,2025-08-15 14:07:17
26,Damien Williams,27,RB,11,6,221,5-11,Oklahoma,4/3/1992,5,6,,"$1,050,000",KAN,2019,2025-08-15 14:07:17
31,Darrel Williams,24,RB,12,0,219,5-11,LSU,4/15/1995,1,3,,"$570,000",KAN,2019,2025-08-15 14:07:17
98,Xavier Williams,27,DT,5,0,309,6-2,Northern Iowa,1/18/1992,4,1,,"$2,257,000",KAN,2019,2025-08-15 14:07:17
54,Damien Wilson,26,MLB,16,16,245,6-1,Minnesota,5/28/1993,4,7,Dallas Cowboys / 4th / 127th pick /2015,"$720,000",KAN,2019,2025-08-15 14:07:17
41,James Winchester,30,LS,16,0,240,6-3,Oklahoma,8/6/1989,4,1,,"$820,000",KAN,2019,2025-08-15 14:07:17
61,Stefen Wisniewski,30,G,11,2,305,6-3,Penn St.,3/22/1989,8,2,Oakland Raiders / 2nd / 48th pick /2011,,KAN,2019,2025-08-15 14:07:17
77,Andrew Wylie,25,LG,11,11,309,6-6,Eastern Michigan,8/19/1994,1,6,,"$570,000",KAN,2019,2025-08-15 14:07:17
82,Deon Yelder,24,TE,9,1,255,6-4,Western Kentucky,3/6/1995,1,1,,"$570,000",KAN,2019,2025-08-15 14:07:17
