No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
27,Kenneth Acker,24,DB,9,1,195,6-0,SMU,2/6/1992,1,1,San Francisco 49ers / 6th / 180th pick /2014,KAN,2016,2025-08-15 14:06:52
57,D.J. Alexander,25,LB,16,1,233,6-2,Oregon St.,9/30/1991,1,4,Kansas City Chiefs / 5th / 172nd pick /2015,KAN,2016,2025-08-15 14:06:52
97,Allen Bailey,27,RDE,5,5,288,6-3,Miami (FL),3/25/1989,5,2,Kansas City Chiefs / 3rd / 86th pick /2011,KAN,2016,2025-08-15 14:06:52
77,T.J. Barnes,26,DT,5,0,355,6-6,Georgia Tech,6/14/1990,2,0,,KAN,2016,2025-08-15 14:06:52
94,Sam Barrington,26,LB,2,0,246,6-1,South Florida,10/5/1990,3,0,Green Bay Packers / 7th / 232nd pick /2013,KAN,2016,2025-08-15 14:06:52
29,Eric Berry,28,SS,16,16,212,6-0,Tennessee,12/29/1988,6,13,Kansas City Chiefs / 1st / 5th pick /2010,KAN,2016,2025-08-15 14:06:52
25,Jamaal Charles,30,RB,3,0,199,5-11,Texas,12/27/1986,8,0,Kansas City Chiefs / 3rd / 73rd pick /2008,KAN,2016,2025-08-15 14:06:52
2,Dustin Colquitt,34,P,16,0,210,6-3,Tennessee,5/6/1982,11,2,Kansas City Chiefs / 3rd / 99th pick /2005,KAN,2016,2025-08-15 14:06:52
17,Chris Conley,24,WR,16,11,205,6-3,Georgia,10/25/1992,1,5,Kansas City Chiefs / 3rd / 76th pick /2015,KAN,2016,2025-08-15 14:06:52
34,Knile Davis,25,RB,9,0,227,5-11,Arkansas,10/5/1991,3,0,Kansas City Chiefs / 3rd / 96th pick /2013,KAN,2016,2025-08-15 14:06:52
65,Jordan Devey,28,T,1,1,320,6-6,Memphis,1/11/1988,2,0,,KAN,2016,2025-08-15 14:06:52
76,Laurent Duvernay-Tardif,25,RG,14,14,321,6-5,McGill,2/11/1991,1,5,Kansas City Chiefs / 6th / 200th pick /2014,KAN,2016,2025-08-15 14:06:52
79,Parker Ehinger,24,G,5,4,310,6-6,Cincinnati,12/30/1992,Rook,2,Kansas City Chiefs / 4th / 105th pick /2016,KAN,2016,2025-08-15 14:06:52
72,Eric Fisher,25,LT,16,16,315,6-7,Central Michigan,1/5/1991,3,6,Kansas City Chiefs / 1st / 1st pick /2013,KAN,2016,2025-08-15 14:06:52
4,Nick Foles,27,QB,3,1,262,6-6,Arizona,1/20/1989,4,1,Philadelphia Eagles / 3rd / 88th pick /2012,KAN,2016,2025-08-15 14:06:52
55,Dee Ford,25,LOLB,15,14,252,6-2,Auburn,3/19/1991,2,7,Kansas City Chiefs / 1st / 23rd pick /2014,KAN,2016,2025-08-15 14:06:52
73,Zach Fulton,25,LG,16,12,321,6-5,Tennessee,9/23/1991,2,5,Kansas City Chiefs / 6th / 193rd pick /2014,KAN,2016,2025-08-15 14:06:52
23,Phillip Gaines,25,RCB,11,5,193,6-0,Rice,4/4/1991,2,2,Kansas City Chiefs / 3rd / 87th pick /2014,KAN,2016,2025-08-15 14:06:52
91,Tamba Hali,33,LB,16,2,275,6-3,Penn St.,11/3/1983,10,3,Kansas City Chiefs / 1st / 20th pick /2006,KAN,2016,2025-08-15 14:06:52
84,Demetrius Harris,25,WR,16,11,230,6-7,Wisconsin–Milwaukee,7/29/1991,2,1,,KAN,2016,2025-08-15 14:06:52
