Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
KAN,1995,5,Louie Aguiar,29,P,16,0,215,6-2,Utah St.,6/30/1966,4,3,
KAN,1995,32,Marcus Allen,35,RB,16,15,210,6-2,USC,3/26/1960,13,8,Los Angeles Raiders / 1st / 10th pick /1982
KAN,1995,76,John Alt,33,LT,16,16,298,6-8,Iowa,5/30/1962,11,7,Kansas City Chiefs / 1st / 21st pick /1984
KAN,1995,38,Kimble Anders,29,FB,16,13,225,5-11,Houston,9/10/1966,4,6,
KAN,1995,44,Darren Anderson,26,DB,16,1,185,5-10,Toledo,1/11/1969,3,2,New England Patriots / 4th / 93rd pick /1992
KAN,1995,21,Martin Bayless,33,DB,11,1,195,6-2,Bowling Green,10/11/1962,11,2,St. Louis Cardinals / 4th / 101st pick /1984
KAN,1995,30,Donnell Bennett,23,RB,3,1,242,6-0,Miami (FL),9/14/1972,1,0,Kansas City Chiefs / 2nd / 58th pick /1994
KAN,1995,13,Steve Bono,33,QB,16,16,215,6-4,UCLA,5/11/1962,10,11,Minnesota Vikings / 6th / 142nd pick /1985
KAN,1995,99,Vaughn Booker,27,RDE,16,10,290,6-5,Cincinnati,2/24/1968,1,8,
KAN,1995,34,Dale Carter,26,LCB,16,14,194,6-1,Tennessee,11/28/1969,3,16,Kansas City Chiefs / 1st / 20th pick /1992
KAN,1995,22,Perry Carter,24,DB,2,0,194,6-0,Southern Miss,8/5/1971,Rook,0,Arizona Cardinals / 4th / 107th pick /1994
KAN,1995,89,Keith Cash,26,TE,14,14,242,6-4,Texas,8/7/1969,4,4,Washington Redskins / 7th / 188th pick /1991
KAN,1995,25,Mark Collins,31,FS,16,15,196,5-10,Cal State-Fullerton,1/16/1964,9,8,New York Giants / 2nd / 44th pick /1986
KAN,1995,69,Jeff Criswell,31,T,15,4,291,6-7,Graceland College (IA),3/7/1964,8,2,
KAN,1995,50,Anthony Davis,26,LB,16,3,235,6-0,Utah,3/7/1969,2,4,Houston Oilers / 11th / 301st pick /1992
KAN,1995,84,Willie Davis,28,WR,16,16,180,6-0,Central Arkansas,10/10/1967,4,5,
KAN,1995,80,Lake Dawson,23,WR,16,9,204,6-1,Notre Dame,1/2/1972,1,5,Kansas City Chiefs / 3rd / 92nd pick /1994
KAN,1995,2,Lin Elliott,27,K,16,0,182,6-0,Texas Tech,11/11/1968,3,3,
KAN,1995,12,Rich Gannon,30,QB,2,0,210,6-3,Delaware,12/20/1965,8,0,New England Patriots / 4th / 98th pick /1987
KAN,1995,61,Tim Grunhard,27,C,16,16,311,6-2,Notre Dame,5/17/1968,5,7,Kansas City Chiefs / 2nd / 40th pick /1990
KAN,1995,40,James Hasty,30,RCB,16,16,203,6-0,"Central Washington,Washington St.",5/23/1965,7,9,New York Jets / 3rd / 74th pick /1988
KAN,1995,29,Greg Hill,23,RB,16,1,207,5-11,Texas A&M,2/23/1972,1,5,Kansas City Chiefs / 1st / 25th pick /1994
KAN,1995,83,Danan Hughes,25,WR,16,0,205,6-2,Iowa,12/11/1970,2,1,Kansas City Chiefs / 7th / 186th pick /1993
