No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
76,Branden Albert,27,LT,16,16,314,6-5,Virginia,11/4/1984,3,5,Kansas City Chiefs / 1st / 15th pick /2008,KAN,2011,2025-08-15 14:06:13
21,Javier Arenas,24,DB,15,1,195,5-9,Alabama,10/28/1987,1,2,Kansas City Chiefs / 2nd / 50th pick /2010,KAN,2011,2025-08-15 14:06:13
73,Jon Asamoah,23,RG,16,16,304,6-4,Illinois,7/21/1988,1,5,Kansas City Chiefs / 3rd / 68th pick /2010,KAN,2011,2025-08-15 14:06:13
97,Allen Bailey,22,DE,16,0,288,6-3,Miami (FL),3/25/1989,Rook,1,Kansas City Chiefs / 3rd / 86th pick /2011,KAN,2011,2025-08-15 14:06:13
89,Jonathan Baldwin,22,WR,11,3,225,6-4,Pittsburgh,8/10/1989,Rook,2,Kansas City Chiefs / 1st / 26th pick /2011,KAN,2011,2025-08-15 14:06:13
26,Jackie Battle,28,RB,15,4,238,6-2,Houston,10/1/1983,4,3,,KAN,2011,2025-08-15 14:06:13
88,Anthony Becht,34,TE,9,5,270,6-6,West Virginia,8/8/1977,11,0,New York Jets / 1st / 27th pick /2000,KAN,2011,2025-08-15 14:06:13
59,Jovan Belcher,24,LILB,16,16,228,6-2,Maine,7/24/1987,2,7,,KAN,2011,2025-08-15 14:06:13
29,Eric Berry,23,DB,1,1,212,6-0,Tennessee,12/29/1988,1,0,Kansas City Chiefs / 1st / 5th pick /2010,KAN,2011,2025-08-15 14:06:13
82,Dwayne Bowe,27,WR,16,14,221,6-2,LSU,9/21/1984,4,7,Kansas City Chiefs / 1st / 23rd pick /2007,KAN,2011,2025-08-15 14:06:13
15,Steve Breaston,28,WR,16,13,189,6-0,Michigan,8/20/1983,4,5,Arizona Cardinals / 5th / 142nd pick /2007,KAN,2011,2025-08-15 14:06:13
30,Jalil Brown,24,DB,14,0,202,6-0,Colorado,10/14/1987,Rook,1,Kansas City Chiefs / 4th / 118th pick /2011,KAN,2011,2025-08-15 14:06:13
39,Brandon Carr,25,RCB,16,16,210,6-0,Grand Valley St.,5/19/1986,3,6,Kansas City Chiefs / 5th / 140th pick /2008,KAN,2011,2025-08-15 14:06:13
7,Matt Cassel,29,QB,9,9,225,6-4,USC,5/17/1982,6,3,New England Patriots / 7th / 230th pick /2005,KAN,2011,2025-08-15 14:06:13
25,Jamaal Charles,25,RB,2,1,199,5-11,Texas,12/27/1986,3,0,Kansas City Chiefs / 3rd / 73rd pick /2008,KAN,2011,2025-08-15 14:06:13
84,Keary Colbert,29,WR,7,0,205,6-1,USC,5/21/1982,7,1,Carolina Panthers / 2nd / 62nd pick /2004,KAN,2011,2025-08-15 14:06:13
2,Dustin Colquitt,29,P,16,0,210,6-3,Tennessee,5/6/1982,6,3,Kansas City Chiefs / 3rd / 99th pick /2005,KAN,2011,2025-08-15 14:06:13
10,Terrance Copper,29,WR,16,2,207,6-0,East Carolina,3/12/1982,7,1,,KAN,2011,2025-08-15 14:06:13
34,Travis Daniels,29,DB,16,0,195,6-1,LSU,9/8/1982,6,1,Miami Dolphins / 4th / 104th pick /2005,KAN,2011,2025-08-15 14:06:13
72,Glenn Dorsey,26,RDE,15,15,316,6-2,LSU,8/1/1985,3,6,Kansas City Chiefs / 1st / 5th pick /2008,KAN,2011,2025-08-15 14:06:13
32,Shaun Draughn,24,RB,1,0,205,6-0,North Carolina,12/7/1987,Rook,0,,KAN,2011,2025-08-15 14:06:13
24,Brandon Flowers,25,LCB,16,16,190,5-10,Virginia Tech,2/18/1986,3,7,Kansas City Chiefs / 2nd / 35th pick /2008,KAN,2011,2025-08-15 14:06:13
43,Thomas Gafford,28,LB,16,0,250,6-2,Houston,1/29/1983,3,2,,KAN,2011,2025-08-15 14:06:13
71,Jared Gaither,25,T,10,0,350,6-9,Maryland,3/18/1986,4,1,Baltimore Ravens / 5th / 1st pick /2007Supp,KAN,2011,2025-08-15 14:06:13
92,Wallace Gilberry,27,DE,16,1,267,6-3,Alabama,12/5/1984,3,2,,KAN,2011,2025-08-15 14:06:13
99,Amon Gordon,30,DT,16,2,305,6-2,Stanford,10/13/1981,7,2,Cleveland Browns / 5th / 161st pick /2004,KAN,2011,2025-08-15 14:06:13
93,Cory Greenwood,26,LB,16,0,235,6-2,Concordia (QB),6/5/1985,1,1,,KAN,2011,2025-08-15 14:06:13
77,Kelly Gregg,35,NT,16,14,320,6-0,Oklahoma,11/1/1976,12,6,Cincinnati Bengals / 6th / 173rd pick /1999,KAN,2011,2025-08-15 14:06:13
91,Tamba Hali,28,ROLB,16,16,275,6-3,Penn St.,11/3/1983,5,11,Kansas City Chiefs / 1st / 20th pick /2006,KAN,2011,2025-08-15 14:06:13
11,Jeremy Horne,25,WR,9,0,193,6-2,Massachusetts,10/25/1986,1,0,,KAN,2011,2025-08-15 14:06:13
50,Justin Houston,22,LOLB,16,10,270,6-3,Georgia,1/21/1989,Rook,5,Kansas City Chiefs / 3rd / 70th pick /2011,KAN,2011,2025-08-15 14:06:13
61,Rodney Hudson,22,C,16,1,315,6-2,Florida St.,7/12/1989,Rook,1,Kansas City Chiefs / 2nd / 55th pick /2011,KAN,2011,2025-08-15 14:06:13
94,Tyson Jackson,25,LDE,16,14,295,6-4,LSU,6/6/1986,2,6,Kansas City Chiefs / 1st / 3rd pick /2009,KAN,2011,2025-08-15 14:06:13
56,Derrick Johnson,29,RILB,16,16,242,6-3,Texas,11/22/1982,6,14,Kansas City Chiefs / 1st / 15th pick /2005,KAN,2011,2025-08-15 14:06:13
20,Thomas Jones,33,RB,16,8,212,5-10,Virginia,8/19/1978,11,2,Arizona Cardinals / 1st / 7th pick /2000,KAN,2011,2025-08-15 14:06:13
48,Reshard Langford,25,DB,11,2,212,6-2,Vanderbilt,2/6/1986,1,1,,KAN,2011,2025-08-15 14:06:13
23,Kendrick Lewis,23,FS,16,16,205,6-0,Mississippi,6/16/1988,1,7,Kansas City Chiefs / 5th / 136th pick /2010,KAN,2011,2025-08-15 14:06:13
65,Ryan Lilja,30,LG,15,15,290,6-2,"Coffeyville CC,Kansas St.",10/15/1981,7,5,,KAN,2011,2025-08-15 14:06:13
68,Steve Maneri,23,T,6,1,275,6-6,Temple,3/20/1988,Rook,1,,KAN,2011,2025-08-15 14:06:13
44,Le'Ron McClain,27,FB,16,10,260,6-0,Alabama,12/27/1984,4,1,Baltimore Ravens / 4th / 137th pick /2007,KAN,2011,2025-08-15 14:06:13
22,Dexter McCluster,22,WR,16,4,165,5-9,Mississippi,8/25/1989,1,4,Kansas City Chiefs / 2nd / 36th pick /2010,KAN,2011,2025-08-15 14:06:13
47,Jon McGraw,32,SS,10,9,208,6-3,Kansas St.,4/2/1979,9,4,New York Jets / 2nd / 57th pick /2002,KAN,2011,2025-08-15 14:06:13
85,Jake O'Connell,26,TE,8,4,255,6-4,Miami (OH),11/6/1985,2,0,Kansas City Chiefs / 7th / 237th pick /2009,KAN,2011,2025-08-15 14:06:13
8,Kyle Orton,29,QB,4,3,228,6-4,Purdue,11/14/1982,6,2,Chicago Bears / 4th / 106th pick /2005,KAN,2011,2025-08-15 14:06:13
4,Tyler Palko,28,QB,6,4,215,6-1,Pittsburgh,8/9/1983,1,2,,KAN,2011,2025-08-15 14:06:13
42,Sabby Piscitelli,28,S,16,2,222,6-3,Oregon St.,8/24/1983,4,3,Tampa Bay Buccaneers / 2nd / 64th pick /2007,KAN,2011,2025-08-15 14:06:13
45,Leonard Pope,28,TE,16,10,264,6-8,Georgia,9/10/1983,5,1,Arizona Cardinals / 3rd / 72nd pick /2006,KAN,2011,2025-08-15 14:06:13
95,Jerrell Powe,24,DT,1,0,330,6-2,Mississippi,3/15/1987,Rook,0,Kansas City Chiefs / 6th / 199th pick /2011,KAN,2011,2025-08-15 14:06:13
67,Barry Richardson,25,RT,16,16,330,6-6,Clemson,5/15/1986,3,5,Kansas City Chiefs / 6th / 170th pick /2008,KAN,2011,2025-08-15 14:06:13
55,Cameron Sheffield,23,LB,16,1,256,6-3,Troy,2/12/1988,Rook,1,Kansas City Chiefs / 5th / 142nd pick /2010,KAN,2011,2025-08-15 14:06:13
96,Andy Studebaker,26,LOLB,16,5,251,6-3,Wheaton,9/16/1985,3,3,Philadelphia Eagles / 6th / 203rd pick /2008,KAN,2011,2025-08-15 14:06:13
6,Ryan Succop,25,K,16,0,218,6-2,South Carolina,9/19/1986,2,3,Kansas City Chiefs / 7th / 256th pick /2009,KAN,2011,2025-08-15 14:06:13
83,Jerheme Urban,31,WR,6,1,212,6-3,Trinity (TX),11/26/1980,7,0,,KAN,2011,2025-08-15 14:06:13
27,Donald Washington,25,DB,12,3,194,6-0,Ohio St.,7/28/1986,2,2,Kansas City Chiefs / 4th / 102nd pick /2009,KAN,2011,2025-08-15 14:06:13
62,Casey Wiegmann,38,C,16,16,285,6-2,Iowa,7/20/1973,14,5,,KAN,2011,2025-08-15 14:06:13
53,Demorrio Williams,31,LB,12,0,235,6-1,"Kilgore College,Nebraska",7/6/1980,7,1,Atlanta Falcons / 4th / 101st pick /2004,KAN,2011,2025-08-15 14:06:13
