No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
76,Jack Anderson,23,G,2,1,314,6-4,Texas Tech,10/12/1998,Rook,1,Buffalo Bills / 7th / 236th pick /2021,PHI,2021,2025-08-15 14:23:48
19,JJ Arcega-Whiteside,25,WR,16,2,225,6-2,Stanford,12/31/1996,2,0,Philadelphia Eagles / 2nd / 57th pick /2019,PHI,2021,2025-08-15 14:23:48
58,Genard Avery,26,LLB,16,12,250,6-0,Memphis,4/26/1995,3,5,Cleveland Browns / 5th / 150th pick /2018,PHI,2021,2025-08-15 14:23:48
72,Kayode Awosika,23,T,1,0,322,6-3,Buffalo,10/27/1998,Rook,0,,PHI,2021,2025-08-15 14:23:48
96,Derek Barnett,25,RDE,16,15,259,6-3,Tennessee,6/25/1996,4,6,Philadelphia Eagles / 1st / 14th pick /2017,PHI,2021,2025-08-15 14:23:48
54,Shaun Bradley,24,LB,15,1,240,6-1,Temple,4/8/1997,1,1,Philadelphia Eagles / 6th / 196th pick /2020,PHI,2021,2025-08-15 14:23:48
79,Brandon Brooks,32,G,2,2,335,6-5,Miami (OH),8/19/1989,9,1,Houston Texans / 3rd / 76th pick /2012,PHI,2021,2025-08-15 14:23:48
21,Andre Chachere,25,DB,16,1,197,6-0,San Jose St.,2/10/1996,1,1,,PHI,2021,2025-08-15 14:23:48
74,Le'Raven Clark,28,T,4,1,319,6-5,Texas Tech,4/22/1993,5,1,Indianapolis Colts / 3rd / 82nd pick /2016,PHI,2021,2025-08-15 14:23:48
91,Fletcher Cox,31,RDT,16,16,310,6-4,Mississippi St.,12/13/1990,9,7,Philadelphia Eagles / 1st / 12th pick /2012,PHI,2021,2025-08-15 14:23:48
51,Landon Dickerson,23,LG,14,13,332,6-6,"Florida St.,Alabama",9/30/1998,Rook,6,Philadelphia Eagles / 2nd / 37th pick /2021,PHI,2021,2025-08-15 14:23:48
77,Andre Dillard,26,LT,15,5,315,6-5,Washington St.,10/3/1995,2,3,Philadelphia Eagles / 1st / 22nd pick /2019,PHI,2021,2025-08-15 14:23:48
63,Jack Driscoll,24,RG,9,9,312,6-5,"Massachusetts,Auburn",4/1/1997,1,5,Philadelphia Eagles / 4th / 145th pick /2020,PHI,2021,2025-08-15 14:23:48
57,T.J. Edwards,25,MLB,16,14,228,6-0,Wisconsin,8/12/1996,2,6,,PHI,2021,2025-08-15 14:23:48
4,Jake Elliott,26,K,17,0,167,5-9,Memphis,1/21/1995,4,5,Cincinnati Bengals / 5th / 153rd pick /2017,PHI,2021,2025-08-15 14:23:48
53,Christian Elliss,22,LB,1,0,231,6-2,Idaho,1/2/1999,Rook,0,,PHI,2021,2025-08-15 14:23:48
