No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
13,Nelson Agholor,26,WR,11,10,200,6-0,USC,5/24/1993,4,3,Philadelphia Eagles / 1st / 20th pick /2015,"$9,387,000",PHI,2019,2025-08-15 14:23:32
28,Jay Ajayi,26,RB,3,0,223,6-0,Boise St.,6/15/1993,4,0,Miami Dolphins / 5th / 149th pick /2015,,PHI,2019,2025-08-15 14:23:32
19,JJ Arcega-Whiteside,23,WR,16,5,225,6-2,Stanford,12/31/1996,Rook,1,Philadelphia Eagles / 2nd / 57th pick /2019,"$495,000",PHI,2019,2025-08-15 14:23:32
58,Genard Avery,24,LB,8,0,250,6-0,Memphis,4/26/1995,1,1,Cleveland Browns / 5th / 150th pick /2018,,PHI,2019,2025-08-15 14:23:32
96,Derek Barnett,23,LDE,14,14,259,6-3,Tennessee,6/25/1996,2,7,Philadelphia Eagles / 1st / 14th pick /2017,"$1,633,252",PHI,2019,2025-08-15 14:23:32
53,Nigel Bradham,30,MLB,12,12,241,6-2,Florida St.,9/4/1989,7,7,Buffalo Bills / 4th / 105th pick /2012,"$930,000",PHI,2019,2025-08-15 14:23:32
79,Brandon Brooks,30,RG,16,16,335,6-5,Miami (OH),8/19/1989,7,10,Houston Texans / 3rd / 76th pick /2012,"$8,000,000",PHI,2019,2025-08-15 14:23:32
52,Zach Brown,30,MLB,6,6,250,6-1,North Carolina,10/23/1989,7,3,Tennessee Titans / 2nd / 52nd pick /2012,"$1,000,000",PHI,2019,2025-08-15 14:23:32
16,Deontay Burnett,22,WR,1,1,185,6-0,USC,10/4/1997,1,0,,,PHI,2019,2025-08-15 14:23:32
30,Corey Clement,25,RB,4,0,220,5-10,Wisconsin,11/2/1994,2,0,,"$645,000",PHI,2019,2025-08-15 14:23:32
91,Fletcher Cox,29,RDT,16,16,310,6-4,Mississippi St.,12/13/1990,7,11,Philadelphia Eagles / 1st / 12th pick /2012,"$930,000",PHI,2019,2025-08-15 14:23:32
75,Vinny Curry,31,DE,16,2,279,6-3,Marshall,6/30/1988,7,3,Philadelphia Eagles / 2nd / 59th pick /2012,"$1,000,000",PHI,2019,2025-08-15 14:23:32
37,Johnathan Cyprien,29,DB,4,0,211,6-1,Florida International,7/29/1990,6,0,Jacksonville Jaguars / 2nd / 33rd pick /2013,"$805,000",PHI,2019,2025-08-15 14:23:32
21,Ronald Darby,25,RCB,11,11,193,5-11,Florida St.,1/2/1994,4,5,Buffalo Bills / 2nd / 50th pick /2015,"$1,000,000",PHI,2019,2025-08-15 14:23:32
14,Robert Davis,24,WR,3,2,210,6-3,Georgia St.,4/2/1995,2,0,Washington Redskins / 6th / 209th pick /2017,,PHI,2019,2025-08-15 14:23:32
