No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
33,Josh Adams,22,RB,14,5,225,6-2,Notre Dame,10/29/1996,Rook,3,,PHI,2018,2025-08-15 14:23:24
13,Nelson Agholor,25,WR,16,16,200,6-0,USC,5/24/1993,3,6,Philadelphia Eagles / 1st / 20th pick /2015,PHI,2018,2025-08-15 14:23:24
81,Kamar Aiken,29,WR,5,1,216,6-2,Central Florida,5/30/1989,7,0,,PHI,2018,2025-08-15 14:23:24
26,Jay Ajayi,25,RB,4,3,223,6-0,Boise St.,6/15/1993,3,1,Miami Dolphins / 5th / 149th pick /2015,PHI,2018,2025-08-15 14:23:24
57,D.J. Alexander,27,LB,12,0,233,6-2,Oregon St.,9/30/1991,3,1,Kansas City Chiefs / 5th / 172nd pick /2015,PHI,2018,2025-08-15 14:23:24
96,Derek Barnett,22,LDE,6,6,259,6-3,Tennessee,6/25/1996,1,3,Philadelphia Eagles / 1st / 14th pick /2017,PHI,2018,2025-08-15 14:23:24
41,De'Vante Bausby,25,DB,6,1,190,6-2,Pittsburg St.,1/15/1993,2,1,,PHI,2018,2025-08-15 14:23:24
59,B.J. Bello,24,LB,3,0,229,6-3,Illinois St.,10/31/1994,1,0,,PHI,2018,2025-08-15 14:23:24
77,Michael Bennett,33,LDE,16,10,275,6-4,Texas A&M,11/13/1985,9,6,,PHI,2018,2025-08-15 14:23:24
53,Nigel Bradham,29,RLB,15,15,241,6-2,Florida St.,9/4/1989,6,7,Buffalo Bills / 4th / 105th pick /2012,PHI,2018,2025-08-15 14:23:24
79,Brandon Brooks,29,RG,16,16,335,6-5,Miami (OH),8/19/1989,6,10,Houston Texans / 3rd / 76th pick /2012,PHI,2018,2025-08-15 14:23:24
16,DeAndre Carter,25,WR,7,1,190,5-8,Sacramento St.,4/10/1993,1,0,,PHI,2018,2025-08-15 14:23:24
30,Corey Clement,24,RB,11,0,220,5-10,Wisconsin,11/2/1994,1,3,,PHI,2018,2025-08-15 14:23:24
91,Fletcher Cox,28,RDT,16,16,310,6-4,Mississippi St.,12/13/1990,6,16,Philadelphia Eagles / 1st / 12th pick /2012,PHI,2018,2025-08-15 14:23:24
21,Ronald Darby,24,RCB,9,9,193,5-11,Florida St.,1/2/1994,3,3,Buffalo Bills / 2nd / 50th pick /2015,PHI,2018,2025-08-15 14:23:24
32,Rasul Douglas,23,LCB,16,7,209,6-2,"Nassau CC,West Virginia",8/29/1995,1,3,Philadelphia Eagles / 3rd / 99th pick /2017,PHI,2018,2025-08-15 14:23:24
4,Jake Elliott,23,K,16,0,167,5-9,Memphis,1/21/1995,1,3,Cincinnati Bengals / 5th / 153rd pick /2017,PHI,2018,2025-08-15 14:23:24
86,Zach Ertz,28,TE,16,16,250,6-5,Stanford,11/10/1990,5,9,Philadelphia Eagles / 2nd / 35th pick /2013,PHI,2018,2025-08-15 14:23:24
9,Nick Foles,29,QB,5,5,262,6-6,Arizona,1/20/1989,6,4,Philadelphia Eagles / 3rd / 88th pick /2012,PHI,2018,2025-08-15 14:23:24
47,Nathan Gerry,23,DB,13,2,230,6-2,Nebraska,2/23/1995,1,3,Philadelphia Eagles / 5th / 184th pick /2017,PHI,2018,2025-08-15 14:23:24
18,Shelton Gibson,24,WR,15,0,191,5-11,West Virginia,3/20/1994,1,0,Philadelphia Eagles / 5th / 166th pick /2017,PHI,2018,2025-08-15 14:23:24
88,Dallas Goedert,23,TE,16,8,256,6-5,South Dakota St.,1/3/1995,Rook,2,Philadelphia Eagles / 2nd / 49th pick /2018,PHI,2018,2025-08-15 14:23:24
55,Brandon Graham,30,RDE,16,16,265,6-2,Michigan,4/3/1988,8,8,Philadelphia Eagles / 1st / 13th pick /2010,PHI,2018,2025-08-15 14:23:24
24,Corey Graham,33,SS,13,9,196,6-0,New Hampshire,7/25/1985,11,4,Chicago Bears / 5th / 168th pick /2007,PHI,2018,2025-08-15 14:23:24
54,Kamu Grugier-Hill,24,LLB,16,10,230,6-2,Eastern Illinois,5/16/1994,2,5,New England Patriots / 6th / 208th pick /2016,PHI,2018,2025-08-15 14:23:24
74,Daeshon Hall,23,DE,3,0,265,6-5,Texas A&M,6/14/1995,1,0,Carolina Panthers / 3rd / 77th pick /2017,PHI,2018,2025-08-15 14:23:24
36,Deiondre' Hall,24,DB,13,0,206,6-2,Northern Iowa,5/31/1994,2,1,Chicago Bears / 4th / 127th pick /2016,PHI,2018,2025-08-15 14:23:24
48,Josh Hawkins,25,DB,1,0,190,5-10,East Carolina,1/23/1993,2,0,,PHI,2018,2025-08-15 14:23:24
