Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
PHI,2004,57,Keith Adams,25,LB,16,2,223,5-11,Clemson,11/22/1979,3,2,Tennessee Titans / 7th / 232nd pick /2001
PHI,2004,2,David Akers,30,K,16,0,200,5-10,Louisville,12/9/1974,6,5,
PHI,2004,79,Ian Allen,26,T,4,0,310,6-4,Purdue,7/22/1978,2,0,
PHI,2004,73,Shawn Andrews,22,G,1,1,335,6-4,Arkansas,12/25/1982,Rook,1,Philadelphia Eagles / 1st / 16th pick /2004
PHI,2004,88,Mike Bartrum,34,LS,16,0,245,6-4,Marshall,6/23/1970,11,0,
PHI,2004,11,Jeff Blake,34,QB,3,0,223,6-1,East Carolina,12/4/1970,12,0,New York Jets / 6th / 166th pick /1992
PHI,2004,24,Sheldon Brown,25,RCB,16,16,200,5-10,South Carolina,3/19/1979,2,6,Philadelphia Eagles / 2nd / 59th pick /2002
PHI,2004,56,Derrick Burgess,26,RDE,12,11,260,6-2,Mississippi,8/12/1978,3,5,Philadelphia Eagles / 3rd / 63rd pick /2001
PHI,2004,66,Trey Darilek,23,G,3,0,310,6-5,Texas-El Paso,4/23/1981,Rook,0,Philadelphia Eagles / 4th / 131st pick /2004
PHI,2004,20,Brian Dawkins,31,FS,15,15,210,6-0,Clemson,10/13/1973,8,13,Philadelphia Eagles / 2nd / 61st pick /1996
PHI,2004,10,Koy Detmer,31,QB,16,1,195,6-1,Colorado,7/5/1973,6,1,Philadelphia Eagles / 7th / 207th pick /1997
PHI,2004,53,Hugh Douglas,33,DE,16,3,281,6-2,Central State (OH),8/23/1971,9,2,New York Jets / 1st / 16th pick /1995
PHI,2004,76,Alonzo Ephraim,23,C,14,2,312,6-4,Alabama,11/8/1981,1,2,
PHI,2004,63,Hank Fraley,27,C,16,16,310,6-3,Robert Morris,9/21/1977,3,9,
PHI,2004,96,Paul Grasmanis,30,DT,4,0,298,6-3,Notre Dame,8/2/1974,8,1,Chicago Bears / 4th / 116th pick /1996
PHI,2004,65,Jamaal Green,24,DE,8,0,272,6-2,Miami (FL),6/5/1980,Rook,1,Philadelphia Eagles / 4th / 131st pick /2003
PHI,2004,77,Artis Hicks,26,LG,14,13,312,6-4,Memphis,11/28/1978,1,7,
PHI,2004,29,Roderick Hood,23,DB,16,2,201,5-11,Auburn,10/3/1981,1,3,
PHI,2004,8,Dirk Johnson,29,P,16,0,210,6-0,Northern Colorado,6/1/1975,2,2,
PHI,2004,55,Dhani Jones,26,RLB,16,15,236,6-1,Michigan,2/22/1978,3,7,New York Giants / 6th / 177th pick /2000
PHI,2004,93,Jevon Kearse,28,LDE,14,14,265,6-4,Florida,9/3/1976,5,7,Tennessee Titans / 1st / 16th pick /1999
PHI,2004,59,Mike Labinjo,24,LB,3,0,241,6-0,Michigan St.,7/8/1980,Rook,0,
