Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
PHI,1991,72,David Alexander,27,C,16,16,275,6-3,Tulsa,7/28/1964,4,6,Philadelphia Eagles / 5th / 121st pick /1987
PHI,1991,21,Eric Allen,26,RCB,16,16,184,5-10,Arizona St.,11/22/1965,3,12,Philadelphia Eagles / 2nd / 30th pick /1988
PHI,1991,86,Fred Barnett,25,WR,15,15,204,6-0,Arkansas St.,6/17/1966,1,8,Philadelphia Eagles / 3rd / 77th pick /1990
PHI,1991,42,John Booty,26,DB,13,1,185,6-0,TCU,10/9/1965,3,1,New York Jets / 10th / 257th pick /1988
PHI,1991,99,Jerome Brown,26,RDT,16,11,292,6-2,Miami (FL),2/4/1965,4,16,Philadelphia Eagles / 1st / 9th pick /1987
PHI,1991,41,Keith Byars,28,FB,16,16,245,6-1,Ohio St.,10/14/1963,5,7,Philadelphia Eagles / 1st / 10th pick /1986
PHI,1991,69,Bruce Collie,29,G,5,4,275,6-6,Texas-Arlington,6/27/1962,6,2,San Francisco 49ers / 5th / 140th pick /1985
PHI,1991,12,Randall Cunningham,28,QB,1,1,212,6-4,UNLV,3/27/1963,6,0,Philadelphia Eagles / 2nd / 37th pick /1985
PHI,1991,77,Antone Davis,24,RT,16,15,330,6-4,Tennessee,2/28/1967,Rook,6,Philadelphia Eagles / 1st / 8th pick /1991
PHI,1991,36,Robert Drummond,24,RB,16,0,205,6-1,Syracuse,6/21/1967,2,0,Philadelphia Eagles / 3rd / 76th pick /1989
PHI,1991,56,Byron Evans,27,MLB,16,15,235,6-2,Arizona,2/23/1964,4,8,Philadelphia Eagles / 4th / 93rd pick /1987
PHI,1991,5,Jeff Feagles,25,P,16,0,215,6-1,Miami (FL),3/7/1966,3,2,
PHI,1991,95,Mike Flores,25,DE,4,0,256,6-3,Louisville,12/1/1966,Rook,0,Philadelphia Eagles / 11th / 298th pick /1991
PHI,1991,8,Brad Goebel,24,QB,5,2,202,6-3,Baylor,10/13/1967,Rook,1,
PHI,1991,90,Mike Golic,29,LDT,16,6,274,6-5,Notre Dame,12/12/1962,5,4,Houston Oilers / 10th / 255th pick /1985
