No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
45,Jamar Adams,25,DB,1,1,209,6-2,Michigan,11/29/1985,2,0,,PHI,2010,2025-08-15 14:22:19
2,David Akers,36,K,16,0,200,5-10,Louisville,12/9/1974,12,3,,PHI,2010,2025-08-15 14:22:19
29,Nate Allen,23,FS,13,13,205,6-1,South Florida,11/30/1987,Rook,5,Philadelphia Eagles / 2nd / 37th pick /2010,PHI,2010,2025-08-15 14:22:19
30,Colt Anderson,25,DB,8,2,194,5-10,Montana,10/25/1985,1,1,,PHI,2010,2025-08-15 14:22:19
81,Jason Avant,27,WR,16,3,210,6-0,Michigan,4/20/1983,4,5,Philadelphia Eagles / 4th / 109th pick /2006,PHI,2010,2025-08-15 14:22:19
51,Antwan Barnes,26,LB,2,0,240,6-1,Florida International,10/19/1984,3,0,Baltimore Ravens / 4th / 134th pick /2007,PHI,2010,2025-08-15 14:22:19
84,Hank Baskett,28,WR,2,0,220,6-4,New Mexico,9/4/1982,4,0,,PHI,2010,2025-08-15 14:22:19
24,Joique Bell,24,RB,3,0,220,5-11,Wayne State (MI),8/4/1986,Rook,0,,PHI,2010,2025-08-15 14:22:19
26,Mike Bell,27,RB,5,0,225,6-0,Arizona,4/23/1983,4,0,,PHI,2010,2025-08-15 14:22:19
55,Stewart Bradley,27,MLB,12,12,254,6-4,Nebraska,11/2/1983,3,5,Philadelphia Eagles / 3rd / 87th pick /2007,PHI,2010,2025-08-15 14:22:19
34,Eldra Buckley,25,RB,16,0,202,5-9,"Northwest Mississippi CC,Chattanooga",6/23/1985,1,1,,PHI,2010,2025-08-15 14:22:19
97,Brodrick Bunkley,27,RDT,14,5,306,6-2,Florida St.,11/23/1983,4,3,Philadelphia Eagles / 1st / 14th pick /2006,PHI,2010,2025-08-15 14:22:19
73,Derrick Burgess,32,DE,1,0,260,6-2,Mississippi,8/12/1978,9,0,Philadelphia Eagles / 3rd / 63rd pick /2001,PHI,2010,2025-08-15 14:22:19
38,Jorrick Calvin,23,DB,12,0,182,5-10,Troy,7/17/1987,Rook,1,Arizona Cardinals / 6th / 201st pick /2010,PHI,2010,2025-08-15 14:22:19
87,Brent Celek,25,TE,16,15,261,6-4,Cincinnati,1/25/1985,3,5,Philadelphia Eagles / 5th / 162nd pick /2007,PHI,2010,2025-08-15 14:22:19
49,Jamar Chaney,24,LB,14,2,242,6-1,Mississippi St.,10/11/1986,Rook,2,Philadelphia Eagles / 7th / 220th pick /2010,PHI,2010,2025-08-15 14:22:19
63,Jeremy Clark,27,DT,1,1,305,6-2,Alabama,9/6/1983,2,0,,PHI,2010,2025-08-15 14:22:19
57,Keenan Clayton,23,LB,7,1,220,6-2,Oklahoma,6/19/1987,Rook,1,Philadelphia Eagles / 4th / 121st pick /2010,PHI,2010,2025-08-15 14:22:19
59,Nick Cole,26,RG,13,7,350,6-0,New Mexico St.,7/28/1984,4,4,,PHI,2010,2025-08-15 14:22:19
58,Trent Cole,28,RDE,15,15,270,6-3,Cincinnati,10/5/1982,5,7,Philadelphia Eagles / 5th / 146th pick /2005,PHI,2010,2025-08-15 14:22:19
42,Kurt Coleman,22,DB,15,2,208,5-11,Ohio St.,7/1/1988,Rook,2,Philadelphia Eagles / 7th / 244th pick /2010,PHI,2010,2025-08-15 14:22:19
14,Riley Cooper,23,WR,13,2,214,6-3,Florida,9/9/1987,Rook,1,Philadelphia Eagles / 5th / 159th pick /2010,PHI,2010,2025-08-15 14:22:19
90,Antonio Dixon,25,RDT,15,10,325,6-2,Miami (FL),7/17/1985,1,4,,PHI,2010,2025-08-15 14:22:19
46,Jon Dorenbos,30,LS,16,0,250,6-0,Texas-El Paso,7/21/1980,7,2,,PHI,2010,2025-08-15 14:22:19
65,King Dunlap,25,RT,14,5,310,6-8,Auburn,9/9/1985,1,4,Philadelphia Eagles / 7th / 230th pick /2008,PHI,2010,2025-08-15 14:22:19
53,Moise Fokou,25,RLB,16,11,228,6-1,Maryland,8/28/1985,1,5,Philadelphia Eagles / 7th / 230th pick /2009,PHI,2010,2025-08-15 14:22:19
96,Omar Gaither,26,LB,14,2,235,6-2,Tennessee,3/18/1984,4,2,Philadelphia Eagles / 5th / 168th pick /2006,PHI,2010,2025-08-15 14:22:19
54,Brandon Graham,22,LDE,13,6,265,6-2,Michigan,4/3/1988,Rook,3,Philadelphia Eagles / 1st / 13th pick /2010,PHI,2010,2025-08-15 14:22:19
16,Chad Hall,24,WR,8,1,180,5-8,Air Force,5/23/1986,Rook,1,,PHI,2010,2025-08-15 14:22:19
21,Joselio Hanson,29,LCB,15,6,180,5-9,Texas Tech,8/13/1981,6,3,,PHI,2010,2025-08-15 14:22:19
82,Clay Harbor,23,TE,9,6,240,6-3,Missouri State,7/2/1987,Rook,1,Philadelphia Eagles / 4th / 125th pick /2010,PHI,2010,2025-08-15 14:22:19
33,Jerome Harrison,27,RB,8,1,205,5-9,Washington St.,2/26/1983,4,2,Cleveland Browns / 5th / 145th pick /2006,PHI,2010,2025-08-15 14:22:19
79,Todd Herremans,28,LG,16,15,323,6-6,Saginaw Valley St.,10/13/1982,5,8,Philadelphia Eagles / 4th / 126th pick /2005,PHI,2010,2025-08-15 14:22:19
31,Ellis Hobbs,27,RCB,8,7,195,5-9,Iowa St.,5/16/1983,5,3,New England Patriots / 3rd / 84th pick /2005,PHI,2010,2025-08-15 14:22:19
68,Austin Howard,23,T,4,1,330,6-7,Northern Iowa,3/22/1987,Rook,1,,PHI,2010,2025-08-15 14:22:19
24,Brandon Hughes,24,DB,1,0,178,5-11,Oregon St.,5/23/1986,1,0,San Diego Chargers / 5th / 148th pick /2009,PHI,2010,2025-08-15 14:22:19
10,DeSean Jackson,24,WR,14,14,175,5-10,California,12/1/1986,2,11,Philadelphia Eagles / 2nd / 49th pick /2008,PHI,2010,2025-08-15 14:22:19
67,Jamaal Jackson,30,C,1,1,325,6-4,Delaware St.,5/8/1980,5,1,,PHI,2010,2025-08-15 14:22:19
62,Max Jean-Gilles,27,RG,13,10,325,6-3,Georgia,11/19/1983,3,6,Philadelphia Eagles / 4th / 99th pick /2006,PHI,2010,2025-08-15 14:22:19
56,Akeem Jordan,25,LB,16,3,226,6-1,James Madison,8/17/1985,3,2,,PHI,2010,2025-08-15 14:22:19
74,Winston Justice,26,RT,13,13,317,6-6,USC,9/14/1984,3,7,Philadelphia Eagles / 2nd / 39th pick /2006,PHI,2010,2025-08-15 14:22:19
4,Kevin Kolb,26,QB,7,5,218,6-3,Houston,8/24/1984,3,3,Philadelphia Eagles / 2nd / 36th pick /2007,PHI,2010,2025-08-15 14:22:19
93,Trevor Laws,25,DT,15,1,297,6-1,Notre Dame,6/14/1985,2,2,Philadelphia Eagles / 2nd / 47th pick /2008,PHI,2010,2025-08-15 14:22:19
47,Gerard Lawson,25,DB,1,0,195,5-10,Oregon St.,1/12/1985,2,0,,PHI,2010,2025-08-15 14:22:19
35,Trevard Lindley,24,DB,11,1,178,5-11,Kentucky,2/2/1986,Rook,1,Philadelphia Eagles / 4th / 105th pick /2010,PHI,2010,2025-08-15 14:22:19
18,Jeremy Maclin,22,WR,16,16,200,6-0,Missouri,5/11/1988,1,9,Philadelphia Eagles / 1st / 19th pick /2009,PHI,2010,2025-08-15 14:22:19
25,LeSean McCoy,22,RB,15,13,210,5-11,Pittsburgh,7/12/1988,1,13,Philadelphia Eagles / 2nd / 53rd pick /2009,PHI,2010,2025-08-15 14:22:19
73,Bobby McCray,29,DE,1,0,260,6-6,Florida,11/1/1981,6,0,Jacksonville Jaguars / 7th / 249th pick /2004,PHI,2010,2025-08-15 14:22:19
77,Mike McGlynn,25,C,16,14,309,6-5,Pittsburgh,3/8/1985,2,8,Philadelphia Eagles / 4th / 109th pick /2008,PHI,2010,2025-08-15 14:22:19
27,Quintin Mikell,30,SS,15,15,204,5-10,Boise St.,9/16/1980,7,11,,PHI,2010,2025-08-15 14:22:19
89,Garrett Mills,27,FB,7,3,235,6-1,Tulsa,10/12/1983,3,0,New England Patriots / 4th / 106th pick /2006,PHI,2010,2025-08-15 14:22:19
