No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
57,Lorenzo Alexander,36,RLB,16,7,245,6-1,California,5/31/1983,12,6,,"$2,000,000",BUF,2019,2025-08-15 13:42:43
41,Maurice Alexander,28,DB,7,0,220,6-2,Utah St.,2/16/1991,5,1,St. Louis Rams / 4th / 110th pick /2014,"$850,000",BUF,2019,2025-08-15 13:42:43
17,Josh Allen,23,QB,16,16,237,6-5,"Reedley,Wyoming",5/21/1996,1,11,Buffalo Bills / 1st / 7th pick /2018,"$570,000",BUF,2019,2025-08-15 13:42:43
5,Matt Barkley,29,QB,2,0,234,6-2,USC,9/8/1990,6,1,Philadelphia Eagles / 4th / 98th pick /2013,"$1,250,000",BUF,2019,2025-08-15 13:42:43
71,Ryan Bates,22,G,8,0,306,6-4,Penn St.,2/14/1997,Rook,1,,"$495,000",BUF,2019,2025-08-15 13:42:43
10,Cole Beasley,30,WR,15,10,174,5-8,SMU,4/26/1989,7,6,,"$2,200,000",BUF,2019,2025-08-15 13:42:43
65,Ike Boettger,25,T,2,0,313,6-6,Iowa,10/5/1994,1,0,,"$570,000",BUF,2019,2025-08-15 13:42:43
9,Corey Bojorquez,23,P,16,0,217,6-0,"Cerritos (CA),New Mexico",9/13/1996,1,1,,"$570,000",BUF,2019,2025-08-15 13:42:43
15,John Brown,29,WR,15,15,178,5-11,Pittsburg St.,4/3/1990,5,9,Arizona Cardinals / 3rd / 91st pick /2014,"$3,800,000",BUF,2019,2025-08-15 13:42:43
28,Kurt Coleman,31,DB,14,0,208,5-11,Ohio St.,7/1/1988,9,1,Philadelphia Eagles / 7th / 244th pick /2010,"$930,000",BUF,2019,2025-08-15 13:42:43
73,Dion Dawkins,25,LT,16,16,320,6-5,Temple,4/26/1994,2,7,Buffalo Bills / 2nd / 63rd pick /2017,"$845,294",BUF,2019,2025-08-15 13:42:43
42,Patrick DiMarco,30,FB,16,4,234,6-1,South Carolina,4/30/1989,7,0,,"$1,600,000",BUF,2019,2025-08-15 13:42:43
49,Tremaine Edmunds,21,MLB,16,16,251,6-4,Virginia Tech,5/2/1998,1,14,Buffalo Bills / 1st / 16th pick /2018,"$1,055,434",BUF,2019,2025-08-15 13:42:43
76,Jon Feliciano,27,RG,16,16,325,6-4,Miami (FL),2/10/1992,4,7,Oakland Raiders / 4th / 128th pick /2015,"$2,400,000",BUF,2019,2025-08-15 13:42:43
69,Reid Ferguson,25,LS,16,0,235,6-2,LSU,3/24/1994,2,1,,"$700,000",BUF,2019,2025-08-15 13:42:43
70,Cody Ford,23,RT,16,15,345,6-3,Oklahoma,12/28/1996,Rook,6,Buffalo Bills / 2nd / 38th pick /2019,"$495,000",BUF,2019,2025-08-15 13:42:43
16,Robert Foster,25,WR,13,2,196,6-2,Alabama,5/7/1994,1,1,,"$570,000",BUF,2019,2025-08-15 13:42:43
20,Frank Gore,36,RB,16,8,212,5-9,Miami (FL),5/14/1983,14,4,San Francisco 49ers / 3rd / 65th pick /2005,"$1,250,000",BUF,2019,2025-08-15 13:42:43
4,Stephen Hauschka,34,K,16,0,210,6-4,"Middlebury,North Carolina St.",6/29/1985,11,3,,"$2,000,000",BUF,2019,2025-08-15 13:42:43
55,Jerry Hughes,31,RDE,16,16,254,6-2,TCU,8/13/1988,9,10,Indianapolis Colts / 1st / 31st pick /2010,"$6,800,000",BUF,2019,2025-08-15 13:42:43
23,Micah Hyde,29,FS,16,16,197,6-0,Iowa,12/31/1990,6,8,Green Bay Packers / 5th / 159th pick /2013,"$3,950,000",BUF,2019,2025-08-15 13:42:43
92,Darryl Johnson,22,DE,16,0,250,6-6,North Carolina A&T,4/4/1997,Rook,2,Buffalo Bills / 7th / 225th pick /2019,"$495,000",BUF,2019,2025-08-15 13:42:43
46,Jaquan Johnson,24,DB,13,0,191,5-10,Miami (FL),11/13/1995,Rook,1,Buffalo Bills / 6th / 181st pick /2019,"$495,000",BUF,2019,2025-08-15 13:42:43
29,Kevin Johnson,27,DB,16,1,185,6-0,Wake Forest,8/5/1992,4,2,Houston Texans / 1st / 16th pick /2015,"$2,000,000",BUF,2019,2025-08-15 13:42:43
24,Taron Johnson,23,DB,12,7,192,5-11,Weber St.,7/27/1996,1,3,Buffalo Bills / 4th / 121st pick /2018,"$570,000",BUF,2019,2025-08-15 13:42:43
11,Zay Jones,24,WR,5,2,200,6-2,East Carolina,3/30/1995,2,1,Buffalo Bills / 2nd / 37th pick /2017,"$1,081,348",BUF,2019,2025-08-15 13:42:43
88,Dawson Knox,23,TE,15,11,254,6-4,Mississippi,11/14/1996,Rook,3,Buffalo Bills / 3rd / 96th pick /2019,"$495,000",BUF,2019,2025-08-15 13:42:43
81,Tyler Kroft,27,TE,11,3,252,6-6,Rutgers,10/15/1992,4,1,Cincinnati Bengals / 3rd / 85th pick /2015,"$1,800,000",BUF,2019,2025-08-15 13:42:43
90,Shaq Lawson,25,DE,15,0,265,6-3,Clemson,6/17/1994,3,3,Buffalo Bills / 1st / 19th pick /2016,"$1,851,679",BUF,2019,2025-08-15 13:42:43
