No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
97,Mario Addison,33,RDE,15,7,260,6-3,Troy,9/6/1987,9,4,,"$5,250,000",BUF,2020,2025-08-15 13:42:51
17,Josh Allen,24,QB,16,16,237,6-5,"Reedley,Wyoming",5/21/1996,2,18,Buffalo Bills / 1st / 7th pick /2018,"$750,000",BUF,2020,2025-08-15 13:42:51
5,Matt Barkley,30,QB,5,0,234,6-2,USC,9/8/1990,7,1,Philadelphia Eagles / 4th / 98th pick /2013,"$1,500,000",BUF,2020,2025-08-15 13:42:51
2,Tyler Bass,23,K,16,0,183,5-10,Georgia Southern,2/14/1997,Rook,3,Buffalo Bills / 6th / 188th pick /2020,"$610,000",BUF,2020,2025-08-15 13:42:51
71,Ryan Bates,23,G,16,0,306,6-4,Penn St.,2/14/1997,1,1,,"$675,000",BUF,2020,2025-08-15 13:42:51
11,Cole Beasley,31,WR,15,10,174,5-8,SMU,4/26/1989,8,9,,"$4,400,000",BUF,2020,2025-08-15 13:42:51
84,Nate Becker,24,TE,1,0,264,6-5,Miami (OH),3/24/1996,1,0,,,BUF,2020,2025-08-15 13:42:51
65,Ike Boettger,26,LG,12,7,313,6-6,Iowa,10/5/1994,2,4,,"$750,000",BUF,2020,2025-08-15 13:42:51
9,Corey Bojorquez,24,P,16,0,217,6-0,"Cerritos (CA),New Mexico",9/13/1996,2,3,,"$750,000",BUF,2020,2025-08-15 13:42:51
15,John Brown,30,WR,9,8,178,5-11,Pittsburg St.,4/3/1990,6,4,Arizona Cardinals / 3rd / 91st pick /2014,"$7,050,000",BUF,2020,2025-08-15 13:42:51
74,Brandin Bryant,27,DT,1,0,294,6-3,Florida Atlantic,9/16/1993,1,0,,,BUF,2020,2025-08-15 13:42:51
94,Vernon Butler,26,LDT,14,9,330,6-4,Louisiana Tech,6/14/1994,4,5,Carolina Panthers / 1st / 30th pick /2016,"$2,800,000",BUF,2020,2025-08-15 13:42:51
51,Bryan Cox Jr.,26,DE,1,0,270,6-3,Florida,6/25/1994,3,0,,,BUF,2020,2025-08-15 13:42:51
13,Gabriel Davis,21,WR,16,11,225,6-2,Central Florida,4/1/1999,Rook,6,Buffalo Bills / 4th / 128th pick /2020,"$610,000",BUF,2020,2025-08-15 13:42:51
73,Dion Dawkins,26,LT,16,16,320,6-5,Temple,4/26/1994,3,9,Buffalo Bills / 2nd / 63rd pick /2017,"$1,250,441",BUF,2020,2025-08-15 13:42:51
68,Jordan Devey,32,T,1,0,320,6-6,Memphis,1/11/1988,6,0,,,BUF,2020,2025-08-15 13:42:51
14,Stefon Diggs,27,WR,16,15,191,6-0,Maryland,11/29/1993,5,15,Minnesota Vikings / 5th / 146th pick /2015,"$14,200,000",BUF,2020,2025-08-15 13:42:51
53,Tyrel Dodson,22,LB,10,2,237,6-0,Texas A&M,6/25/1998,1,2,,"$474,116",BUF,2020,2025-08-15 13:42:51
