No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
17,Josh Allen,27,QB,17,17,237,6-5,"Reedley,Wyoming",5/21/1996,5,18,Buffalo Bills / 1st / 7th pick /2018,BUF,2023,2025-08-15 13:43:17
9,Kyle Allen,27,QB,7,0,210,6-3,"Texas A&M,Houston",3/8/1996,5,0,,BUF,2023,2025-08-15 13:43:17
2,Tyler Bass,26,K,17,0,183,5-10,Georgia Southern,2/14/1997,3,3,Buffalo Bills / 6th / 188th pick /2020,BUF,2023,2025-08-15 13:43:17
71,Ryan Bates,26,G,17,0,306,6-4,Penn St.,2/14/1997,4,1,,BUF,2023,2025-08-15 13:43:17
47,Christian Benford,23,CB,15,14,205,6-1,Villanova,9/21/2000,1,5,Buffalo Bills / 6th / 185th pick /2022,BUF,2023,2025-08-15 13:43:17
43,Terrel Bernard,24,LB,17,17,224,6-1,Baylor,5/7/1999,1,11,Buffalo Bills / 3rd / 89th pick /2022,BUF,2023,2025-08-15 13:43:17
79,Spencer Brown,25,T,17,17,311,6-6,Northern Iowa,2/28/1998,2,10,Buffalo Bills / 3rd / 93rd pick /2021,BUF,2023,2025-08-15 13:43:17
4,James Cook,24,RB,17,13,190,5-11,Georgia,9/25/1999,1,13,Buffalo Bills / 2nd / 63rd pick /2022,BUF,2023,2025-08-15 13:43:17
13,Gabriel Davis,24,WR,17,17,225,6-2,Central Florida,4/1/1999,3,7,Buffalo Bills / 4th / 128th pick /2020,BUF,2023,2025-08-15 13:43:17
73,Dion Dawkins,29,T,17,17,320,6-5,Temple,4/26/1994,6,13,Buffalo Bills / 2nd / 63rd pick /2017,BUF,2023,2025-08-15 13:43:17
14,Stefon Diggs,30,WR,17,17,191,6-0,Maryland,11/29/1993,8,12,Minnesota Vikings / 5th / 146th pick /2015,BUF,2023,2025-08-15 13:43:17
25,Tyrel Dodson,25,LB,17,10,237,6-0,Texas A&M,6/25/1998,3,6,,BUF,2023,2025-08-15 13:43:17
31,Rasul Douglas,28,CB,9,8,209,6-2,"Nassau CC,West Virginia",8/29/1995,6,4,Philadelphia Eagles / 3rd / 99th pick /2017,BUF,2023,2025-08-15 13:43:17
76,David Edwards,26,G,17,0,308,6-6,Wisconsin,3/20/1997,4,1,Los Angeles Rams / 5th / 169th pick /2019,BUF,2023,2025-08-15 13:43:17
