Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
GNB,1972,57,Ken Bowman,30,C,14,13,230,6-3,Wisconsin,12/15/1942,8,7,"New York Jets / 10th / 75th pick /1964, Green Bay Packers / 8th / 111th pick /1964"
GNB,1972,42,John Brockington,24,FB,14,14,225,6-1,Ohio St.,9/7/1948,1,14,Green Bay Packers / 1st / 9th pick /1971
GNB,1972,78,Robert Brown,33,RDT,14,14,260,6-5,Ark-Pine Bluff,2/23/1939,6,11,San Francisco 49ers / 13th / 169th pick /1964
GNB,1972,28,Willie Buchanon,22,LCB,14,14,190,6-0,San Diego St.,11/4/1950,Rook,8,Green Bay Packers / 1st / 7th pick /1972
GNB,1972,53,Fred Carr,26,RLB,14,14,238,6-5,Texas-El Paso,8/19/1946,4,11,Green Bay Packers / 1st / 5th pick /1968
GNB,1972,50,Jim Carter,24,MLB,14,14,235,6-3,Minnesota,10/18/1948,2,9,Green Bay Packers / 3rd / 68th pick /1970
GNB,1972,56,Tommy Crutcher,31,LB,12,0,229,6-3,TCU,8/10/1941,8,4,"Green Bay Packers / 3rd / 41st pick /1964, Kansas City Chiefs / 11th / 82nd pick /1964"
GNB,1972,84,Carroll Dale,34,WR,14,14,200,6-2,Virginia Tech,4/24/1938,12,6,Los Angeles Rams / 8th / 86th pick /1960
GNB,1972,47,Dave Davis,24,WR,10,0,175,6-0,Tennessee St.,7/5/1948,1,2,Green Bay Packers / 7th / 168th pick /1971
GNB,1972,48,Ken Ellis,25,RCB,14,14,190,5-10,Southern,9/27/1947,2,17,Green Bay Packers / 4th / 93rd pick /1970
GNB,1972,88,Len Garrett,25,TE,14,12,230,6-3,New Mex. Highlands,12/18/1947,1,1,Green Bay Packers / 15th / 374th pick /1971
GNB,1972,41,Paul Gibson,24,WR,1,0,195,6-2,Texas-El Paso,6/20/1948,Rook,0,Buffalo Bills / 8th / 183rd pick /1972
GNB,1972,68,Gale Gillingham,28,DT,2,2,255,6-3,Minnesota,2/3/1944,6,1,Green Bay Packers / 1st / 13th pick /1966
GNB,1972,46,Leland Glass,22,WR,14,14,185,6-0,Oregon,11/5/1950,Rook,5,Green Bay Packers / 8th / 190th pick /1972
GNB,1972,21,Charlie Hall,24,DB,14,0,193,6-1,Pittsburgh,3/31/1948,1,3,Green Bay Packers / 3rd / 62nd pick /1971
GNB,1972,77,Bill Hayhoe,26,LT,14,12,258,6-8,USC,9/6/1946,3,6,Green Bay Packers / 5th / 116th pick /1969
GNB,1972,51,Larry Hefner,23,LB,2,0,230,6-2,Clemson,8/2/1949,Rook,1,Green Bay Packers / 14th / 346th pick /1972
GNB,1972,39,Jim Hill,26,FS,14,14,190,6-2,Texas A&M-Kingsville,10/21/1946,3,7,San Diego Chargers / 1st / 18th pick /1968
GNB,1972,72,Dick Himes,26,RT,14,14,244,6-4,Ohio St.,5/25/1946,4,7,Green Bay Packers / 3rd / 81st pick /1968
GNB,1972,23,Bob Hudson,24,RB,12,0,210,5-11,NE State (OK),3/21/1948,Rook,1,Green Bay Packers / 6th / 147th pick /1972
GNB,1972,64,Kevin Hunt,24,T,3,1,260,6-5,Doane,11/29/1948,Rook,1,Green Bay Packers / 10th / 246th pick /1971
GNB,1972,16,Scott Hunter,25,QB,14,14,205,6-2,Alabama,11/11/1947,1,8,Green Bay Packers / 6th / 140th pick /1971
GNB,1972,40,Dave Kopay,30,RB,14,0,218,6-0,Washington,6/28/1942,8,1,
