No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
84,Jared Abbrederis,25,WR,10,0,195,6-1,Wisconsin,12/17/1990,Rook,1,Green Bay Packers / 5th / 176th pick /2014,GNB,2015,2025-08-15 14:00:38
17,Davante Adams,23,WR,13,12,215,6-1,Fresno St.,12/24/1992,1,4,Green Bay Packers / 2nd / 53rd pick /2014,GNB,2015,2025-08-15 14:00:38
86,Kennard Backman,22,TE,7,0,258,6-3,Ala-Birmingham,2/26/1993,Rook,0,Green Bay Packers / 6th / 213th pick /2015,GNB,2015,2025-08-15 14:00:38
69,David Bakhtiari,24,LT,14,14,310,6-4,Colorado,9/30/1991,2,7,Green Bay Packers / 4th / 109th pick /2013,GNB,2015,2025-08-15 14:00:38
32,Chris Banjo,25,DB,16,1,207,5-10,SMU,2/26/1990,2,1,,GNB,2015,2025-08-15 14:00:38
67,Don Barclay,26,RT,16,5,305,6-4,West Virginia,4/18/1989,3,3,,GNB,2015,2025-08-15 14:00:38
58,Sam Barrington,25,LB,1,1,246,6-1,South Florida,10/5/1990,2,0,Green Bay Packers / 7th / 232nd pick /2013,GNB,2015,2025-08-15 14:00:38
93,Josh Boyd,26,DE,2,0,310,6-3,Mississippi St.,8/3/1989,2,0,Green Bay Packers / 5th / 167th pick /2013,GNB,2015,2025-08-15 14:00:38
75,Bryan Bulaga,26,RT,12,12,314,6-5,Iowa,3/21/1989,5,6,Green Bay Packers / 1st / 23rd pick /2010,GNB,2015,2025-08-15 14:00:38
42,Morgan Burnett,26,SS,11,11,210,6-1,Georgia Tech,1/13/1989,5,4,Green Bay Packers / 3rd / 71st pick /2010,GNB,2015,2025-08-15 14:00:38
21,Ha Ha Clinton-Dix,23,FS,16,16,211,6-1,Alabama,12/21/1992,1,6,Green Bay Packers / 1st / 21st pick /2014,GNB,2015,2025-08-15 14:00:38
18,Randall Cobb,25,WR,16,15,192,5-10,Kentucky,8/22/1990,4,8,Green Bay Packers / 2nd / 64th pick /2011,GNB,2015,2025-08-15 14:00:38
38,John Crockett,23,RB,2,0,215,6-0,North Dakota St.,2/16/1992,Rook,0,,GNB,2015,2025-08-15 14:00:38
2,Mason Crosby,31,K,16,0,207,6-1,Colorado,9/3/1984,8,4,Green Bay Packers / 6th / 193rd pick /2007,GNB,2015,2025-08-15 14:00:38
76,Mike Daniels,26,RDE,16,16,310,6-0,Iowa,5/5/1989,3,9,Green Bay Packers / 4th / 132nd pick /2012,GNB,2015,2025-08-15 14:00:38
91,Jayrone Elliott,24,LB,14,0,240,6-3,Toledo,11/11/1991,1,2,,GNB,2015,2025-08-15 14:00:38
99,Bruce Gaston,24,DT,2,0,308,6-2,Purdue,11/29/1991,Rook,0,,GNB,2015,2025-08-15 14:00:38
61,Brett Goode,31,LB,14,0,255,6-1,Arkansas,11/2/1984,7,2,,GNB,2015,2025-08-15 14:00:38
39,Demetri Goodson,26,DB,14,0,197,5-11,Baylor,6/11/1989,1,1,Green Bay Packers / 6th / 197th pick /2014,GNB,2015,2025-08-15 14:00:38
98,Letroy Guion,28,DT,13,4,295,6-4,Florida St.,6/21/1987,7,3,Minnesota Vikings / 5th / 152nd pick /2008,GNB,2015,2025-08-15 14:00:38
36,Ladarius Gunter,23,DB,8,0,200,6-2,Miami (FL),5/13/1992,Rook,0,,GNB,2015,2025-08-15 14:00:38
