No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
67,Don Barclay,23,T,16,4,305,6-4,West Virginia,4/18/1989,1,4,,GNB,2012,2025-08-15 14:00:16
32,Cedric Benson,30,RB,5,5,227,5-11,Texas,12/28/1982,7,3,Chicago Bears / 1st / 4th pick /2005,GNB,2012,2025-08-15 14:00:16
11,Jarrett Boykin,23,WR,10,0,216,6-2,Virginia Tech,11/4/1989,Rook,0,,GNB,2012,2025-08-15 14:00:16
75,Bryan Bulaga,23,RT,9,9,314,6-5,Iowa,3/21/1989,2,5,Green Bay Packers / 1st / 23rd pick /2010,GNB,2012,2025-08-15 14:00:16
42,Morgan Burnett,23,SS/FS,16,16,210,6-1,Georgia Tech,1/13/1989,2,6,Green Bay Packers / 3rd / 71st pick /2010,GNB,2012,2025-08-15 14:00:16
24,Jarrett Bush,28,DB,16,1,200,6-0,Utah St.,5/21/1984,6,1,,GNB,2012,2025-08-15 14:00:16
18,Randall Cobb,22,WR,15,8,192,5-10,Kentucky,8/22/1990,1,11,Green Bay Packers / 2nd / 64th pick /2011,GNB,2012,2025-08-15 14:00:16
83,Tom Crabtree,27,TE,14,6,244,6-5,Miami (OH),11/4/1985,2,2,,GNB,2012,2025-08-15 14:00:16
2,Mason Crosby,28,K,16,0,207,6-1,Colorado,9/3/1984,5,0,Green Bay Packers / 6th / 193rd pick /2007,GNB,2012,2025-08-15 14:00:16
76,Mike Daniels,23,DE,14,0,310,6-0,Iowa,5/5/1989,Rook,2,Green Bay Packers / 4th / 132nd pick /2012,GNB,2012,2025-08-15 14:00:16
62,Evan Dietrich-Smith,26,C,16,6,308,6-2,Idaho St.,7/19/1986,3,4,,GNB,2012,2025-08-15 14:00:16
80,Donald Driver,37,WR,13,1,194,6-0,Alcorn St.,2/2/1975,13,1,Green Bay Packers / 7th / 213th pick /1999,GNB,2012,2025-08-15 14:00:16
88,Jermichael Finley,25,TE,16,14,240,6-4,Texas,3/26/1987,4,6,Green Bay Packers / 3rd / 91st pick /2008,GNB,2012,2025-08-15 14:00:16
49,Rob Francois,27,LB,16,0,253,6-2,Boston Col.,5/14/1985,2,1,,GNB,2012,2025-08-15 14:00:16
61,Brett Goode,28,LB,16,0,255,6-1,Arkansas,11/2/1984,4,2,,GNB,2012,2025-08-15 14:00:16
25,Ryan Grant,30,RB,4,1,222,6-1,Notre Dame,12/9/1982,5,1,,GNB,2012,2025-08-15 14:00:16
20,Alex Green,24,RB,12,4,220,6-0,Hawaii,6/23/1988,1,5,Green Bay Packers / 3rd / 96th pick /2011,GNB,2012,2025-08-15 14:00:16
6,Graham Harrell,27,QB,4,0,217,6-2,Texas Tech,5/22/1985,1,0,,GNB,2012,2025-08-15 14:00:16
26,DuJuan Harris,24,RB,4,2,197,5-7,Troy,9/3/1988,1,1,,GNB,2012,2025-08-15 14:00:16
50,A.J. Hawk,28,LILB,16,16,240,6-1,Ohio St.,1/6/1984,6,7,Green Bay Packers / 1st / 5th pick /2006,GNB,2012,2025-08-15 14:00:16
29,Casey Hayward,23,RCB,16,7,192,5-11,Vanderbilt,9/9/1989,Rook,4,Green Bay Packers / 2nd / 62nd pick /2012,GNB,2012,2025-08-15 14:00:16
31,Davon House,23,DB,9,5,195,6-0,New Mexico St.,7/10/1989,1,2,Green Bay Packers / 4th / 131st pick /2011,GNB,2012,2025-08-15 14:00:16
85,Greg Jennings,29,WR,8,5,198,6-0,Western Michigan,9/21/1983,6,3,Green Bay Packers / 2nd / 52nd pick /2006,GNB,2012,2025-08-15 14:00:16
43,M.D. Jennings,24,FS,16,10,187,6-0,Arkansas St.,7/25/1988,1,4,,GNB,2012,2025-08-15 14:00:16
59,Brad Jones,26,RILB,16,10,230,6-3,Colorado,4/1/1986,3,5,Green Bay Packers / 7th / 218th pick /2009,GNB,2012,2025-08-15 14:00:16
89,James Jones,28,WR,16,16,208,6-1,San Jose St.,3/31/1984,5,7,Green Bay Packers / 3rd / 78th pick /2007,GNB,2012,2025-08-15 14:00:16
30,John Kuhn,30,FB,14,3,250,6-0,Shippensburg,9/9/1982,6,2,,GNB,2012,2025-08-15 14:00:16
70,T.J. Lang,25,LG,15,15,315,6-4,Eastern Michigan,9/20/1987,3,9,Green Bay Packers / 4th / 109th pick /2009,GNB,2012,2025-08-15 14:00:16
57,Jamari Lattimore,24,LB,14,0,232,6-2,Middle Tenn. St.,10/6/1988,1,1,,GNB,2012,2025-08-15 14:00:16
56,Terrell Manning,22,LB,5,0,237,6-2,North Carolina St.,4/16/1990,Rook,0,Green Bay Packers / 5th / 163rd pick /2012,GNB,2012,2025-08-15 14:00:16
8,Tim Masthay,25,P,16,0,198,6-2,Kentucky,3/16/1987,2,1,,GNB,2012,2025-08-15 14:00:16
52,Clay Matthews,26,ROLB,12,12,255,6-3,USC,5/14/1986,3,10,Green Bay Packers / 1st / 26th pick /2009,GNB,2012,2025-08-15 14:00:16
22,Jerron McMillian,23,DB,16,0,203,5-11,Maine,4/2/1989,Rook,1,Green Bay Packers / 4th / 133rd pick /2012,GNB,2012,2025-08-15 14:00:16
