Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
GNB,1978,60,John Anderson,22,RLB,13,13,226,6-3,Michigan,2/14/1956,Rook,7,Green Bay Packers / 1st / 26th pick /1978
GNB,1978,70,Bob Barber,27,DE,16,0,240,6-3,Grambling St.,12/26/1951,2,4,Pittsburgh Steelers / 2nd / 51st pick /1975
GNB,1978,75,Carl Barzilauskas,27,RDT,16,16,271,6-6,Indiana,3/19/1951,4,7,New York Jets / 1st / 6th pick /1974
GNB,1978,11,David Beverly,28,P,16,0,180,6-2,Auburn,8/19/1950,4,1,
GNB,1978,85,Elmo Boyd,24,WR,2,0,188,6-0,Eastern Kentucky,6/15/1954,Rook,0,San Francisco 49ers / 3rd / 65th pick /1977
GNB,1978,28,Willie Buchanon,28,LCB,16,16,190,6-0,San Diego St.,11/4/1950,6,15,Green Bay Packers / 1st / 7th pick /1972
GNB,1978,77,Mike Butler,24,LDE,16,16,265,6-5,Kansas,4/4/1954,1,7,Green Bay Packers / 1st / 9th pick /1977
GNB,1978,50,Jim Carter,30,LB,14,1,235,6-3,Minnesota,10/18/1948,8,2,Green Bay Packers / 3rd / 68th pick /1970
GNB,1978,53,Frank Chesley,23,LB,1,0,219,6-3,Wyoming,7/14/1955,Rook,0,New Orleans Saints / 6th / 157th pick /1978
GNB,1978,82,Paul Coffman,22,TE,16,0,222,6-3,Kansas St.,3/29/1956,Rook,0,
GNB,1978,31,Jim Culbreath,26,RB,12,0,209,6-0,Oklahoma,10/21/1952,1,1,Green Bay Packers / 10th / 260th pick /1977
GNB,1978,19,Bobby Douglass,31,QB,12,0,225,6-4,Kansas,6/22/1947,9,0,Chicago Bears / 2nd / 41st pick /1969
GNB,1978,65,Mike Douglass,23,LB,16,3,220,6-0,"Arizona St.,San Diego St.",3/15/1955,Rook,3,Green Bay Packers / 5th / 116th pick /1978
GNB,1978,57,Derrel Gofourth,23,LG,16,16,260,6-3,Oklahoma St.,3/20/1955,1,5,Green Bay Packers / 7th / 172nd pick /1977
GNB,1978,24,Johnnie Gray,25,FS,16,16,185,5-11,Cal State-Fullerton,12/18/1953,3,6,
GNB,1978,51,Jim Gueno,24,LB,15,0,220,6-2,Tulane,1/15/1954,2,3,Green Bay Packers / 9th / 245th pick /1976
GNB,1978,69,Leotis Harris,23,G,13,0,267,6-1,Arkansas,6/28/1955,Rook,2,Green Bay Packers / 6th / 144th pick /1978
GNB,1978,38,Estus Hood,23,DB,16,0,183,5-11,Illinois St.,11/14/1955,Rook,4,Green Bay Packers / 3rd / 62nd pick /1978
GNB,1978,55,Mike Hunt,22,MLB,16,15,240,6-2,Minnesota,10/6/1956,Rook,6,Green Bay Packers / 2nd / 34th pick /1978
GNB,1978,71,Melvin Jackson,24,RG,16,16,267,6-1,USC,5/5/1954,2,5,Green Bay Packers / 12th / 328th pick /1976
GNB,1978,58,Danny Johnson,23,LB,3,0,215,6-1,Tennessee St.,5/7/1955,Rook,1,Kansas City Chiefs / 4th / 85th pick /1978
GNB,1978,78,Ezra Johnson,23,RDE,16,16,250,6-4,Morris Brown,10/2/1955,1,9,Green Bay Packers / 1st / 28th pick /1977
GNB,1978,63,Terry Jones,22,DT,16,0,259,6-2,Alabama,11/8/1956,Rook,3,Green Bay Packers / 11th / 284th pick /1978
GNB,1978,68,Greg Koch,23,RT,16,16,270,6-4,Arkansas,6/14/1955,1,5,Green Bay Packers / 2nd / 39th pick /1977
GNB,1978,42,Walter Landers,25,RB,4,0,214,6-0,Clark (GA),7/4/1953,Rook,0,
GNB,1978,80,James Lofton,22,WR,16,16,192,6-3,Stanford,7/5/1956,Rook,8,Green Bay Packers / 1st / 6th pick /1978
GNB,1978,46,Steve Luke,25,SS,16,16,205,6-2,Ohio St.,9/4/1953,3,6,Green Bay Packers / 4th / 88th pick /1975
GNB,1978,13,Chester Marcol,29,K,16,0,190,6-0,Hillsdale,10/24/1949,6,3,Green Bay Packers / 2nd / 34th pick /1972
GNB,1978,54,Larry McCarren,27,C,16,16,246,6-3,Illinois,11/9/1951,5,5,Green Bay Packers / 12th / 308th pick /1973
GNB,1978,29,Mike McCoy,25,RCB,16,16,183,5-11,Colorado,8/16/1953,2,6,Green Bay Packers / 3rd / 72nd pick /1976
GNB,1978,81,Rich McGeorge,30,TE,16,16,235,6-4,Elon,9/14/1948,8,2,Green Bay Packers / 1st / 16th pick /1970
GNB,1978,34,Terdell Middleton,23,RB,16,16,198,6-0,Memphis,4/8/1955,1,11,St. Louis Cardinals / 3rd / 80th pick /1977
GNB,1978,56,Rick Nuzum,26,C,16,0,238,6-4,Kentucky,6/30/1952,1,2,Los Angeles Rams / 5th / 126th pick /1975
GNB,1978,84,Steve Odom,26,WR,12,0,173,5-8,Utah,9/5/1952,4,2,Green Bay Packers / 5th / 116th pick /1974
GNB,1978,74,Dave Roller,29,LDT,16,16,270,6-2,Kentucky,10/28/1949,7,7,New York Giants / 13th / 330th pick /1971
GNB,1978,66,Paul Rudzinski,22,LB,16,0,220,6-1,Michigan St.,7/28/1956,Rook,3,
GNB,1978,36,Howard Sampson,22,DB,15,0,185,5-10,Arkansas,7/7/1956,Rook,3,
GNB,1978,48,Nate Simpson,24,RB,16,0,189,5-11,Tennessee St.,11/30/1954,1,0,Green Bay Packers / 5th / 122nd pick /1977
GNB,1978,73,Gerald Skinner,24,T,15,0,260,6-4,Arkansas,9/12/1954,Rook,2,New England Patriots / 4th / 109th pick /1977
GNB,1978,33,Barty Smith,26,FB,16,16,240,6-3,Richmond,4/23/1952,4,6,Green Bay Packers / 1st / 12th pick /1974
GNB,1978,16,Dennis Sproul,22,QB,6,0,210,6-2,Arizona St.,7/17/1956,Rook,0,Green Bay Packers / 8th / 200th pick /1978
GNB,1978,76,Tim Stokes,28,LT,16,16,252,6-5,Oregon,3/16/1950,4,5,Los Angeles Rams / 3rd / 60th pick /1973
GNB,1978,89,Willie Taylor,23,WR,1,0,179,6-1,Pittsburgh,12/9/1955,Rook,0,Tampa Bay Buccaneers / 9th / 223rd pick /1978
GNB,1978,43,Aundra Thompson,25,WR,16,16,186,6-1,Texas A&M-Commerce,1/2/1953,1,5,Green Bay Packers / 5th / 132nd pick /1976
GNB,1978,26,Eric Torkelson,26,RB,14,0,194,6-2,Connecticut,3/3/1952,4,0,Green Bay Packers / 11th / 272nd pick /1974
GNB,1978,20,Walter Tullis,25,WR,16,0,170,6-0,Delaware St.,4/12/1953,Rook,0,Washington Redskins / 12th / 342nd pick /1976
GNB,1978,21,Steve Wagner,24,DB,16,0,208,6-2,Wisconsin,4/18/1954,2,3,Minnesota Vikings / 5th / 133rd pick /1976
GNB,1978,52,Gary Weaver,29,LLB,16,16,224,6-1,Fresno St.,3/13/1949,5,6,Oakland Raiders / 7th / 179th pick /1973
GNB,1978,17,David Whitehurst,23,QB,16,16,204,6-2,Furman,4/27/1955,1,8,Green Bay Packers / 8th / 206th pick /1977
