No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
17,Davante Adams,28,WR,14,14,215,6-1,Fresno St.,12/24/1992,6,16,Green Bay Packers / 2nd / 53rd pick /2014,"$12,000,000",GNB,2020,2025-08-15 14:01:23
90,Montravius Adams,25,DT,8,0,304,6-4,Auburn,7/24/1995,3,1,Green Bay Packers / 3rd / 93rd pick /2017,"$825,000",GNB,2020,2025-08-15 14:01:23
23,Jaire Alexander,23,LCB,15,15,196,5-10,Louisville,2/9/1997,2,11,Green Bay Packers / 1st / 18th pick /2018,"$1,575,522",GNB,2020,2025-08-15 14:01:23
31,Adrian Amos,27,SS,16,16,214,6-0,Penn St.,4/29/1993,5,6,Chicago Bears / 5th / 142nd pick /2015,"$1,750,000",GNB,2020,2025-08-15 14:01:23
16,Tavon Austin,30,WR,4,0,179,5-8,West Virginia,3/15/1990,7,0,St. Louis Rams / 1st / 8th pick /2013,,GNB,2020,2025-08-15 14:01:23
69,David Bakhtiari,29,LT,12,12,310,6-4,Colorado,9/30/1991,7,14,Green Bay Packers / 4th / 109th pick /2013,"$10,500,000",GNB,2020,2025-08-15 14:01:23
51,Krys Barnes,22,RILB/LILB,13,10,229,6-2,UCLA,4/2/1998,Rook,5,,"$610,000",GNB,2020,2025-08-15 14:01:23
84,Reggie Begelton,27,WR,1,0,200,6-0,Lamar,8/31/1993,1,0,,,GNB,2020,2025-08-15 14:01:23
41,Henry Black,23,S,8,0,204,6-0,Baylor,1/3/1997,Rook,1,,,GNB,2020,2025-08-15 14:01:23
8,Tim Boyle,26,QB,8,0,233,6-4,"Connecticut,Eastern Kentucky",10/3/1994,1,0,,"$750,000",GNB,2020,2025-08-15 14:01:23
64,Ben Braden,26,G,4,0,329,6-6,Michigan,3/9/1994,2,0,,,GNB,2020,2025-08-15 14:01:23
43,Hunter Bradley,26,LS,16,0,241,6-3,Mississippi St.,5/21/1994,2,1,Green Bay Packers / 7th / 239th pick /2018,"$750,000",GNB,2020,2025-08-15 14:01:23
57,James Burgess,26,LB,4,0,230,6-0,Louisville,3/9/1994,3,0,,"$533,824",GNB,2020,2025-08-15 14:01:23
42,Oren Burks,25,LB,16,0,233,6-3,Vanderbilt,3/21/1995,2,1,Green Bay Packers / 3rd / 88th pick /2018,"$750,000",GNB,2020,2025-08-15 14:01:23
97,Kenny Clark,25,NT,13,13,314,6-3,UCLA,10/4/1995,4,6,Green Bay Packers / 1st / 27th pick /2016,"$1,690,000",GNB,2020,2025-08-15 14:01:23
2,Mason Crosby,36,K,16,0,207,6-1,Colorado,9/3/1984,13,5,Green Bay Packers / 6th / 193rd pick /2007,"$1,400,000",GNB,2020,2025-08-15 14:01:23
49,Dominique Dafney,23,TE,5,2,235,6-3,"Iowa,Indiana St.",6/3/1997,Rook,0,,,GNB,2020,2025-08-15 14:01:23
81,Josiah Deguara,23,TE,2,1,240,6-2,Cincinnati,2/14/1997,Rook,0,Green Bay Packers / 3rd / 94th pick /2020,"$449,410",GNB,2020,2025-08-15 14:01:23
28,AJ Dillon,22,RB,11,0,247,6-0,Boston Col.,5/2/1998,Rook,2,Green Bay Packers / 2nd / 62nd pick /2020,"$610,000",GNB,2020,2025-08-15 14:01:23
32,Tyler Ervin,27,RB,8,0,185,5-10,San Jose St.,10/7/1993,4,2,Houston Texans / 4th / 119th pick /2016,"$910,000",GNB,2020,2025-08-15 14:01:23
50,Tipa Galeai,23,LB,1,0,235,6-5,"TCU,Utah St.",2/26/1997,Rook,0,,,GNB,2020,2025-08-15 14:01:23
53,Jonathan Garvin,21,DE,8,0,257,6-4,Miami (FL),7/28/1999,Rook,1,Green Bay Packers / 7th / 242nd pick /2020,"$610,000",GNB,2020,2025-08-15 14:01:23
52,Rashan Gary,23,DE,15,4,277,6-5,Michigan,12/3/1997,1,3,Green Bay Packers / 1st / 12th pick /2019,"$1,216,696",GNB,2020,2025-08-15 14:01:23
24,Raven Greene,25,DB,10,0,197,5-11,James Madison,2/2/1995,2,1,,"$675,000",GNB,2020,2025-08-15 14:01:23
59,De'Jon Harris,23,LB,2,0,245,6-0,Arkansas,11/1/1997,Rook,0,,,GNB,2020,2025-08-15 14:01:23
98,Damon Harrison,32,DT,1,0,350,6-3,"Northwest Mississippi CC,William Penn",11/29/1988,8,0,,,GNB,2020,2025-08-15 14:01:23
29,Ka'dar Hollman,26,DB,14,1,196,6-0,Toledo,9/18/1994,1,1,Green Bay Packers / 6th / 185th pick /2019,"$675,000",GNB,2020,2025-08-15 14:01:23
37,Josh Jackson,24,RCB,12,5,196,6-0,Iowa,4/3/1996,2,2,Green Bay Packers / 2nd / 45th pick /2018,"$1,048,736",GNB,2020,2025-08-15 14:01:23
74,Elgton Jenkins,25,LG,16,16,311,6-5,Mississippi St.,12/26/1995,1,11,Green Bay Packers / 2nd / 44th pick /2019,"$802,597",GNB,2020,2025-08-15 14:01:23
33,Aaron Jones,26,RB,14,14,208,5-10,Texas-El Paso,12/2/1994,3,14,Green Bay Packers / 5th / 182nd pick /2017,"$2,133,000",GNB,2020,2025-08-15 14:01:23
96,Kingsley Keke,24,RDE,15,9,288,6-3,Texas A&M,9/26/1996,1,5,Green Bay Packers / 5th / 150th pick /2019,"$675,000",GNB,2020,2025-08-15 14:01:23
20,Kevin King,25,RCB,11,11,200,6-3,Washington,5/5/1995,3,4,Green Bay Packers / 2nd / 33rd pick /2017,"$1,430,575",GNB,2020,2025-08-15 14:01:23
58,Christian Kirksey,28,LILB,11,11,235,6-2,Iowa,8/31/1992,6,6,Cleveland Browns / 3rd / 71st pick /2014,"$1,750,000",GNB,2020,2025-08-15 14:01:23
95,Tyler Lancaster,26,DT,15,3,313,6-3,Northwestern,11/4/1994,2,2,,"$750,000",GNB,2020,2025-08-15 14:01:23
13,Allen Lazard,25,WR,10,9,227,6-5,Iowa St.,12/11/1995,2,5,,"$469,118",GNB,2020,2025-08-15 14:01:23
89,Marcedes Lewis,36,TE,15,15,267,6-6,UCLA,5/19/1984,14,1,Jacksonville Jaguars / 1st / 28th pick /2006,"$1,100,000",GNB,2020,2025-08-15 14:01:23
63,Corey Linsley,29,C,13,13,301,6-3,Ohio St.,7/27/1991,6,13,Green Bay Packers / 5th / 161st pick /2014,"$7,650,000",GNB,2020,2025-08-15 14:01:23
45,John Lovett,24,TE,8,0,225,6-3,Princeton,4/25/1996,Rook,0,,"$538,235",GNB,2020,2025-08-15 14:01:23
94,Dean Lowry,26,LDE,16,16,296,6-6,Northwestern,6/9/1994,4,7,Green Bay Packers / 4th / 137th pick /2016,"$1,000,000",GNB,2020,2025-08-15 14:01:23
54,Kamal Martin,22,RILB,10,6,240,6-3,Minnesota,6/17/1998,Rook,3,Green Bay Packers / 5th / 175th pick /2020,"$523,527",GNB,2020,2025-08-15 14:01:23
,Parry Nickerson,26,CB,1,0,182,5-10,Tulane,10/11/1994,2,0,New York Jets / 6th / 179th pick /2018,"$555,884",GNB,2020,2025-08-15 14:01:23
73,Yosh Nijman,24,T,16,0,314,6-7,Virginia Tech,1/2/1996,1,1,,"$675,000",GNB,2020,2025-08-15 14:01:23
62,Lucas Patrick,27,RG,16,15,313,6-3,Duke,7/30/1993,3,8,,"$875,000",GNB,2020,2025-08-15 14:01:23
78,Brian Price,26,DT,2,0,322,6-3,"City College of San Francisco,Texas-San Antonio",6/24/1994,4,0,,,GNB,2020,2025-08-15 14:01:23
56,Randy Ramsey,25,DE,12,0,236,6-3,Arkansas,9/7/1995,1,1,,"$610,000",GNB,2020,2025-08-15 14:01:23
25,Will Redmond,27,DB,13,1,186,5-11,Mississippi St.,12/28/1993,2,1,San Francisco 49ers / 3rd / 68th pick /2016,"$750,000",GNB,2020,2025-08-15 14:01:23
12,Aaron Rodgers,37,QB,16,16,223,6-2,"Butte JC (CA),California",12/2/1983,15,18,Green Bay Packers / 1st / 24th pick /2005,"$1,550,000",GNB,2020,2025-08-15 14:01:23
76,Jon Runyan Jr.,23,G,16,0,307,6-4,Michigan,8/8/1997,Rook,1,Green Bay Packers / 6th / 192nd pick /2020,"$610,000",GNB,2020,2025-08-15 14:01:23
79,Anthony Rush,24,DT,1,0,361,6-4,Ala-Birmingham,9/1/1996,1,0,,,GNB,2020,2025-08-15 14:01:23
34,KeiVarae Russell,27,DB,1,0,196,5-11,Notre Dame,10/19/1993,4,0,Kansas City Chiefs / 3rd / 74th pick /2016,,GNB,2020,2025-08-15 14:01:23
46,Stanford Samuels,21,CB,2,0,185,6-2,Florida St.,2/23/1999,Rook,0,,,GNB,2020,2025-08-15 14:01:23
26,Darnell Savage Jr.,23,FS,15,15,198,5-11,Maryland,7/30/1997,1,6,Green Bay Packers / 1st / 21st pick /2019,"$1,063,986",GNB,2020,2025-08-15 14:01:23
6,JK Scott,25,P,16,0,208,6-5,Alabama,10/30/1995,2,2,Green Bay Packers / 5th / 172nd pick /2018,"$750,000",GNB,2020,2025-08-15 14:01:23
36,Vernon Scott,23,S,15,0,202,6-2,TCU,9/11/1997,Rook,1,Green Bay Packers / 7th / 236th pick /2020,"$610,000",GNB,2020,2025-08-15 14:01:23
82,Darrius Shepherd,25,WR,8,0,186,5-11,North Dakota St.,11/1/1995,1,1,,"$595,590",GNB,2020,2025-08-15 14:01:23
91,Preston Smith,28,LOLB,16,13,265,6-5,Mississippi St.,11/17/1992,5,7,Washington Redskins / 2nd / 38th pick /2015,"$4,350,000",GNB,2020,2025-08-15 14:01:23
55,Za'Darius Smith,28,ROLB,16,16,270,6-4,"East Mississippi CC,Kentucky",9/8/1992,5,14,Baltimore Ravens / 4th / 122nd pick /2015,"$2,000,000",GNB,2020,2025-08-15 14:01:23
