No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
26,Phillip Adams,23,DB,6,0,193,6-0,South Carolina St.,7/20/1988,1,1,San Francisco 49ers / 7th / 224th pick /2010,NWE,2011,2025-08-15 14:14:23
48,Danny Aiken,23,LS,16,0,250,6-4,Virginia,8/28/1988,Rook,1,,NWE,2011,2025-08-15 14:14:23
95,Mark Anderson,28,DE,16,1,255,6-4,Alabama,5/26/1983,5,3,Chicago Bears / 5th / 159th pick /2006,NWE,2011,2025-08-15 14:14:23
24,Kyle Arrington,25,RCB,16,14,196,5-10,Hofstra,8/12/1986,2,6,,NWE,2011,2025-08-15 14:14:23
30,Josh Barrett,27,DB,5,4,226,6-2,Arizona St.,11/22/1984,3,1,Denver Broncos / 7th / 220th pick /2008,NWE,2011,2025-08-15 14:14:23
23,Leigh Bodden,30,DB,5,1,193,6-1,Duquesne,9/24/1981,8,1,,NWE,2011,2025-08-15 14:14:23
97,Ron Brace,25,DT,7,0,329,6-3,Boston Col.,12/18/1986,2,0,New England Patriots / 2nd / 40th pick /2009,NWE,2011,2025-08-15 14:14:23
12,Tom Brady,34,QB,16,16,225,6-4,Michigan,8/3/1977,11,21,New England Patriots / 6th / 199th pick /2000,NWE,2011,2025-08-15 14:14:23
84,Deion Branch,32,WR,15,15,195,5-9,Louisville,7/18/1979,9,7,New England Patriots / 2nd / 65th pick /2002,NWE,2011,2025-08-15 14:14:23
31,Sergio Brown,23,DB,15,3,210,6-2,Notre Dame,5/22/1988,1,2,,NWE,2011,2025-08-15 14:14:23
61,Marcus Cannon,23,T,7,0,335,6-6,TCU,5/6/1988,Rook,1,New England Patriots / 5th / 138th pick /2011,NWE,2011,2025-08-15 14:14:23
93,Andre Carter,32,RDE,14,14,260,6-4,California,5/12/1979,10,9,San Francisco 49ers / 1st / 7th pick /2001,NWE,2011,2025-08-15 14:14:23
25,Patrick Chung,24,FS,8,8,215,5-11,Oregon,8/19/1987,2,3,New England Patriots / 2nd / 34th pick /2009,NWE,2011,2025-08-15 14:14:23
