No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
7,Jake Bailey,22,P,16,0,212,6-2,Stanford,6/18/1997,Rook,2,New England Patriots / 5th / 163rd pick /2019,"$495,000",NWE,2019,2025-08-15 14:15:30
77,Michael Bennett,34,DE,6,1,275,6-4,Texas A&M,11/13/1985,10,2,,"$3,000,000",NWE,2019,2025-08-15 14:15:30
51,Ja'Whaun Bentley,23,LB,16,2,250,6-2,Purdue,8/24/1996,1,4,New England Patriots / 5th / 143rd pick /2018,"$570,000",NWE,2019,2025-08-15 14:15:30
29,Justin Bethel,29,DB,9,0,200,6-0,Presbyterian,6/17/1990,7,1,Arizona Cardinals / 6th / 177th pick /2012,,NWE,2019,2025-08-15 14:15:30
38,Brandon Bolden,29,RB,15,2,220,5-11,Mississippi,1/26/1990,7,1,,"$1,000,000",NWE,2019,2025-08-15 14:15:30
12,Tom Brady,42,QB,16,16,225,6-4,Michigan,8/3/1977,19,12,New England Patriots / 6th / 199th pick /2000,"$14,000,000",NWE,2019,2025-08-15 14:15:30
25,Terrence Brooks,27,DB,15,0,205,5-11,Florida St.,3/2/1992,5,1,Baltimore Ravens / 3rd / 79th pick /2014,"$805,000",NWE,2019,2025-08-15 14:15:30
17,Antonio Brown,31,WR,1,0,185,5-10,Central Michigan,7/10/1988,9,1,Pittsburgh Steelers / 6th / 195th pick /2010,,NWE,2019,2025-08-15 14:15:30
34,Rex Burkhead,29,RB,13,1,215,5-10,Nebraska,7/2/1990,6,4,Cincinnati Bengals / 6th / 190th pick /2013,"$1,750,000",NWE,2019,2025-08-15 14:15:30
70,Adam Butler,25,DT,16,2,301,6-4,Vanderbilt,4/12/1994,2,5,,"$645,000",NWE,2019,2025-08-15 14:15:30
90,Shilique Calhoun,27,DE,15,1,260,6-4,Michigan St.,3/20/1992,3,2,Oakland Raiders / 3rd / 75th pick /2016,"$720,000",NWE,2019,2025-08-15 14:15:30
61,Marcus Cannon,31,RT,15,15,335,6-6,TCU,5/6/1988,8,7,New England Patriots / 5th / 138th pick /2011,"$5,500,000",NWE,2019,2025-08-15 14:15:30
49,Joe Cardona,27,LS,16,0,241,6-2,Navy,4/16/1992,4,1,New England Patriots / 5th / 166th pick /2015,"$805,000",NWE,2019,2025-08-15 14:15:30
23,Patrick Chung,32,SS,13,12,215,5-11,Oregon,8/19/1987,10,6,New England Patriots / 2nd / 34th pick /2009,"$1,900,000",NWE,2019,2025-08-15 14:15:30
58,Jamie Collins,30,LLB,16,15,255,6-3,Southern Miss,10/20/1989,6,15,New England Patriots / 2nd / 52nd pick /2013,"$900,000",NWE,2019,2025-08-15 14:15:30
99,Byron Cowart,23,DT,5,0,300,6-3,Maryland,5/20/1996,Rook,1,New England Patriots / 5th / 159th pick /2019,"$495,000",NWE,2019,2025-08-15 14:15:30
74,Korey Cunningham,24,DT,1,0,305,6-6,Cincinnati,5/17/1995,1,0,Arizona Cardinals / 7th / 254th pick /2018,,NWE,2019,2025-08-15 14:15:30
46,James Develin,31,RB,2,2,255,6-3,Brown,7/23/1988,7,0,,"$1,000,000",NWE,2019,2025-08-15 14:15:30
13,Phillip Dorsett,26,WR,14,4,185,5-10,Miami (FL),1/5/1993,4,3,Indianapolis Colts / 1st / 29th pick /2015,"$1,500,000",NWE,2019,2025-08-15 14:15:30
43,Nate Ebner,31,DB,14,0,215,6-0,Ohio St.,12/14/1988,7,1,New England Patriots / 6th / 197th pick /2012,"$2,000,000",NWE,2019,2025-08-15 14:15:30
11,Julian Edelman,33,WR,16,13,198,5-10,"San Mateo,Kent St.",5/22/1986,10,10,New England Patriots / 7th / 232nd pick /2009,"$1,000,000",NWE,2019,2025-08-15 14:15:30
65,Jermaine Eluemunor,25,G,10,0,338,6-4,"Lackawanna,Texas A&M",12/13/1994,2,1,Baltimore Ravens / 5th / 159th pick /2017,,NWE,2019,2025-08-15 14:15:30
66,James Ferentz,30,C,15,2,290,6-2,Iowa,6/5/1989,4,2,,"$720,000",NWE,2019,2025-08-15 14:15:30
2,Nick Folk,35,K,7,0,222,6-1,Arizona,11/5/1984,12,1,Dallas Cowboys / 6th / 178th pick /2007,,NWE,2019,2025-08-15 14:15:30
2,Kai Forbath,32,K,1,0,197,5-11,UCLA,9/2/1987,7,0,,,NWE,2019,2025-08-15 14:15:30
24,Stephon Gilmore,29,RCB,16,16,190,6-0,South Carolina,9/19/1990,7,22,Buffalo Bills / 1st / 10th pick /2012,"$1,000,000",NWE,2019,2025-08-15 14:15:30
10,Josh Gordon,28,WR,6,6,225,6-3,"Utah,Baylor",4/13/1991,7,2,Cleveland Browns / 2nd / 1st pick /2012Supp,"$2,025,000",NWE,2019,2025-08-15 14:15:30
3,Stephen Gostkowski,35,K,4,0,215,6-1,Memphis,1/28/1984,13,0,New England Patriots / 4th / 118th pick /2006,"$1,100,000",NWE,2019,2025-08-15 14:15:30
93,Lawrence Guy,29,LDE,16,16,315,6-4,Arizona St.,3/17/1990,7,14,Green Bay Packers / 7th / 233rd pick /2011,"$2,400,000",NWE,2019,2025-08-15 14:15:30
21,Duron Harmon,28,DB,16,8,205,6-0,Rutgers,1/24/1991,6,5,New England Patriots / 3rd / 91st pick /2013,"$2,500,000",NWE,2019,2025-08-15 14:15:30
37,Damien Harris,22,RB,2,0,213,5-11,Alabama,2/11/1997,Rook,0,New England Patriots / 3rd / 87th pick /2019,"$495,000",NWE,2019,2025-08-15 14:15:30
15,N'Keal Harry,22,WR,7,5,225,6-4,Arizona St.,12/17/1997,Rook,1,New England Patriots / 1st / 32nd pick /2019,"$495,000",NWE,2019,2025-08-15 14:15:30
54,Dont'a Hightower,29,MLB,15,15,260,6-3,Alabama,3/12/1990,7,17,New England Patriots / 1st / 25th pick /2012,"$7,000,000",NWE,2019,2025-08-15 14:15:30
85,Ryan Izzo,24,TE,6,4,255,6-5,Florida St.,12/21/1995,Rook,1,New England Patriots / 7th / 250th pick /2018,"$495,000",NWE,2019,2025-08-15 14:15:30
27,J.C. Jackson,24,DB,16,6,198,6-1,"Florida,Riverside CC,Maryland",11/17/1995,1,5,,"$570,000",NWE,2019,2025-08-15 14:15:30
47,Jakob Johnson,25,FB,4,3,255,6-3,Tennessee,12/15/1994,1,0,,,NWE,2019,2025-08-15 14:15:30
31,Jonathan Jones,26,DB,15,9,190,5-10,Auburn,9/20/1993,3,5,,"$3,095,000",NWE,2019,2025-08-15 14:15:30
75,Ted Karras,26,C,15,15,310,6-4,Illinois,3/15/1993,3,7,New England Patriots / 6th / 221st pick /2016,"$720,000",NWE,2019,2025-08-15 14:15:30
83,Matt LaCosse,27,TE,11,8,255,6-6,Illinois,9/21/1992,4,1,,"$700,000",NWE,2019,2025-08-15 14:15:30
69,Shaq Mason,26,RG,15,15,310,6-1,Georgia Tech,8/28/1993,4,7,New England Patriots / 4th / 131st pick /2015,"$4,000,000",NWE,2019,2025-08-15 14:15:30
32,Devin McCourty,32,FS,16,16,195,5-10,Rutgers,8/13/1987,9,9,New England Patriots / 1st / 27th pick /2010,"$9,000,000",NWE,2019,2025-08-15 14:15:30
30,Jason McCourty,32,LCB,12,10,195,5-11,Rutgers,8/13/1987,10,5,Tennessee Titans / 6th / 203rd pick /2009,"$2,000,000",NWE,2019,2025-08-15 14:15:30
16,Jakobi Meyers,23,WR,15,1,193,6-2,North Carolina St.,11/9/1996,Rook,3,,"$495,000",NWE,2019,2025-08-15 14:15:30
26,Sony Michel,24,RB,16,14,215,5-11,Georgia,2/17/1995,1,5,New England Patriots / 1st / 31st pick /2018,"$917,577",NWE,2019,2025-08-15 14:15:30
72,Marshall Newhouse,31,LT,15,9,330,6-4,TCU,9/29/1988,8,4,Green Bay Packers / 5th / 169th pick /2010,,NWE,2019,2025-08-15 14:15:30
2,Mike Nugent,37,K,4,0,190,5-10,Ohio St.,3/2/1982,14,-1,New York Jets / 2nd / 47th pick /2005,,NWE,2019,2025-08-15 14:15:30
80,Gunner Olszewski,23,WR,8,0,190,6-0,Bemidji St.,11/26/1996,Rook,0,,"$495,000",NWE,2019,2025-08-15 14:15:30
39,Jordan Richards,26,DB,3,0,215,5-11,Stanford,1/21/1993,4,0,New England Patriots / 2nd / 64th pick /2015,,NWE,2019,2025-08-15 14:15:30
52,Elandon Roberts,25,LB,16,3,235,5-11,Houston,4/22/1994,3,4,New England Patriots / 6th / 214th pick /2016,"$2,025,000",NWE,2019,2025-08-15 14:15:30
14,Mohamed Sanu,30,WR,8,6,210,6-2,Rutgers,8/22/1989,7,2,Cincinnati Bengals / 3rd / 83rd pick /2012,,NWE,2019,2025-08-15 14:15:30
71,Danny Shelton,26,LDT,16,14,345,6-2,Washington,8/20/1993,4,12,Cleveland Browns / 1st / 12th pick /2015,"$805,000",NWE,2019,2025-08-15 14:15:30
55,John Simon,29,RDE,16,12,260,6-2,Ohio St.,10/14/1990,6,11,Baltimore Ravens / 4th / 129th pick /2013,"$900,000",NWE,2019,2025-08-15 14:15:30
18,Matthew Slater,34,WR,16,0,205,6-0,UCLA,9/9/1985,11,0,New England Patriots / 5th / 153rd pick /2008,"$1,600,000",NWE,2019,2025-08-15 14:15:30
4,Jarrett Stidham,23,QB,3,0,215,6-3,"Baylor,Auburn",8/8/1996,Rook,0,New England Patriots / 4th / 133rd pick /2019,"$495,000",NWE,2019,2025-08-15 14:15:30
62,Joe Thuney,27,LG,16,16,301,6-4,North Carolina St.,11/18/1992,3,11,New England Patriots / 3rd / 78th pick /2016,"$1,995,000",NWE,2019,2025-08-15 14:15:30
82,Eric Tomlinson,27,TE,2,2,265,6-6,Texas-El Paso,4/22/1992,3,0,,,NWE,2019,2025-08-15 14:15:30
53,Kyle Van Noy,28,RLB,15,15,255,6-3,BYU,3/26/1991,5,13,Detroit Lions / 2nd / 40th pick /2014,"$4,250,000",NWE,2019,2025-08-15 14:15:30
82,Ben Watson,39,TE,10,8,255,6-3,"Duke,Georgia",12/18/1980,15,1,New England Patriots / 1st / 32nd pick /2004,"$3,000,000",NWE,2019,2025-08-15 14:15:30
28,James White,27,RB,15,1,205,5-10,Wisconsin,2/3/1992,5,7,New England Patriots / 4th / 130th pick /2014,"$2,500,000",NWE,2019,2025-08-15 14:15:30
33,Joejuan Williams,22,DB,9,0,212,6-3,Vanderbilt,12/6/1997,Rook,1,New England Patriots / 2nd / 45th pick /2019,"$495,000",NWE,2019,2025-08-15 14:15:30
50,Chase Winovich,24,LB,16,0,251,6-3,Michigan,4/19/1995,Rook,3,New England Patriots / 3rd / 77th pick /2019,"$495,000",NWE,2019,2025-08-15 14:15:30
91,Deatrich Wise Jr.,25,DE,14,3,271,6-5,Arkansas,7/26/1994,2,5,New England Patriots / 4th / 131st pick /2017,"$645,000",NWE,2019,2025-08-15 14:15:30
76,Isaiah Wynn,24,LT,8,8,305,6-2,Georgia,12/9/1995,1,4,New England Patriots / 1st / 23rd pick /2018,"$1,000,087",NWE,2019,2025-08-15 14:15:30
