No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
15,Nelson Agholor,28,WR,15,13,200,6-0,USC,5/24/1993,6,5,Philadelphia Eagles / 1st / 20th pick /2015,NWE,2021,2025-08-15 14:15:48
94,Henry Anderson,30,DE,4,0,300,6-6,Stanford,8/3/1991,6,0,Indianapolis Colts / 3rd / 93rd pick /2015,NWE,2021,2025-08-15 14:15:48
60,David Andrews,29,C,17,17,300,6-2,Georgia,7/10/1992,6,8,,NWE,2021,2025-08-15 14:15:48
86,Devin Asiasi,24,TE,1,0,260,6-3,"Michigan,UCLA",8/14/1997,1,0,New England Patriots / 3rd / 91st pick /2020,NWE,2021,2025-08-15 14:15:48
7,Jake Bailey,24,P,17,0,212,6-2,Stanford,6/18/1997,2,1,New England Patriots / 5th / 163rd pick /2019,NWE,2021,2025-08-15 14:15:48
70,Christian Barmore,22,DT,17,2,315,6-5,Alabama,7/28/1999,Rook,3,New England Patriots / 2nd / 38th pick /2021,NWE,2021,2025-08-15 14:15:48
13,De'Vante Bausby,28,DB,0,0,190,6-2,Pittsburg St.,1/15/1993,5,0,,NWE,2021,2025-08-15 14:15:48
8,Ja'Whaun Bentley,25,LILB,16,16,250,6-2,Purdue,8/24/1996,3,9,New England Patriots / 5th / 143rd pick /2018,NWE,2021,2025-08-15 14:15:48
29,Justin Bethel,31,DB,17,0,200,6-0,Presbyterian,6/17/1990,9,1,Arizona Cardinals / 6th / 177th pick /2012,NWE,2021,2025-08-15 14:15:48
25,Brandon Bolden,31,RB,17,1,220,5-11,Mississippi,1/26/1990,9,6,,NWE,2021,2025-08-15 14:15:48
84,Kendrick Bourne,26,WR,17,5,205,6-1,Eastern Washington,8/4/1995,4,9,,NWE,2021,2025-08-15 14:15:48
96,Tashawn Bower,26,DE,2,0,250,6-5,LSU,2/18/1995,4,0,,NWE,2021,2025-08-15 14:15:48
77,Trent Brown,28,RT,9,9,380,6-8,"Georgia Military,Florida",4/13/1993,6,5,San Francisco 49ers / 7th / 244th pick /2015,NWE,2021,2025-08-15 14:15:48
41,Myles Bryant,23,CB,12,2,192,5-9,Washington,1/2/1998,1,2,,NWE,2021,2025-08-15 14:15:48
72,Yodny Cajuste,25,T,7,2,310,6-5,West Virginia,2/21/1996,1,2,New England Patriots / 3rd / 101st pick /2019,NWE,2021,2025-08-15 14:15:48
49,Joe Cardona,29,LS,17,0,241,6-2,Navy,4/16/1992,6,1,New England Patriots / 5th / 166th pick /2015,NWE,2021,2025-08-15 14:15:48
58,Jamie Collins,32,LB,10,2,255,6-3,Southern Miss,10/20/1989,8,2,New England Patriots / 2nd / 52nd pick /2013,NWE,2021,2025-08-15 14:15:48
98,Carl Davis,29,DT,17,4,320,6-5,Iowa,3/2/1992,6,3,Baltimore Ravens / 3rd / 90th pick /2015,NWE,2021,2025-08-15 14:15:48
22,Cody Davis,32,DB,17,0,205,6-2,Texas Tech,6/6/1989,8,1,,NWE,2021,2025-08-15 14:15:48
30,Sean Davis,28,DB,2,0,202,6-1,Maryland,10/23/1993,5,0,Pittsburgh Steelers / 2nd / 58th pick /2016,NWE,2021,2025-08-15 14:15:48
23,Kyle Dugger,25,DB,15,13,216,6-1,Lenoir-Rhyne,3/22/1996,1,6,New England Patriots / 2nd / 37th pick /2020,NWE,2021,2025-08-15 14:15:48
63,Yasir Durant,23,T,7,1,330,6-6,Missouri,5/21/1998,1,1,,NWE,2021,2025-08-15 14:15:48
95,Daniel Ekuale,27,DT,7,0,300,6-3,Washington St.,1/13/1994,2,1,,NWE,2021,2025-08-15 14:15:48
65,James Ferentz,32,C,3,2,290,6-2,Iowa,6/5/1989,6,1,,NWE,2021,2025-08-15 14:15:48
6,Nick Folk,37,K,17,0,222,6-1,Arizona,11/5/1984,14,4,Dallas Cowboys / 6th / 178th pick /2007,NWE,2021,2025-08-15 14:15:48
92,Davon Godchaux,27,NT,17,16,330,6-3,LSU,11/11/1994,4,9,Miami Dolphins / 5th / 178th pick /2017,NWE,2021,2025-08-15 14:15:48
93,Lawrence Guy,31,RDE,17,17,315,6-4,Arizona St.,3/17/1990,9,10,Green Bay Packers / 7th / 233rd pick /2011,NWE,2021,2025-08-15 14:15:48
37,Damien Harris,24,RB,15,15,213,5-11,Alabama,2/11/1997,2,8,New England Patriots / 3rd / 87th pick /2019,NWE,2021,2025-08-15 14:15:48
1,N'Keal Harry,24,WR,12,4,225,6-4,Arizona St.,12/17/1997,2,2,New England Patriots / 1st / 32nd pick /2019,NWE,2021,2025-08-15 14:15:48
85,Hunter Henry,27,TE,17,10,249,6-5,Arkansas,12/7/1994,5,6,San Diego Chargers / 2nd / 35th pick /2016,NWE,2021,2025-08-15 14:15:48
75,Justin Herron,26,T,16,4,305,6-5,Wake Forest,11/27/1995,1,3,New England Patriots / 6th / 195th pick /2020,NWE,2021,2025-08-15 14:15:48
54,Dont'a Hightower,31,ROLB,15,15,260,6-3,Alabama,3/12/1990,9,8,New England Patriots / 1st / 25th pick /2012,NWE,2021,2025-08-15 14:15:48
5,Brian Hoyer,36,QB,5,0,215,6-2,Michigan St.,10/13/1985,12,1,,NWE,2021,2025-08-15 14:15:48
27,J.C. Jackson,26,LCB,17,17,198,6-1,"Florida,Riverside CC,Maryland",11/17/1995,3,12,,NWE,2021,2025-08-15 14:15:48
47,Jakob Johnson,27,FB,17,6,255,6-3,Tennessee,12/15/1994,2,0,,NWE,2021,2025-08-15 14:15:48
31,Jonathan Jones,28,DB,6,1,190,5-10,Auburn,9/20/1993,5,1,,NWE,2021,2025-08-15 14:15:48
10,Mac Jones,23,QB,17,17,220,6-3,Alabama,9/5/1998,Rook,14,New England Patriots / 1st / 15th pick /2021,NWE,2021,2025-08-15 14:15:48
9,Matt Judon,29,LOLB,17,16,275,6-3,Grand Valley St.,8/15/1992,5,14,Baltimore Ravens / 5th / 146th pick /2016,NWE,2021,2025-08-15 14:15:48
67,Ted Karras,28,LG,17,13,310,6-4,Illinois,3/15/1993,5,7,New England Patriots / 6th / 221st pick /2016,NWE,2021,2025-08-15 14:15:48
36,Brandon King,28,DB,16,0,220,6-2,Auburn,6/8/1993,6,1,,NWE,2021,2025-08-15 14:15:48
83,Matt LaCosse,29,TE,1,0,255,6-6,Illinois,9/21/1992,6,0,,NWE,2021,2025-08-15 14:15:48
48,Harvey Langi,29,DE,7,1,250,6-2,BYU,9/24/1992,4,1,,NWE,2021,2025-08-15 14:15:48
69,Shaq Mason,28,RG,15,15,310,6-1,Georgia Tech,8/28/1993,6,7,New England Patriots / 4th / 131st pick /2015,NWE,2021,2025-08-15 14:15:48
32,Devin McCourty,34,FS,17,17,195,5-10,Rutgers,8/13/1987,11,7,New England Patriots / 1st / 27th pick /2010,NWE,2021,2025-08-15 14:15:48
16,Jakobi Meyers,25,WR,17,16,193,6-2,North Carolina St.,11/9/1996,2,9,,NWE,2021,2025-08-15 14:15:48
2,Jalen Mills,27,RCB,16,16,191,6-0,LSU,4/6/1994,5,6,Philadelphia Eagles / 7th / 233rd pick /2016,NWE,2021,2025-08-15 14:15:48
43,Calvin Munson,27,LB,6,0,240,6-1,San Diego St.,12/27/1994,4,1,,NWE,2021,2025-08-15 14:15:48
80,Gunner Olszewski,25,WR,16,0,190,6-0,Bemidji St.,11/26/1996,2,0,,NWE,2021,2025-08-15 14:15:48
71,Michael Onwenu,24,LT/RT,16,8,350,6-3,Michigan,12/10/1997,1,5,New England Patriots / 6th / 182nd pick /2020,NWE,2021,2025-08-15 14:15:48
21,Adrian Phillips,29,SS,17,13,208,5-11,Texas,3/28/1992,7,6,,NWE,2021,2025-08-15 14:15:48
39,D'Angelo Ross,25,DB,3,1,190,5-9,New Mexico,10/29/1996,Rook,0,,NWE,2021,2025-08-15 14:15:48
68,William Sherman,22,T,1,0,300,6-4,Colorado,5/27/1999,Rook,0,New England Patriots / 6th / 197th pick /2021,NWE,2021,2025-08-15 14:15:48
18,Matthew Slater,36,WR,17,0,205,6-0,UCLA,9/9/1985,13,0,New England Patriots / 5th / 153rd pick /2008,NWE,2021,2025-08-15 14:15:48
81,Jonnu Smith,26,TE,16,11,248,6-3,Florida International,8/22/1995,4,3,Tennessee Titans / 3rd / 100th pick /2017,NWE,2021,2025-08-15 14:15:48
38,Rhamondre Stevenson,23,RB,12,2,227,6-0,"Cerritos (CA),Oklahoma",2/23/1998,Rook,5,New England Patriots / 4th / 120th pick /2021,NWE,2021,2025-08-15 14:15:48
48,Jahlani Tavai,25,LB,13,0,255,6-2,Hawaii,9/28/1996,2,2,Detroit Lions / 2nd / 43rd pick /2019,NWE,2021,2025-08-15 14:15:48
42,J.J. Taylor,23,RB,5,0,185,5-6,Arizona,1/4/1998,1,0,,NWE,2021,2025-08-15 14:15:48
55,Joshua Uche,23,LB,12,0,226,6-3,Michigan,9/18/1998,1,2,New England Patriots / 2nd / 60th pick /2020,NWE,2021,2025-08-15 14:15:48
53,Kyle Van Noy,30,LILB,16,8,255,6-3,BYU,3/26/1991,7,7,Detroit Lions / 2nd / 40th pick /2014,NWE,2021,2025-08-15 14:15:48
26,Shaun Wade,23,DB,3,0,196,6-1,Ohio St.,9/15/1998,Rook,0,Baltimore Ravens / 5th / 160th pick /2021,NWE,2021,2025-08-15 14:15:48
28,James White,29,RB,3,0,205,5-10,Wisconsin,2/3/1992,7,1,New England Patriots / 4th / 130th pick /2014,NWE,2021,2025-08-15 14:15:48
17,Kristian Wilkerson,24,WR,3,1,214,6-1,SE Missouri St.,1/10/1997,1,0,,NWE,2021,2025-08-15 14:15:48
33,Joejuan Williams,24,DB,12,1,212,6-3,Vanderbilt,12/6/1997,2,1,New England Patriots / 2nd / 45th pick /2019,NWE,2021,2025-08-15 14:15:48
50,Chase Winovich,26,LB,13,0,251,6-3,Michigan,4/19/1995,2,1,New England Patriots / 3rd / 77th pick /2019,NWE,2021,2025-08-15 14:15:48
91,Deatrich Wise Jr.,27,LDE,16,9,271,6-5,Arkansas,7/26/1994,4,6,New England Patriots / 4th / 131st pick /2017,NWE,2021,2025-08-15 14:15:48
76,Isaiah Wynn,26,LT,16,15,305,6-2,Georgia,12/9/1995,2,9,New England Patriots / 1st / 23rd pick /2018,NWE,2021,2025-08-15 14:15:48
