No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
83,Dwayne Allen,27,TE,16,8,265,6-3,Clemson,2/24/1990,5,1,Indianapolis Colts / 3rd / 64th pick /2012,NWE,2017,2025-08-15 14:15:15
6,Ryan Allen,27,P,16,0,220,6-2,Louisiana Tech,2/28/1990,4,2,,NWE,2017,2025-08-15 14:15:15
80,Danny Amendola,32,WR,15,8,185,5-11,Texas Tech,11/2/1985,8,8,,NWE,2017,2025-08-15 14:15:15
60,David Andrews,25,C,14,14,300,6-2,Georgia,7/10/1992,2,8,,NWE,2017,2025-08-15 14:15:15
29,Johnson Bademosi,27,DB,16,3,219,6-0,Stanford,7/23/1990,5,2,,NWE,2017,2025-08-15 14:15:15
88,Martellus Bennett,30,TE,2,0,275,6-6,Texas A&M,3/10/1987,9,1,Dallas Cowboys / 2nd / 61st pick /2008,NWE,2017,2025-08-15 14:15:15
38,Brandon Bolden,27,RB,16,0,220,5-11,Mississippi,1/26/1990,5,1,,NWE,2017,2025-08-15 14:15:15
12,Tom Brady,40,QB,16,16,225,6-4,Michigan,8/3/1977,17,20,New England Patriots / 6th / 199th pick /2000,NWE,2017,2025-08-15 14:15:15
97,Alan Branch,33,LDT,12,6,350,6-6,Michigan,12/29/1984,10,4,Arizona Cardinals / 2nd / 33rd pick /2007,NWE,2017,2025-08-15 14:15:15
85,Kenny Britt,29,WR,3,0,230,6-3,Rutgers,9/19/1988,8,0,Tennessee Titans / 1st / 30th pick /2009,NWE,2017,2025-08-15 14:15:15
90,Malcom Brown,23,DT,13,12,320,6-2,Texas,2/2/1994,2,7,New England Patriots / 1st / 32nd pick /2015,NWE,2017,2025-08-15 14:15:15
34,Rex Burkhead,27,RB,10,3,215,5-10,Nebraska,7/2/1990,4,5,Cincinnati Bengals / 6th / 190th pick /2013,NWE,2017,2025-08-15 14:15:15
70,Adam Butler,23,RDT,16,6,301,6-4,Vanderbilt,4/12/1994,Rook,4,,NWE,2017,2025-08-15 14:15:15
21,Malcolm Butler,27,LCB,16,15,190,5-11,"Hinds CC,Alcorn St.,West Alabama",3/2/1990,3,6,,NWE,2017,2025-08-15 14:15:15
61,Marcus Cannon,29,RT,7,7,335,6-6,TCU,5/6/1988,6,4,New England Patriots / 5th / 138th pick /2011,NWE,2017,2025-08-15 14:15:15
49,Joe Cardona,25,LS,16,0,241,6-2,Navy,4/16/1992,2,1,New England Patriots / 5th / 166th pick /2015,NWE,2017,2025-08-15 14:15:15
23,Patrick Chung,30,SS,16,11,215,5-11,Oregon,8/19/1987,8,5,New England Patriots / 2nd / 34th pick /2009,NWE,2017,2025-08-15 14:15:15
14,Brandin Cooks,24,WR,16,15,193,5-10,Oregon St.,9/25/1993,3,13,New Orleans Saints / 1st / 20th pick /2014,NWE,2017,2025-08-15 14:15:15
74,Cole Croston,24,T,3,0,310,6-5,Iowa,12/25/1993,Rook,0,,NWE,2017,2025-08-15 14:15:15
46,James Develin,29,FB,16,7,255,6-3,Brown,7/23/1988,5,0,,NWE,2017,2025-08-15 14:15:15
13,Phillip Dorsett,24,WR,15,2,185,5-10,Miami (FL),1/5/1993,2,2,Indianapolis Colts / 1st / 29th pick /2015,NWE,2017,2025-08-15 14:15:15
43,Nate Ebner,29,DB,9,0,215,6-0,Ohio St.,12/14/1988,5,1,New England Patriots / 6th / 197th pick /2012,NWE,2017,2025-08-15 14:15:15
71,Cameron Fleming,25,RT,12,6,320,6-5,Stanford,9/3/1992,3,4,New England Patriots / 4th / 140th pick /2014,NWE,2017,2025-08-15 14:15:15
59,Marquis Flowers,25,LB,16,2,245,6-2,Arizona,2/16/1992,3,3,Cincinnati Bengals / 6th / 212th pick /2014,NWE,2017,2025-08-15 14:15:15
98,Trey Flowers,24,RDE,14,14,265,6-2,Arkansas,8/16/1993,2,9,New England Patriots / 4th / 101st pick /2015,NWE,2017,2025-08-15 14:15:15
44,Jonathan Freeny,28,DE,1,0,245,6-2,Rutgers,6/15/1989,5,0,,NWE,2017,2025-08-15 14:15:15
