No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
83,Dwayne Allen,28,TE,13,8,265,6-3,Clemson,2/24/1990,6,0,Indianapolis Colts / 3rd / 64th pick /2012,NWE,2018,2025-08-15 14:15:23
6,Ryan Allen,28,P,16,0,220,6-2,Louisiana Tech,2/28/1990,5,2,,NWE,2018,2025-08-15 14:15:23
60,David Andrews,26,C,16,16,300,6-2,Georgia,7/10/1992,3,9,,NWE,2018,2025-08-15 14:15:23
38,Kenjon Barner,29,RB,5,0,195,5-9,Oregon,4/28/1989,5,0,Carolina Panthers / 6th / 182nd pick /2013,NWE,2018,2025-08-15 14:15:23
51,Ja'Whaun Bentley,22,LB,3,2,250,6-2,Purdue,8/24/1996,Rook,1,New England Patriots / 5th / 143rd pick /2018,NWE,2018,2025-08-15 14:15:23
12,Tom Brady,41,QB,16,16,225,6-4,Michigan,8/3/1977,18,14,New England Patriots / 6th / 199th pick /2000,NWE,2018,2025-08-15 14:15:23
90,Malcom Brown,24,RDT,15,14,320,6-2,Texas,2/2/1994,3,7,New England Patriots / 1st / 32nd pick /2015,NWE,2018,2025-08-15 14:15:23
77,Trent Brown,25,LT,16,16,380,6-8,"Georgia Military,Florida",4/13/1993,3,9,San Francisco 49ers / 7th / 244th pick /2015,NWE,2018,2025-08-15 14:15:23
34,Rex Burkhead,28,RB,8,4,215,5-10,Nebraska,7/2/1990,5,2,Cincinnati Bengals / 6th / 190th pick /2013,NWE,2018,2025-08-15 14:15:23
70,Adam Butler,24,DT,16,0,301,6-4,Vanderbilt,4/12/1994,1,2,,NWE,2018,2025-08-15 14:15:23
61,Marcus Cannon,30,RT,13,13,335,6-6,TCU,5/6/1988,7,7,New England Patriots / 5th / 138th pick /2011,NWE,2018,2025-08-15 14:15:23
49,Joe Cardona,26,LS,16,0,241,6-2,Navy,4/16/1992,3,1,New England Patriots / 5th / 166th pick /2015,NWE,2018,2025-08-15 14:15:23
23,Patrick Chung,31,SS,15,14,215,5-11,Oregon,8/19/1987,9,5,New England Patriots / 2nd / 34th pick /2009,NWE,2018,2025-08-15 14:15:23
94,Adrian Clayborn,30,DE,14,1,280,6-3,Iowa,7/6/1988,7,2,Tampa Bay Buccaneers / 1st / 20th pick /2011,NWE,2018,2025-08-15 14:15:23
35,Keion Crossen,22,DB,11,0,190,5-10,Western Carolina,4/17/1996,Rook,1,New England Patriots / 7th / 243rd pick /2018,NWE,2018,2025-08-15 14:15:23
74,Cole Croston,25,T,2,0,310,6-5,Iowa,12/25/1993,1,0,,NWE,2018,2025-08-15 14:15:23
58,Keionta Davis,24,DE,6,3,280,6-4,Chattanooga,3/1/1994,Rook,2,,NWE,2018,2025-08-15 14:15:23
46,James Develin,30,FB,16,8,255,6-3,Brown,7/23/1988,6,1,,NWE,2018,2025-08-15 14:15:23
13,Phillip Dorsett,25,WR,16,2,185,5-10,Miami (FL),1/5/1993,3,3,Indianapolis Colts / 1st / 29th pick /2015,NWE,2018,2025-08-15 14:15:23
43,Nate Ebner,30,DB,15,0,215,6-0,Ohio St.,12/14/1988,6,1,New England Patriots / 6th / 197th pick /2012,NWE,2018,2025-08-15 14:15:23
11,Julian Edelman,32,WR,12,12,198,5-10,"San Mateo,Kent St.",5/22/1986,9,9,New England Patriots / 7th / 232nd pick /2009,NWE,2018,2025-08-15 14:15:23
66,James Ferentz,29,C,2,0,290,6-2,Iowa,6/5/1989,3,0,,NWE,2018,2025-08-15 14:15:23
98,Trey Flowers,25,LDE,15,15,265,6-2,Arkansas,8/16/1993,3,9,New England Patriots / 4th / 101st pick /2015,NWE,2018,2025-08-15 14:15:23
24,Stephon Gilmore,28,RCB,16,16,190,6-0,South Carolina,9/19/1990,6,15,Buffalo Bills / 1st / 10th pick /2012,NWE,2018,2025-08-15 14:15:23
10,Josh Gordon,27,WR,11,11,225,6-3,"Utah,Baylor",4/13/1991,6,7,Cleveland Browns / 2nd / 1st pick /2012Supp,NWE,2018,2025-08-15 14:15:23
3,Stephen Gostkowski,34,K,16,0,215,6-1,Memphis,1/28/1984,12,3,New England Patriots / 4th / 118th pick /2006,NWE,2018,2025-08-15 14:15:23
50,Nicholas Grigsby,26,LB,9,0,230,6-2,Pittsburgh,7/2/1992,2,1,,NWE,2018,2025-08-15 14:15:23
96,Geneo Grissom,26,LB,4,0,265,6-4,Oklahoma,6/4/1992,3,0,New England Patriots / 3rd / 97th pick /2015,NWE,2018,2025-08-15 14:15:23
87,Rob Gronkowski,29,TE,13,11,265,6-6,Arizona,5/14/1989,8,6,New England Patriots / 2nd / 42nd pick /2010,NWE,2018,2025-08-15 14:15:23
93,Lawrence Guy,28,LDT,16,15,315,6-4,Arizona St.,3/17/1990,6,8,Green Bay Packers / 7th / 233rd pick /2011,NWE,2018,2025-08-15 14:15:23
21,Duron Harmon,27,DB,16,6,205,6-0,Rutgers,1/24/1991,5,4,New England Patriots / 3rd / 91st pick /2013,NWE,2018,2025-08-15 14:15:23
54,Dont'a Hightower,28,LLB,15,15,260,6-3,Alabama,3/12/1990,6,8,New England Patriots / 1st / 25th pick /2012,NWE,2018,2025-08-15 14:15:23
33,Jeremy Hill,26,RB,1,0,230,6-1,LSU,10/20/1992,4,0,Cincinnati Bengals / 2nd / 55th pick /2014,NWE,2018,2025-08-15 14:15:23
15,Chris Hogan,31,WR,16,7,210,6-1,Monmouth,10/24/1987,5,5,,NWE,2018,2025-08-15 14:15:23
47,Jacob Hollister,25,TE,8,1,239,6-4,Wyoming,11/18/1993,1,0,,NWE,2018,2025-08-15 14:15:23
2,Brian Hoyer,33,QB,5,0,215,6-2,Michigan St.,10/13/1985,9,0,,NWE,2018,2025-08-15 14:15:23
50,Ramon Humber,31,LB,6,0,232,5-11,North Dakota St.,8/10/1987,9,0,,NWE,2018,2025-08-15 14:15:23
27,J.C. Jackson,23,DB,13,5,198,6-1,"Florida,Riverside CC,Maryland",11/17/1995,Rook,3,,NWE,2018,2025-08-15 14:15:23
41,Cyrus Jones,25,DB,2,0,195,5-10,Alabama,11/29/1993,2,0,New England Patriots / 2nd / 60th pick /2016,NWE,2018,2025-08-15 14:15:23
31,Jonathan Jones,25,DB,16,5,190,5-10,Auburn,9/20/1993,2,3,,NWE,2018,2025-08-15 14:15:23
97,Ufomba Kamalu,26,DE,2,0,295,6-6,Miami (FL),11/2/1992,2,0,,NWE,2018,2025-08-15 14:15:23
75,Ted Karras,25,G,13,2,310,6-4,Illinois,3/15/1993,2,2,New England Patriots / 6th / 221st pick /2016,NWE,2018,2025-08-15 14:15:23
36,Brandon King,25,DB,15,0,220,6-2,Auburn,6/8/1993,3,2,,NWE,2018,2025-08-15 14:15:23
69,Shaq Mason,25,RG,14,14,310,6-1,Georgia Tech,8/28/1993,3,7,New England Patriots / 4th / 131st pick /2015,NWE,2018,2025-08-15 14:15:23
17,Riley McCarron,25,WR,1,0,198,5-9,Iowa,6/16/1993,Rook,0,,NWE,2018,2025-08-15 14:15:23
59,Albert McClellan,32,LB,7,0,235,6-2,Marshall,6/4/1986,7,1,,NWE,2018,2025-08-15 14:15:23
32,Devin McCourty,31,FS,16,16,195,5-10,Rutgers,8/13/1987,8,6,New England Patriots / 1st / 27th pick /2010,NWE,2018,2025-08-15 14:15:23
30,Jason McCourty,31,LCB,16,12,195,5-11,Rutgers,8/13/1987,9,4,Tennessee Titans / 6th / 203rd pick /2009,NWE,2018,2025-08-15 14:15:23
22,Obi Melifonwu,24,DB,2,0,224,6-4,Connecticut,4/5/1994,1,0,Oakland Raiders / 2nd / 56th pick /2017,NWE,2018,2025-08-15 14:15:23
26,Sony Michel,23,RB,13,8,215,5-11,Georgia,2/17/1995,Rook,7,New England Patriots / 1st / 31st pick /2018,NWE,2018,2025-08-15 14:15:23
84,Cordarrelle Patterson,27,WR,15,5,220,6-2,Tennessee,3/17/1991,5,5,Minnesota Vikings / 1st / 29th pick /2013,NWE,2018,2025-08-15 14:15:23
95,Derek Rivers,24,DE,6,0,250,6-5,Youngstown St.,5/9/1994,Rook,1,New England Patriots / 3rd / 83rd pick /2017,NWE,2018,2025-08-15 14:15:23
52,Elandon Roberts,24,RLB,16,11,235,5-11,Houston,4/22/1994,2,6,New England Patriots / 6th / 214th pick /2016,NWE,2018,2025-08-15 14:15:23
25,Eric Rowe,26,DB,4,2,205,6-1,Utah,10/3/1992,3,1,Philadelphia Eagles / 2nd / 47th pick /2015,NWE,2018,2025-08-15 14:15:23
63,Brian Schwenke,27,C,3,0,310,6-3,California,3/22/1991,5,0,Tennessee Titans / 4th / 107th pick /2013,NWE,2018,2025-08-15 14:15:23
71,Danny Shelton,25,DE,13,1,345,6-2,Washington,8/20/1993,3,2,Cleveland Browns / 1st / 12th pick /2015,NWE,2018,2025-08-15 14:15:23
55,John Simon,28,DE,11,2,260,6-2,Ohio St.,10/14/1990,5,2,Baltimore Ravens / 4th / 129th pick /2013,NWE,2018,2025-08-15 14:15:23
18,Matthew Slater,33,WR,16,0,205,6-0,UCLA,9/9/1985,10,0,New England Patriots / 5th / 153rd pick /2008,NWE,2018,2025-08-15 14:15:23
