Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
NWE,1984,85,Julius Adams,36,DE,16,1,270,6-3,Texas Southern,4/26/1948,13,2,New England Patriots / 2nd / 27th pick /1971
NWE,1984,55,Don Blackmon,26,ROLB,16,16,235,6-3,Tulsa,3/14/1958,3,7,New England Patriots / 4th / 102nd pick /1981
NWE,1984,58,Pete Brock,30,C,12,12,267,6-5,Colorado,7/14/1954,8,6,New England Patriots / 1st / 12th pick /1976
NWE,1984,3,Rich Camarillo,25,P,7,0,202,5-11,"Cerritos (CA),Washington",11/29/1959,3,1,
NWE,1984,26,Raymond Clayborn,29,RCB,16,16,186,6-0,Texas,1/2/1955,7,6,New England Patriots / 1st / 16th pick /1977
NWE,1984,33,Tony Collins,25,RB,16,5,208,5-11,East Carolina,5/27/1959,3,4,New England Patriots / 2nd / 47th pick /1981
NWE,1984,87,Lin Dawson,25,TE,16,15,240,6-3,North Carolina St.,6/24/1959,3,4,New England Patriots / 8th / 212th pick /1981
NWE,1984,47,Paul Dombroski,28,DB,14,0,185,6-0,"Hawaii,Linfield",8/8/1956,4,1,
NWE,1984,11,Tony Eason,25,QB,16,13,212,6-4,Illinois,10/8/1959,1,11,New England Patriots / 1st / 15th pick /1983
NWE,1984,66,Paul Fairchild,23,G,7,0,270,6-4,Kansas,9/14/1961,Rook,1,New England Patriots / 5th / 124th pick /1984
NWE,1984,1,Tony Franklin,28,K,16,0,182,5-8,Texas A&M,11/18/1956,5,3,Philadelphia Eagles / 3rd / 74th pick /1979
NWE,1984,80,Irving Fryar,22,WR,14,3,200,6-0,Nebraska,9/28/1962,Rook,1,New England Patriots / 1st / 1st pick /1984
NWE,1984,43,Ernest Gibson,23,LCB,15,8,189,5-10,Furman,10/3/1961,Rook,4,New England Patriots / 6th / 151st pick /1984
NWE,1984,59,Tim Golden,25,LB,15,0,220,6-1,Florida,11/15/1959,2,1,
NWE,1984,14,Steve Grogan,31,QB,3,3,210,6-4,Kansas St.,7/24/1953,9,1,New England Patriots / 5th / 116th pick /1975
NWE,1984,68,Darryl Haley,23,RT,16,16,269,6-4,Utah,2/16/1961,2,8,New England Patriots / 2nd / 55th pick /1982
NWE,1984,73,John Hannah,33,LG,15,15,265,6-2,Alabama,4/4/1951,11,12,New England Patriots / 1st / 4th pick /1973
NWE,1984,40,Greg Hawthorne,28,RB,14,1,228,6-2,Baylor,9/5/1956,5,1,Pittsburgh Steelers / 1st / 28th pick /1979
NWE,1984,60,Luther Henson,25,NT,9,0,275,6-0,Ohio St.,3/25/1959,2,1,
NWE,1984,76,Brian Holloway,25,LT,16,16,284,6-7,Stanford,7/25/1959,3,11,New England Patriots / 1st / 19th pick /1981
NWE,1984,51,Brian Ingram,25,LB,12,0,236,6-4,Tennessee,10/31/1959,2,1,New England Patriots / 4th / 111th pick /1982
