No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
38,Jude Adjei-Barimah,24,DB,10,1,200,5-11,Bowling Green,7/21/1992,1,1,,TAM,2016,2025-08-15 14:35:15
19,Roberto Aguayo,22,K,16,0,207,6-0,Florida St.,5/17/1994,Rook,0,Tampa Bay Buccaneers / 2nd / 59th pick /2016,TAM,2016,2025-08-15 14:35:15
58,Kwon Alexander,22,MLB,16,16,227,6-1,LSU,8/3/1994,1,9,Tampa Bay Buccaneers / 4th / 124th pick /2015,TAM,2016,2025-08-15 14:35:15
9,Bryan Anger,28,P,16,0,202,6-3,California,10/6/1988,4,2,Jacksonville Jaguars / 3rd / 70th pick /2012,TAM,2016,2025-08-15 14:35:15
91,Robert Ayers,31,LDE,12,10,275,6-3,Tennessee,9/6/1985,7,5,Denver Broncos / 1st / 18th pick /2009,TAM,2016,2025-08-15 14:35:15
27,Johnthan Banks,27,DB,5,0,185,6-2,Mississippi St.,10/3/1989,3,0,Tampa Bay Buccaneers / 2nd / 43rd pick /2013,TAM,2016,2025-08-15 14:35:15
43,Peyton Barber,22,RB,15,1,225,5-11,Auburn,6/27/1994,Rook,2,,TAM,2016,2025-08-15 14:35:15
77,Caleb Benenoch,22,T,5,1,305,6-5,UCLA,8/8/1994,Rook,1,Tampa Bay Buccaneers / 5th / 148th pick /2016,TAM,2016,2025-08-15 14:35:15
84,Cameron Brate,25,TE,15,10,245,6-5,Harvard,7/3/1991,2,5,,TAM,2016,2025-08-15 14:35:15
78,Gosder Cherilus,32,T,15,3,315,6-7,Boston Col.,6/28/1984,8,2,Detroit Lions / 1st / 17th pick /2008,TAM,2016,2025-08-15 14:35:15
23,Chris Conte,27,SS,14,11,203,6-2,California,2/23/1989,5,5,Chicago Bears / 3rd / 93rd pick /2011,TAM,2016,2025-08-15 14:35:15
45,Alan Cross,23,TE,14,0,235,6-1,Memphis,5/2/1993,Rook,0,,TAM,2016,2025-08-15 14:35:15
54,Lavonte David,26,RLB,16,16,233,6-1,"Fort Scott (KS),Nebraska",1/23/1990,4,13,Tampa Bay Buccaneers / 2nd / 58th pick /2012,TAM,2016,2025-08-15 14:35:15
48,Andrew DePaola,29,LS,16,0,229,6-1,Rutgers,7/28/1987,2,1,,TAM,2016,2025-08-15 14:35:15
62,Evan Dietrich-Smith,30,C,12,2,308,6-2,Idaho St.,7/19/1986,7,2,,TAM,2016,2025-08-15 14:35:15
69,Demar Dotson,31,RT,13,13,315,6-9,Southern Miss,10/11/1985,7,6,,TAM,2016,2025-08-15 14:35:15
17,Donteea Dye,23,WR,1,0,195,5-10,Heidelberg,8/20/1993,1,0,,TAM,2016,2025-08-15 14:35:15
35,Javien Elliott,23,DB,6,1,185,5-11,Florida St.,7/18/1993,Rook,1,,TAM,2016,2025-08-15 14:35:15
13,Mike Evans,23,WR,16,16,231,6-5,Texas A&M,8/21/1993,2,10,Tampa Bay Buccaneers / 1st / 7th pick /2014,TAM,2016,2025-08-15 14:35:15
92,William Gholston,25,RDE,14,14,281,6-6,Michigan St.,7/31/1991,3,7,Tampa Bay Buccaneers / 4th / 126th pick /2013,TAM,2016,2025-08-15 14:35:15
8,Mike Glennon,27,QB,2,0,225,6-7,North Carolina St.,12/12/1989,3,0,Tampa Bay Buccaneers / 3rd / 73rd pick /2013,TAM,2016,2025-08-15 14:35:15
72,Ben Gottschalk,24,C,2,1,293,6-5,SMU,2/15/1992,Rook,1,,TAM,2016,2025-08-15 14:35:15
24,Brent Grimes,33,RCB,16,16,185,5-10,Shippensburg,7/19/1983,9,6,,TAM,2016,2025-08-15 14:35:15
44,Russell Hansbrough,23,RB,2,0,195,5-9,Missouri,11/19/1993,Rook,0,,TAM,2016,2025-08-15 14:35:15
28,Vernon Hargreaves III,21,LCB,16,16,204,5-10,Florida,6/3/1995,Rook,5,Tampa Bay Buccaneers / 1st / 11th pick /2016,TAM,2016,2025-08-15 14:35:15
68,Joe Hawley,28,C,15,15,302,6-3,UNLV,10/22/1988,6,7,Atlanta Falcons / 4th / 117th pick /2010,TAM,2016,2025-08-15 14:35:15
15,Josh Huff,25,WR,3,0,206,5-11,Oregon,10/14/1991,2,0,Philadelphia Eagles / 3rd / 86th pick /2014,TAM,2016,2025-08-15 14:35:15
67,John Hughes,28,DT,5,0,320,6-2,Cincinnati,4/27/1988,4,1,Cleveland Browns / 3rd / 87th pick /2012,TAM,2016,2025-08-15 14:35:15
11,Adam Humphries,23,WR,15,4,195,5-11,Clemson,6/24/1993,1,5,,TAM,2016,2025-08-15 14:35:15
83,Vincent Jackson,33,WR,5,5,230,6-5,Northern Colorado,1/14/1983,11,1,San Diego Chargers / 2nd / 61st pick /2005,TAM,2016,2025-08-15 14:35:15
25,Mike James,25,RB,4,0,223,5-10,Miami (FL),4/13/1991,3,0,Tampa Bay Buccaneers / 6th / 189th pick /2013,TAM,2016,2025-08-15 14:35:15
46,Austin Johnson,27,RB,1,0,240,6-2,Tennessee,6/16/1989,2,0,,TAM,2016,2025-08-15 14:35:15
95,Howard Jones,26,LB,8,0,238,6-4,Shepherd,2/10/1990,1,1,,TAM,2016,2025-08-15 14:35:15
50,Josh Keyes,23,LB,4,0,225,6-2,Boston Col.,1/23/1993,1,0,,TAM,2016,2025-08-15 14:35:15
75,DaVonte Lambert,22,DE,11,5,282,6-2,Auburn,6/23/1994,Rook,3,,TAM,2016,2025-08-15 14:35:15
52,Cameron Lynch,23,LB,12,0,229,6-0,Syracuse,8/4/1993,1,1,,TAM,2016,2025-08-15 14:35:15
74,Ali Marpet,23,RG,16,16,307,6-4,Hobart,4/17/1993,1,7,Tampa Bay Buccaneers / 2nd / 61st pick /2015,TAM,2016,2025-08-15 14:35:15
22,Doug Martin,27,RB,8,8,210,5-9,Boise St.,1/13/1989,4,4,Tampa Bay Buccaneers / 1st / 31st pick /2012,TAM,2016,2025-08-15 14:35:15
16,Freddie Martino,25,WR,13,0,195,6-0,North Greenville,9/7/1991,2,1,,TAM,2016,2025-08-15 14:35:15
93,Gerald McCoy,28,LDT,15,15,295,6-4,Oklahoma,2/25/1988,6,13,Tampa Bay Buccaneers / 1st / 3rd pick /2010,TAM,2016,2025-08-15 14:35:15
98,Clinton McDonald,29,RDT,12,12,297,6-2,Memphis,1/6/1987,6,6,Cincinnati Bengals / 7th / 249th pick /2009,TAM,2016,2025-08-15 14:35:15
30,Bradley McDougald,26,FS,16,16,215,6-1,Kansas,11/15/1990,3,6,,TAM,2016,2025-08-15 14:35:15
82,Brandon Myers,31,TE,16,9,250,6-4,Iowa,9/4/1985,7,0,Oakland Raiders / 6th / 202nd pick /2009,TAM,2016,2025-08-15 14:35:15
64,Kevin Pamphile,26,LG,14,14,315,6-5,Purdue,11/27/1990,2,6,Tampa Bay Buccaneers / 5th / 149th pick /2014,TAM,2016,2025-08-15 14:35:15
26,Josh Robinson,25,DB,16,0,200,5-10,Central Florida,1/8/1991,4,1,Minnesota Vikings / 3rd / 66th pick /2012,TAM,2016,2025-08-15 14:35:15
32,Jacquizz Rodgers,26,RB,10,5,205,5-6,Oregon St.,2/6/1990,5,4,Atlanta Falcons / 5th / 145th pick /2011,TAM,2016,2025-08-15 14:35:15
96,Ryan Russell,24,DE,8,0,275,6-5,Purdue,1/17/1992,1,1,Dallas Cowboys / 5th / 163rd pick /2015,TAM,2016,2025-08-15 14:35:15
87,Austin Seferian-Jenkins,24,TE,2,0,262,6-5,Washington,9/29/1992,2,0,Tampa Bay Buccaneers / 2nd / 38th pick /2014,TAM,2016,2025-08-15 14:35:15
89,Russell Shepard,26,WR,14,4,195,6-1,LSU,9/17/1990,3,3,,TAM,2016,2025-08-15 14:35:15
10,Cecil Shorts,29,WR,9,5,200,6-0,Mount Union,12/22/1987,5,1,Jacksonville Jaguars / 4th / 114th pick /2011,TAM,2016,2025-08-15 14:35:15
70,Sealver Siliga,26,DT,6,0,345,6-2,Utah,4/26/1990,4,1,,TAM,2016,2025-08-15 14:35:15
34,Charles Sims,26,RB,7,2,211,6-0,West Virginia,9/19/1990,2,2,Tampa Bay Buccaneers / 3rd / 69th pick /2014,TAM,2016,2025-08-15 14:35:15
36,Antone Smith,31,RB,3,0,190,5-9,Florida St.,9/17/1985,6,1,,TAM,2016,2025-08-15 14:35:15
51,Daryl Smith,34,LLB,16,11,250,6-2,Georgia Tech,3/14/1982,12,6,Jacksonville Jaguars / 2nd / 39th pick /2004,TAM,2016,2025-08-15 14:35:15
76,Donovan Smith,23,LT,16,16,338,6-6,Penn St.,6/23/1993,1,7,Tampa Bay Buccaneers / 2nd / 34th pick /2015,TAM,2016,2025-08-15 14:35:15
56,Jacquies Smith,26,LB,1,0,260,6-2,Missouri,3/18/1990,2,0,,TAM,2016,2025-08-15 14:35:15
29,Ryan Smith,23,DB,14,0,190,5-11,North Carolina Central,9/7/1993,Rook,1,Tampa Bay Buccaneers / 4th / 108th pick /2016,TAM,2016,2025-08-15 14:35:15
97,Akeem Spence,25,DT,16,4,303,6-1,Illinois,11/29/1991,3,3,Tampa Bay Buccaneers / 4th / 100th pick /2013,TAM,2016,2025-08-15 14:35:15
57,Noah Spence,22,LB,16,3,251,6-2,"Ohio St.,Eastern Kentucky",1/8/1994,Rook,3,Tampa Bay Buccaneers / 2nd / 39th pick /2016,TAM,2016,2025-08-15 14:35:15
88,Luke Stocker,28,TE,12,10,253,6-5,Tennessee,7/17/1988,5,0,Tampa Bay Buccaneers / 4th / 104th pick /2011,TAM,2016,2025-08-15 14:35:15
37,Keith Tandy,27,SS,16,5,205,5-10,West Virginia,2/12/1989,4,3,Tampa Bay Buccaneers / 6th / 174th pick /2012,TAM,2016,2025-08-15 14:35:15
53,Adarius Taylor,26,LB,16,0,230,6-0,"Eastern Arizona,Florida Atlantic",9/21/1990,2,1,,TAM,2016,2025-08-15 14:35:15
21,Alterraun Verner,28,DB,16,3,187,5-10,UCLA,12/13/1988,6,2,Tennessee Titans / 4th / 104th pick /2010,TAM,2016,2025-08-15 14:35:15
71,Channing Ward,24,DT,5,1,279,6-4,Mississippi,9/17/1992,Rook,1,,TAM,2016,2025-08-15 14:35:15
66,Leonard Wester,23,T,3,0,305,6-6,Missouri Western St.,1/3/1993,Rook,0,,TAM,2016,2025-08-15 14:35:15
3,Jameis Winston,22,QB,16,16,231,6-4,Florida St.,1/6/1994,1,12,Tampa Bay Buccaneers / 1st / 1st pick /2015,TAM,2016,2025-08-15 14:35:15
31,Major Wright,28,DB,2,0,204,5-11,Florida,7/1/1988,6,0,Chicago Bears / 3rd / 75th pick /2010,TAM,2016,2025-08-15 14:35:15
