No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
26,Andrew Adams,28,DB,16,0,205,5-11,Connecticut,10/28/1992,4,1,,"$910,000",TAM,2020,2025-08-15 14:35:50
82,Antony Auclair,27,TE,8,2,256,6-6,Laval,5/28/1993,3,0,,"$825,000",TAM,2020,2025-08-15 14:35:50
44,Kenjon Barner,31,RB,6,0,195,5-9,Oregon,4/28/1989,7,0,Carolina Panthers / 6th / 182nd pick /2013,,TAM,2020,2025-08-15 14:35:50
58,Shaquil Barrett,28,ROLB,15,15,250,6-2,"Nebraska-Omaha,Colorado St.",11/17/1992,5,8,,"$15,828,000",TAM,2020,2025-08-15 14:35:50
57,Quinton Bell,24,LB,5,0,258,6-4,Prairie View A&M,5/9/1996,1,0,Oakland Raiders / 7th / 230th pick /2019,"$610,000",TAM,2020,2025-08-15 14:35:50
12,Tom Brady,43,QB,16,16,225,6-4,Michigan,8/3/1977,20,15,New England Patriots / 6th / 199th pick /2000,"$15,000,000",TAM,2020,2025-08-15 14:35:50
84,Cameron Brate,29,TE,16,1,245,6-5,Harvard,7/3/1991,6,3,,"$4,250,000",TAM,2020,2025-08-15 14:35:50
81,Antonio Brown,32,WR,8,4,185,5-10,Central Michigan,7/10/1988,10,5,Pittsburgh Steelers / 6th / 195th pick /2010,"$750,000",TAM,2020,2025-08-15 14:35:50
41,Deone Bucannon,28,SS,0,0,211,6-1,Washington St.,8/30/1992,6,0,Arizona Cardinals / 1st / 27th pick /2014,,TAM,2020,2025-08-15 14:35:50
65,Alex Cappa,25,RG,16,16,312,6-6,Humboldt St.,1/27/1995,2,9,Tampa Bay Buccaneers / 3rd / 94th pick /2018,"$750,000",TAM,2020,2025-08-15 14:35:50
48,Jack Cichy,25,LB,6,0,238,6-2,Wisconsin,5/5/1995,2,0,Tampa Bay Buccaneers / 6th / 202nd pick /2018,"$538,237",TAM,2020,2025-08-15 14:35:50
43,Ross Cockrell,29,DB,12,2,191,6-0,Duke,8/6/1991,6,1,Buffalo Bills / 4th / 109th pick /2014,"$642,353",TAM,2020,2025-08-15 14:35:50
54,Lavonte David,30,RILB,16,16,233,6-1,"Fort Scott (KS),Nebraska",1/23/1990,8,14,Tampa Bay Buccaneers / 2nd / 58th pick /2012,"$10,750,000",TAM,2020,2025-08-15 14:35:50
24,Carlton Davis,24,LCB,14,14,206,6-1,Auburn,12/31/1996,2,6,Tampa Bay Buccaneers / 2nd / 63rd pick /2018,"$879,374",TAM,2020,2025-08-15 14:35:50
