Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
TAM,1996,21,Donnie Abraham,23,RCB,16,12,190,5-10,East Tennessee St.,10/8/1973,Rook,7,Tampa Bay Buccaneers / 3rd / 71st pick /1996
TAM,1996,71,Scott Adams,30,G,7,2,301,6-5,Georgia,9/28/1966,4,1,
TAM,1996,72,Chidi Ahanotu,26,LDE,13,13,283,6-2,California,10/11/1970,3,7,Tampa Bay Buccaneers / 6th / 145th pick /1993
TAM,1996,40,Mike Alstott,23,FB,16,16,248,6-1,Purdue,12/21/1973,Rook,7,Tampa Bay Buccaneers / 2nd / 35th pick /1996
TAM,1996,27,Eric Austin,23,DB,2,0,217,5-10,Jackson St.,6/7/1973,Rook,0,Tampa Bay Buccaneers / 4th / 104th pick /1996
TAM,1996,6,Tommy Barnhardt,33,P,16,0,228,6-2,"East Carolina,North Carolina",6/11/1963,9,2,Tampa Bay Buccaneers / 9th / 223rd pick /1986
TAM,1996,62,Ian Beckles,29,RG,13,13,300,6-1,Indiana,7/20/1967,6,5,Tampa Bay Buccaneers / 5th / 114th pick /1990
TAM,1996,23,Tony Bouie,24,DB,16,0,188,5-10,Arizona,8/7/1972,1,1,
TAM,1996,55,Derrick Brooks,23,RLB,16,16,235,6-0,Florida St.,4/18/1973,1,8,Tampa Bay Buccaneers / 1st / 28th pick /1995
TAM,1996,41,Reggie Brooks,25,RB,11,4,209,5-8,Notre Dame,1/19/1971,3,2,Washington Redskins / 2nd / 45th pick /1993
TAM,1996,68,Joel Crisman,25,G,9,0,302,6-5,USC,2/3/1971,Rook,1,
TAM,1996,77,Brad Culpepper,27,LDT,13,13,275,6-1,Florida,5/8/1969,4,6,Minnesota Vikings / 10th / 264th pick /1992
TAM,1996,75,Eric Curry,26,DE,12,3,270,6-5,Alabama,2/3/1970,3,2,Tampa Bay Buccaneers / 1st / 6th pick /1993
TAM,1996,64,Jorge Diaz,23,LG,11,6,308,6-4,"Kilgore College,Texas A&M-Kingsville",11/15/1973,Rook,3,
TAM,1996,12,Trent Dilfer,24,QB,16,16,225,6-4,Fresno St.,3/13/1972,2,8,Tampa Bay Buccaneers / 1st / 6th pick /1994
TAM,1996,39,Charles Dimry,30,RCB,16,7,176,6-0,UNLV,1/31/1966,8,4,Atlanta Falcons / 5th / 110th pick /1988
TAM,1996,65,Kevin Dogins,24,C,1,0,295,6-1,Texas A&M-Kingsville,12/7/1972,1,0,
