No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
37,Vince Anderson,26,DB,3,0,205,6-2,Webber International,12/8/1984,Rook,0,,TAM,2010,2025-08-15 14:34:26
22,Larry Asante,22,DB,2,0,211,6-0,Nebraska,3/7/1988,Rook,0,Cleveland Browns / 5th / 160th pick /2010,TAM,2010,2025-08-15 14:34:26
20,Ronde Barber,35,RCB,16,16,184,5-10,Virginia,4/7/1975,13,7,Tampa Bay Buccaneers / 3rd / 66th pick /1997,TAM,2010,2025-08-15 14:34:26
61,Will Barker,23,T,3,0,315,6-7,Virginia,7/3/1987,Rook,0,,TAM,2010,2025-08-15 14:34:26
10,Connor Barth,24,K,16,0,193,5-11,North Carolina,4/11/1986,2,3,,TAM,2010,2025-08-15 14:34:26
17,Arrelious Benn,22,WR,15,9,225,6-2,Illinois,9/8/1988,Rook,4,Tampa Bay Buccaneers / 2nd / 39th pick /2010,TAM,2010,2025-08-15 14:34:26
71,Michael Bennett,25,DE,13,2,275,6-4,Texas A&M,11/13/1985,1,2,,TAM,2010,2025-08-15 14:34:26
31,E.J. Biggers,23,LCB,16,6,180,6-0,Western Michigan,6/13/1987,1,3,Tampa Bay Buccaneers / 7th / 217th pick /2009,TAM,2010,2025-08-15 14:34:26
58,Quincy Black,26,LLB,11,10,226,6-2,New Mexico,2/28/1984,3,5,Tampa Bay Buccaneers / 3rd / 68th pick /2007,TAM,2010,2025-08-15 14:34:26
27,LeGarrette Blount,24,RB,13,7,247,6-0,"East Mississippi CC,Oregon",12/5/1986,Rook,7,,TAM,2010,2025-08-15 14:34:26
89,Dezmon Briscoe,21,WR,2,0,200,6-3,Kansas,8/31/1989,Rook,1,Cincinnati Bengals / 6th / 191st pick /2010,TAM,2010,2025-08-15 14:34:26
9,Chris Bryan,28,P,4,0,210,6-5,None,3/6/1982,Rook,0,,TAM,2010,2025-08-15 14:34:26
60,Brandon Carter,24,G,1,0,319,6-6,Texas Tech,9/10/1986,Rook,0,,TAM,2010,2025-08-15 14:34:26
96,Tim Crowder,25,LDE,16,9,272,6-4,Texas,6/30/1985,3,5,Denver Broncos / 2nd / 56th pick /2007,TAM,2010,2025-08-15 14:34:26
48,Andrew Economos,28,LS,16,0,250,6-1,Georgia Tech,6/24/1982,4,2,,TAM,2010,2025-08-15 14:34:26
52,Jeff Faine,29,C,8,8,291,6-3,Notre Dame,4/6/1981,7,4,Cleveland Browns / 1st / 21st pick /2003,TAM,2010,2025-08-15 14:34:26
5,Josh Freeman,22,QB,16,16,240,6-6,Kansas St.,1/13/1988,1,13,Tampa Bay Buccaneers / 1st / 17th pick /2009,TAM,2010,2025-08-15 14:34:26
88,John Gilmore,31,TE,16,11,257,6-5,Penn St.,9/21/1979,8,1,New Orleans Saints / 6th / 196th pick /2002,TAM,2010,2025-08-15 14:34:26
34,Earnest Graham,30,RB,12,7,225,5-9,Florida,1/15/1980,6,2,,TAM,2010,2025-08-15 14:34:26
35,Cody Grimm,23,FS,11,9,202,5-11,Virginia Tech,2/26/1987,Rook,4,Tampa Bay Buccaneers / 7th / 210th pick /2010,TAM,2010,2025-08-15 14:34:26
73,Derek Hardman,24,T,9,4,300,6-6,Eastern Kentucky,9/13/1986,Rook,3,,TAM,2010,2025-08-15 14:34:26
21,Dominique Harris,23,DB,1,0,213,6-2,Temple,4/14/1987,Rook,0,,TAM,2010,2025-08-15 14:34:26
54,Geno Hayes,23,RLB,16,16,220,6-2,Florida St.,8/10/1987,2,8,Tampa Bay Buccaneers / 6th / 175th pick /2008,TAM,2010,2025-08-15 14:34:26
57,Adam Hayward,26,LB,16,3,235,6-0,Portland St.,6/23/1984,3,3,Tampa Bay Buccaneers / 6th / 182nd pick /2007,TAM,2010,2025-08-15 14:34:26
32,Kareem Huggins,24,RB,3,0,198,5-9,Hofstra,5/24/1986,1,0,,TAM,2010,2025-08-15 14:34:26
36,Tanard Jackson,25,DB,2,2,200,6-0,Syracuse,7/21/1985,3,1,Tampa Bay Buccaneers / 4th / 106th pick /2007,TAM,2010,2025-08-15 14:34:26
