No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
97,Isaako Aaitui,26,DT,4,0,315,6-4,UNLV,1/25/1987,Rook,0,,MIA,2013,2025-08-15 14:10:32
66,David Arkin,26,G,1,0,300,6-5,Missouri State,10/7/1987,Rook,0,Dallas Cowboys / 4th / 110th pick /2011,MIA,2013,2025-08-15 14:10:32
58,Marvin Austin,24,DT,2,0,310,6-2,North Carolina,1/1/1989,1,0,New York Giants / 2nd / 52nd pick /2011,MIA,2013,2025-08-15 14:10:32
65,Sam Brenner,23,G,7,4,301,6-2,Utah,4/27/1990,Rook,2,,MIA,2013,2025-08-15 14:10:32
37,D.J. Campbell,24,DB,4,0,201,6-0,California,7/24/1989,1,0,Carolina Panthers / 7th / 216th pick /2012,MIA,2013,2025-08-15 14:10:32
28,Nolan Carroll,26,RCB,16,12,202,6-1,Maryland,1/16/1987,3,5,Miami Dolphins / 5th / 145th pick /2010,MIA,2013,2025-08-15 14:10:32
77,Tyson Clabo,32,RT,15,15,315,6-6,Wake Forest,10/17/1981,7,7,,MIA,2013,2025-08-15 14:10:32
42,Charles Clay,24,TE,16,15,246,6-3,Tulsa,2/13/1989,2,6,Miami Dolphins / 6th / 174th pick /2011,MIA,2013,2025-08-15 14:10:32
30,Chris Clemons,28,SS,16,16,210,6-1,Clemson,9/15/1985,4,6,Miami Dolphins / 5th / 165th pick /2009,MIA,2013,2025-08-15 14:10:32
40,Tyler Clutts,29,RB,4,0,260,6-2,Fresno St.,11/9/1984,2,0,,MIA,2013,2025-08-15 14:10:32
29,Will Davis,23,DB,5,0,186,5-11,Utah St.,5/8/1990,Rook,0,Miami Dolphins / 3rd / 93rd pick /2013,MIA,2013,2025-08-15 14:10:32
92,John Denney,35,LS,16,0,242,6-5,BYU,12/13/1978,8,3,,MIA,2013,2025-08-15 14:10:32
84,Michael Egnew,24,TE,16,5,252,6-5,Missouri,11/1/1989,1,0,Miami Dolphins / 3rd / 78th pick /2012,MIA,2013,2025-08-15 14:10:32
59,Dannell Ellerbe,28,MLB,15,15,236,6-1,Georgia,11/29/1985,4,8,,MIA,2013,2025-08-15 14:10:32
2,Brandon Fields,29,P,16,0,249,6-5,Michigan St.,5/21/1984,6,4,Miami Dolphins / 7th / 225th pick /2007,MIA,2013,2025-08-15 14:10:32
56,Jonathan Freeny,24,DE,16,0,245,6-2,Rutgers,6/15/1989,1,1,,MIA,2013,2025-08-15 14:10:32
75,Nate Garner,28,LG,16,6,319,6-7,Arkansas,1/18/1985,4,3,New York Jets / 7th / 211th pick /2008,MIA,2013,2025-08-15 14:10:32
10,Brandon Gibson,26,WR,7,3,204,6-0,Washington St.,8/13/1987,4,2,Philadelphia Eagles / 6th / 194th pick /2009,MIA,2013,2025-08-15 14:10:32
23,Mike Gillislee,23,RB,3,0,210,5-11,Florida,11/1/1990,Rook,0,Miami Dolphins / 5th / 164th pick /2013,MIA,2013,2025-08-15 14:10:32
21,Brent Grimes,30,LCB,16,16,185,5-10,Shippensburg,7/19/1983,6,10,,MIA,2013,2025-08-15 14:10:32
82,Brian Hartline,27,WR,16,15,180,6-2,Ohio St.,11/22/1986,4,7,Miami Dolphins / 4th / 108th pick /2009,MIA,2013,2025-08-15 14:10:32
68,Richie Incognito,30,LG,8,8,322,6-4,"Nebraska,Oregon",7/5/1983,7,3,St. Louis Rams / 3rd / 81st pick /2005,MIA,2013,2025-08-15 14:10:32
