Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
MIA,2006,57,Keith Adams,27,LB,15,0,223,5-11,Clemson,11/22/1979,5,1,Tennessee Titans / 7th / 232nd pick /2001
MIA,2006,79,Anthony Alabi,25,T,6,0,315,6-5,TCU,2/16/1981,Rook,0,Miami Dolphins / 5th / 162nd pick /2005
MIA,2006,32,Jason Allen,23,DB,16,0,200,6-1,Tennessee,7/5/1983,Rook,1,Miami Dolphins / 1st / 16th pick /2006
MIA,2006,25,Will Allen,28,LCB,15,15,195,5-10,Syracuse,8/5/1978,5,6,New York Giants / 1st / 22nd pick /2001
MIA,2006,63,Bennie Anderson,29,G,2,2,345,6-5,Tennessee St.,2/17/1977,5,1,
MIA,2006,36,Darian Barnes,26,FB,16,6,240,6-2,"Rutgers,Hampton",2/28/1980,4,0,
MIA,2006,37,Yeremiah Bell,28,SS,16,11,205,6-0,Eastern Kentucky,3/3/1978,2,4,Miami Dolphins / 6th / 213th pick /2003
MIA,2006,86,Marty Booker,30,WR,14,13,205,6-0,La-Monroe,7/31/1976,7,5,Chicago Bears / 3rd / 78th pick /1999
MIA,2006,96,David Bowens,29,DE,16,0,265,6-3,"Michigan,Western Illinois",7/3/1977,7,3,Denver Broncos / 5th / 158th pick /1999
MIA,2006,23,Ronnie Brown,25,RB,13,12,223,6-0,Auburn,12/12/1981,1,7,Miami Dolphins / 1st / 2nd pick /2005
MIA,2006,72,Vernon Carey,25,RT,16,16,340,6-5,Miami (FL),7/31/1981,2,7,Miami Dolphins / 1st / 19th pick /2004
MIA,2006,93,Kevin Carter,33,LDE,16,16,305,6-6,Florida,9/21/1973,11,8,St. Louis Rams / 1st / 6th pick /1995
MIA,2006,84,Chris Chambers,28,WR,16,16,210,5-11,Wisconsin,8/12/1978,5,5,Miami Dolphins / 2nd / 52nd pick /2001
MIA,2006,38,Patrick Cobbs,23,RB,3,0,205,5-8,North Texas,1/31/1983,Rook,0,
MIA,2006,52,Channing Crowder,23,LLB,16,14,250,6-2,Florida,12/2/1983,1,7,Miami Dolphins / 3rd / 70th pick /2005
MIA,2006,8,Daunte Culpepper,29,QB,4,4,260,6-4,Central Florida,1/28/1977,7,2,Minnesota Vikings / 1st / 11th pick /1999
MIA,2006,21,Travis Daniels,24,RCB,12,6,195,6-1,LSU,9/8/1982,1,2,Miami Dolphins / 4th / 104th pick /2005
MIA,2006,97,John Denney,28,LS,16,0,242,6-5,BYU,12/13/1978,1,2,
MIA,2006,62,Fred Evans,23,DT,1,0,305,6-4,Texas St.,11/6/1983,Rook,0,Miami Dolphins / 7th / 212th pick /2006
MIA,2006,71,Toniu Fonoti,25,G,6,0,349,6-4,Nebraska,11/26/1981,4,0,San Diego Chargers / 2nd / 39th pick /2002
MIA,2006,29,Andre' Goodman,28,RCB,15,14,191,5-10,South Carolina,8/11/1978,4,5,Detroit Lions / 3rd / 68th pick /2002
MIA,2006,66,Rex Hadnot,24,C,16,16,310,6-2,Houston,1/28/1982,2,7,Miami Dolphins / 6th / 174th pick /2004
MIA,2006,82,Derek Hagan,22,WR,16,0,210,6-2,Arizona St.,9/21/1984,Rook,2,Miami Dolphins / 3rd / 82nd pick /2006
MIA,2006,3,Joey Harrington,28,QB,11,11,220,6-4,Oregon,10/21/1978,4,3,Detroit Lions / 1st / 3rd pick /2002
MIA,2006,24,Renaldo Hill,28,FS,16,16,205,5-11,Michigan St.,11/12/1978,5,6,Arizona Cardinals / 7th / 202nd pick /2001
MIA,2006,91,Vonnie Holliday,31,RDT,16,16,288,6-5,North Carolina,12/11/1975,8,9,Green Bay Packers / 1st / 19th pick /1998
MIA,2006,43,Jack Hunt,25,DB,1,0,197,6-1,LSU,11/30/1981,Rook,0,
MIA,2006,20,Eddie Jackson,26,DB,14,2,200,6-0,Arkansas,12/19/1980,2,2,
MIA,2006,64,Kendyl Jacox,31,LG,16,8,325,6-2,Kansas St.,6/10/1975,8,4,
MIA,2006,78,Jeno James,29,LG,9,9,320,6-4,Auburn,1/12/1977,6,4,Carolina Panthers / 6th / 182nd pick /2000
MIA,2006,5,Donnie Jones,26,P,16,0,221,6-2,LSU,7/5/1980,2,2,Seattle Seahawks / 7th / 224th pick /2004
MIA,2006,30,Michael Lehan,27,DB,15,2,190,6-0,Minnesota,11/25/1979,3,1,Cleveland Browns / 5th / 152nd pick /2003
MIA,2006,42,Norman LeJeune,26,DB,2,0,200,6-0,LSU,5/10/1980,1,0,Philadelphia Eagles / 7th / 244th pick /2003
MIA,2006,17,Cleo Lemon,27,QB,4,1,218,6-3,Arkansas St.,8/16/1979,1,1,
MIA,2006,10,Olindo Mare,33,K,16,0,192,5-11,"MacMurray,Syracuse",6/6/1973,9,2,
MIA,2006,89,Tim Massaquoi,24,TE,7,0,255,6-3,Michigan,7/8/1982,Rook,0,Tampa Bay Buccaneers / 7th / 244th pick /2006
