No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
35,Walt Aikens,23,DB,15,0,200,6-1,Liberty,6/19/1991,Rook,1,Miami Dolphins / 4th / 125th pick /2014,MIA,2014,2025-08-15 14:10:39
71,Branden Albert,30,LT,9,9,314,6-5,Virginia,11/4/1984,6,5,Kansas City Chiefs / 1st / 15th pick /2008,MIA,2014,2025-08-15 14:10:39
42,Charles Clay,25,TE,14,14,246,6-3,Tulsa,2/13/1989,3,5,Miami Dolphins / 6th / 174th pick /2011,MIA,2014,2025-08-15 14:10:39
62,Deandre Coleman,23,DE,1,0,314,6-5,California,1/27/1991,Rook,0,,MIA,2014,2025-08-15 14:10:39
67,Daryn Colledge,32,LG,13,13,308,6-4,Boise St.,2/11/1982,8,7,Green Bay Packers / 2nd / 47th pick /2006,MIA,2014,2025-08-15 14:10:39
32,Orleans Darkwa,22,RB,4,0,210,6-0,Tulane,2/28/1992,Rook,0,,MIA,2014,2025-08-15 14:10:39
29,Will Davis,24,DB,10,0,186,5-11,Utah St.,5/8/1990,1,0,Miami Dolphins / 3rd / 93rd pick /2013,MIA,2014,2025-08-15 14:10:39
25,Louis Delmas,27,SS,13,12,197,5-11,Western Michigan,4/12/1987,5,4,Detroit Lions / 2nd / 33rd pick /2009,MIA,2014,2025-08-15 14:10:39
92,John Denney,36,LS,16,0,242,6-5,BYU,12/13/1978,9,2,,MIA,2014,2025-08-15 14:10:39
,Ahmad Dixon,23,SS,3,,212,6-0,Baylor,9/5/1991,Rook,0,Dallas Cowboys / 7th / 248th pick /2014,MIA,2014,2025-08-15 14:10:39
59,Dannell Ellerbe,29,LB,1,1,236,6-1,Georgia,11/29/1985,5,0,,MIA,2014,2025-08-15 14:10:39
78,Terrence Fede,23,DE,11,0,267,6-4,Marist,11/19/1991,Rook,1,Miami Dolphins / 7th / 234th pick /2014,MIA,2014,2025-08-15 14:10:39
