No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
92,Freedom Akinmoladun,23,DE,2,0,284,6-3,Nebraska,2/11/1996,Rook,0,,,CIN,2019,2025-08-15 13:49:08
97,Geno Atkins,31,DT,16,14,300,6-1,Georgia,3/28/1988,9,9,Cincinnati Bengals / 4th / 120th pick /2010,"$8,000,000",CIN,2019,2025-08-15 13:49:08
30,Jessie Bates III,22,FS,16,16,210,6-1,Wake Forest,2/26/1997,1,6,Cincinnati Bengals / 2nd / 54th pick /2018,"$704,901",CIN,2019,2025-08-15 13:49:08
25,Giovani Bernard,28,RB,16,2,205,5-9,North Carolina,11/22/1991,6,2,Cincinnati Bengals / 2nd / 37th pick /2013,"$3,400,000",CIN,2019,2025-08-15 13:49:08
99,Andrew Billings,24,NT,16,14,340,6-1,Baylor,3/6/1995,2,6,Cincinnati Bengals / 4th / 122nd pick /2016,"$720,000",CIN,2019,2025-08-15 13:49:08
83,Tyler Boyd,25,WR,16,15,203,6-2,Pittsburgh,11/15/1994,3,7,Cincinnati Bengals / 2nd / 55th pick /2016,"$980,769",CIN,2019,2025-08-15 13:49:08
93,Andrew Brown,24,DT,14,1,290,6-3,Virginia,12/30/1995,Rook,2,Cincinnati Bengals / 5th / 158th pick /2018,"$495,000",CIN,2019,2025-08-15 13:49:08
52,Preston Brown,27,RLB,9,8,251,6-1,Louisville,10/27/1992,5,4,Buffalo Bills / 3rd / 73rd pick /2014,"$900,000",CIN,2019,2025-08-15 13:49:08
4,Randy Bullock,30,K,16,0,210,5-9,Texas A&M,12/16/1989,6,4,Houston Texans / 5th / 161st pick /2012,"$1,475,000",CIN,2019,2025-08-15 13:49:08
82,Cethan Carter,24,TE,15,0,248,6-3,Nebraska,9/5/1995,2,0,,"$570,000",CIN,2019,2025-08-15 13:49:08
16,Pharoh Cooper,24,WR,1,0,208,5-11,South Carolina,3/7/1995,3,0,Los Angeles Rams / 4th / 117th pick /2016,,CIN,2019,2025-08-15 13:49:08
14,Andy Dalton,32,QB,13,13,220,6-2,TCU,10/29/1987,8,7,Cincinnati Bengals / 2nd / 35th pick /2011,"$16,000,000",CIN,2019,2025-08-15 13:49:08
21,Darqueze Dennard,28,DB,9,5,205,5-11,Michigan St.,10/10/1991,5,2,Cincinnati Bengals / 1st / 24th pick /2014,"$1,500,000",CIN,2019,2025-08-15 13:49:08
96,Carlos Dunlap,30,LDE,14,14,285,6-6,Florida,2/28/1989,9,8,Cincinnati Bengals / 2nd / 54th pick /2010,"$3,100,000",CIN,2019,2025-08-15 13:49:08
85,Tyler Eifert,29,TE,16,4,255,6-6,Notre Dame,9/8/1990,6,3,Cincinnati Bengals / 1st / 21st pick /2013,"$1,000,000",CIN,2019,2025-08-15 13:49:08
12,Alex Erickson,27,WR,16,6,195,6-0,Wisconsin,11/6/1992,3,4,,"$1,400,000",CIN,2019,2025-08-15 13:49:08
50,Jordan Evans,24,LB,16,0,242,6-3,Oklahoma,1/27/1995,2,1,Cincinnati Bengals / 6th / 193rd pick /2017,"$645,000",CIN,2019,2025-08-15 13:49:08
42,Clayton Fejedelem,26,DB,16,0,205,6-1,Illinois,6/2/1993,3,1,Cincinnati Bengals / 7th / 245th pick /2016,"$720,000",CIN,2019,2025-08-15 13:49:08
5,Ryan Finley,25,QB,3,3,207,6-4,North Carolina St.,12/26/1994,Rook,1,Cincinnati Bengals / 4th / 104th pick /2019,"$495,000",CIN,2019,2025-08-15 13:49:08
98,Ryan Glasgow,26,DT,5,2,300,6-3,Michigan,9/30/1993,2,1,Cincinnati Bengals / 4th / 138th pick /2017,"$645,000",CIN,2019,2025-08-15 13:49:08
77,Cordy Glenn,30,LT,6,5,345,6-6,Georgia,9/18/1989,7,2,Buffalo Bills / 2nd / 41st pick /2012,"$7,250,000",CIN,2019,2025-08-15 13:49:08
46,Clark Harris,35,TE,16,0,250,6-5,Rutgers,7/10/1984,11,1,Green Bay Packers / 7th / 243rd pick /2007,"$1,030,000",CIN,2019,2025-08-15 13:49:08
68,Bobby Hart,25,RT,16,16,334,6-4,Florida St.,8/21/1994,4,6,New York Giants / 7th / 226th pick /2015,"$900,000",CIN,2019,2025-08-15 13:49:08
41,Trayvon Henderson,24,DB,4,0,205,6-0,Hawaii,8/15/1995,Rook,0,,"$495,000",CIN,2019,2025-08-15 13:49:08
