Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
CIN,1988,53,Leo Barker,29,LB,16,1,226,6-2,New Mexico St.,11/7/1959,4,2,Cincinnati Bengals / 7th / 177th pick /1984
CIN,1988,24,Lewis Billups,25,LCB,16,16,190,5-11,North Alabama,10/10/1963,2,6,Cincinnati Bengals / 2nd / 38th pick /1986
CIN,1988,74,Brian Blados,26,C,16,1,300,6-5,North Carolina,1/11/1962,4,2,Cincinnati Bengals / 1st / 28th pick /1984
CIN,1988,55,Ed Brady,26,LB,16,0,238,6-2,Illinois,6/17/1962,4,1,Los Angeles Rams / 8th / 215th pick /1984
CIN,1988,3,Jim Breech,32,K,16,0,161,5-6,California,4/11/1956,9,2,Detroit Lions / 8th / 206th pick /1978
CIN,1988,21,James Brooks,30,RB,15,15,180,5-10,Auburn,12/28/1958,7,12,San Diego Chargers / 1st / 24th pick /1981
CIN,1988,81,Eddie Brown,26,WR,16,16,185,6-0,Miami (FL),12/17/1962,3,16,Cincinnati Bengals / 1st / 13th pick /1985
CIN,1988,99,Jason Buck,25,DE,16,0,268,6-5,BYU,7/27/1963,1,1,Cincinnati Bengals / 1st / 17th pick /1987
CIN,1988,27,Barney Bussey,26,DB,16,0,215,6-0,South Carolina St.,5/20/1962,2,1,Cincinnati Bengals / 5th / 119th pick /1984
CIN,1988,80,Cris Collinsworth,29,WR,13,0,192,6-5,Florida,1/27/1959,7,3,Cincinnati Bengals / 2nd / 37th pick /1981
CIN,1988,34,Ellis Dillahunt,24,DB,8,0,198,5-11,East Carolina,11/25/1964,Rook,0,Cincinnati Bengals / 10th / 253rd pick /1988
CIN,1988,29,Rickey Dixon,22,DB,15,0,183,5-11,Oklahoma,12/26/1966,Rook,1,Cincinnati Bengals / 1st / 5th pick /1988
CIN,1988,67,David Douglas,25,G,14,0,280,6-4,Tennessee,3/20/1963,2,1,Cincinnati Bengals / 8th / 204th pick /1986
CIN,1988,73,Eddie Edwards,34,DE,11,0,256,6-5,Miami (FL),4/25/1954,11,1,Cincinnati Bengals / 1st / 3rd pick /1977
CIN,1988,7,Boomer Esiason,27,QB,16,16,224,6-5,Maryland,4/17/1961,4,19,Cincinnati Bengals / 2nd / 38th pick /1984
CIN,1988,33,David Fulcher,24,SS,16,16,236,6-3,Arizona St.,9/28/1964,2,10,Cincinnati Bengals / 3rd / 78th pick /1986
