No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
97,Geno Atkins,29,RDT,16,15,300,6-1,Georgia,3/28/1988,7,10,Cincinnati Bengals / 4th / 120th pick /2010,CIN,2017,2025-08-15 13:48:48
52,Brandon Bell,22,LB,3,0,230,6-1,Penn St.,1/9/1995,Rook,0,,CIN,2017,2025-08-15 13:48:48
25,Giovani Bernard,26,RB,16,2,205,5-9,North Carolina,11/22/1991,4,7,Cincinnati Bengals / 2nd / 37th pick /2013,CIN,2017,2025-08-15 13:48:48
99,Andrew Billings,22,LDT,15,7,340,6-1,Baylor,3/6/1995,1,4,Cincinnati Bengals / 4th / 122nd pick /2016,CIN,2017,2025-08-15 13:48:48
61,Russell Bodine,25,C,16,16,308,6-3,North Carolina,6/30/1992,3,6,Cincinnati Bengals / 4th / 111th pick /2014,CIN,2017,2025-08-15 13:48:48
65,Clint Boling,28,LG,16,16,305,6-5,Georgia,5/9/1989,6,6,Cincinnati Bengals / 4th / 101st pick /2011,CIN,2017,2025-08-15 13:48:48
83,Tyler Boyd,23,WR,10,1,203,6-2,Pittsburgh,11/15/1994,1,2,Cincinnati Bengals / 2nd / 55th pick /2016,CIN,2017,2025-08-15 13:48:48
4,Randy Bullock,28,K,15,0,210,5-9,Texas A&M,12/16/1989,4,3,Houston Texans / 5th / 161st pick /2012,CIN,2017,2025-08-15 13:48:48
55,Vontaze Burfict,27,RLB,10,10,255,6-1,Arizona St.,9/24/1990,5,5,,CIN,2017,2025-08-15 13:48:48
82,Cethan Carter,22,TE,16,0,248,6-3,Nebraska,9/5/1995,Rook,0,,CIN,2017,2025-08-15 13:48:48
16,Cody Core,23,WR,13,0,205,6-3,Mississippi,4/17/1994,1,0,Cincinnati Bengals / 6th / 199th pick /2016,CIN,2017,2025-08-15 13:48:48
14,Andy Dalton,30,QB,16,16,220,6-2,TCU,10/29/1987,6,11,Cincinnati Bengals / 2nd / 35th pick /2011,CIN,2017,2025-08-15 13:48:48
21,Darqueze Dennard,26,DB,16,6,205,5-11,Michigan St.,10/10/1991,3,4,Cincinnati Bengals / 1st / 24th pick /2014,CIN,2017,2025-08-15 13:48:48
96,Carlos Dunlap,28,LDE,16,16,285,6-6,Florida,2/28/1989,7,8,Cincinnati Bengals / 2nd / 54th pick /2010,CIN,2017,2025-08-15 13:48:48
85,Tyler Eifert,27,TE,2,1,255,6-6,Notre Dame,9/8/1990,4,0,Cincinnati Bengals / 1st / 21st pick /2013,CIN,2017,2025-08-15 13:48:48
12,Alex Erickson,25,WR,16,0,195,6-0,Wisconsin,11/6/1992,1,2,,CIN,2017,2025-08-15 13:48:48
50,Jordan Evans,22,LB,15,4,242,6-3,Oklahoma,1/27/1995,Rook,3,Cincinnati Bengals / 6th / 193rd pick /2017,CIN,2017,2025-08-15 13:48:48
42,Clayton Fejedelem,24,SS,16,5,205,6-1,Illinois,6/2/1993,1,3,Cincinnati Bengals / 7th / 245th pick /2016,CIN,2017,2025-08-15 13:48:48
