Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
SFO,1983,68,John Ayers,30,LG,16,16,258,6-5,"Texas,West Texas A&M",4/14/1953,6,10,San Francisco 49ers / 8th / 223rd pick /1976
SFO,1983,7,Guy Benjamin,28,QB,4,0,210,6-4,Stanford,6/27/1955,5,0,Miami Dolphins / 2nd / 51st pick /1978
SFO,1983,44,Richard Blackmore,27,DB,11,1,174,5-10,Mississippi St.,8/14/1956,4,1,
SFO,1983,76,Dwaine Board,27,RDE,16,13,248,6-5,North Carolina A&T,11/29/1956,4,8,Pittsburgh Steelers / 5th / 137th pick /1979
SFO,1983,57,Dan Bunz,28,LB,9,0,226,6-4,"UC Riverside,Long Beach St.",10/7/1955,5,1,San Francisco 49ers / 1st / 24th pick /1978
SFO,1983,6,Matt Cavanaugh,27,QB,5,0,212,6-2,Pittsburgh,10/27/1956,4,0,New England Patriots / 2nd / 50th pick /1978
SFO,1983,78,John Choma,28,T,6,0,261,6-5,Virginia,2/9/1955,2,1,San Diego Chargers / 5th / 135th pick /1978
SFO,1983,87,Dwight Clark,26,WR,16,13,212,6-4,Clemson,1/8/1957,4,9,San Francisco 49ers / 10th / 249th pick /1979
SFO,1983,47,Tim Collier,29,DB,10,4,172,6-0,Texas A&M-Commerce,5/31/1954,7,3,Kansas City Chiefs / 9th / 249th pick /1976
SFO,1983,89,Earl Cooper,26,TE,16,0,227,6-2,Rice,9/17/1957,3,2,San Francisco 49ers / 1st / 13th pick /1980
SFO,1983,33,Roger Craig,23,FB,16,13,222,6-0,Nebraska,7/10/1960,Rook,10,San Francisco 49ers / 2nd / 49th pick /1983
SFO,1983,51,Randy Cross,29,RG,16,16,259,6-3,UCLA,4/25/1954,7,10,San Francisco 49ers / 2nd / 42nd pick /1976
SFO,1983,74,Fred Dean,31,DE,16,2,230,6-3,Louisiana Tech,2/24/1952,8,5,San Diego Chargers / 2nd / 33rd pick /1975
SFO,1983,62,Walt Downing,27,G,12,1,259,6-3,Michigan,6/11/1956,5,2,San Francisco 49ers / 2nd / 47th pick /1978
SFO,1983,50,Riki Ellison,23,LILB,16,15,225,6-2,USC,8/15/1960,Rook,6,San Francisco 49ers / 5th / 117th pick /1983
SFO,1983,71,Keith Fahnhorst,31,RT,16,16,273,6-6,Minnesota,2/6/1952,9,10,San Francisco 49ers / 2nd / 35th pick /1974
SFO,1983,54,Ron Ferrari,24,LB,16,0,212,6-0,"Lakeland,Illinois",7/30/1959,1,1,San Francisco 49ers / 7th / 195th pick /1982
SFO,1983,81,Russ Francis,30,TE,16,16,240,6-6,Oregon,4/3/1953,8,4,New England Patriots / 1st / 16th pick /1975
