No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
11,Brandon Aiyuk,25,WR,16,16,200,6-0,Arizona St.,3/17/1998,3,15,San Francisco 49ers / 1st / 25th pick /2020,SFO,2023,2025-08-15 14:32:03
91,Arik Armstead,30,LDT,12,12,290,6-7,Oregon,11/15/1993,8,5,San Francisco 49ers / 1st / 17th pick /2015,SFO,2023,2025-08-15 14:32:03
65,Aaron Banks,26,OL,15,14,325,6-5,Notre Dame,9/3/1997,2,7,San Francisco 49ers / 2nd / 48th pick /2021,SFO,2023,2025-08-15 14:32:03
78,Ben Bartch,25,OL,5,0,315,6-6,Saint John's (MN),7/22/1998,3,0,Jacksonville Jaguars / 4th / 116th pick /2020,SFO,2023,2025-08-15 14:32:03
51,Robert Beal,24,DL,4,0,250,6-4,Georgia,8/18/1999,Rook,0,San Francisco 49ers / 5th / 173rd pick /2023,SFO,2023,2025-08-15 14:32:03
10,Ronnie Bell,23,WR,17,0,195,6-0,Michigan,1/28/2000,Rook,1,San Francisco 49ers / 7th / 253rd pick /2023,SFO,2023,2025-08-15 14:32:03
97,Nick Bosa,26,DL,17,17,266,6-4,Ohio St.,10/23/1997,4,11,San Francisco 49ers / 1st / 2nd pick /2019,SFO,2023,2025-08-15 14:32:03
64,Jake Brendel,31,OL,17,17,299,6-4,UCLA,9/10/1992,7,8,,SFO,2023,2025-08-15 14:32:03
22,Anthony Brown,30,CB,2,0,192,5-11,Purdue,12/15/1993,7,0,Dallas Cowboys / 6th / 189th pick /2016,SFO,2023,2025-08-15 14:32:03
27,Ji'Ayir Brown,23,S,15,5,202,5-11,"Lackawanna,Penn St.",1/25/2000,Rook,2,San Francisco 49ers / 3rd / 87th pick /2023,SFO,2023,2025-08-15 14:32:03
40,Austin Bryant,27,DL,2,0,250,6-5,Clemson,11/12/1996,4,0,Detroit Lions / 4th / 117th pick /2019,SFO,2023,2025-08-15 14:32:03
74,Spencer Burford,23,OL,14,13,300,6-4,Texas-San Antonio,7/19/2000,1,6,San Francisco 49ers / 4th / 134th pick /2022,SFO,2023,2025-08-15 14:32:03
48,Oren Burks,28,LB,15,5,233,6-3,Vanderbilt,3/21/1995,5,3,Green Bay Packers / 3rd / 88th pick /2018,SFO,2023,2025-08-15 14:32:03
84,Chris Conley,31,WR,8,0,205,6-3,Georgia,10/25/1992,8,1,Kansas City Chiefs / 3rd / 76th pick /2015,SFO,2023,2025-08-15 14:32:03
14,Sam Darnold,26,QB,10,1,225,6-3,USC,6/5/1997,5,1,New York Jets / 1st / 3rd pick /2018,SFO,2023,2025-08-15 14:32:03
66,Jesse Davis,32,OL,1,0,309,6-6,Idaho,9/15/1991,6,0,,SFO,2023,2025-08-15 14:32:03
93,Kalia Davis,25,DL,3,0,310,6-2,Central Florida,10/2/1998,1,0,San Francisco 49ers / 6th / 220th pick /2022,SFO,2023,2025-08-15 14:32:03
32,Tyrion Davis-Price,23,RB,1,0,219,6-1,LSU,10/23/2000,1,0,San Francisco 49ers / 3rd / 93rd pick /2022,SFO,2023,2025-08-15 14:32:03
82,Ross Dwelley,28,TE,12,0,235,6-5,San Diego,1/26/1995,5,0,,SFO,2023,2025-08-15 14:32:03
55,Jon Feliciano,31,OL,16,7,325,6-4,Miami (FL),2/10/1992,8,4,Oakland Raiders / 4th / 128th pick /2015,SFO,2023,2025-08-15 14:32:03
94,Clelin Ferrell,26,DL,17,17,265,6-4,Clemson,5/17/1997,4,8,Oakland Raiders / 1st / 4th pick /2019,SFO,2023,2025-08-15 14:32:03
45,Demetrius Flannigan-Fowles,27,LB,16,1,210,6-2,Arizona,9/4/1996,3,1,,SFO,2023,2025-08-15 14:32:03
31,Tashaun Gipson,33,S,16,16,212,5-11,Wyoming,8/7/1990,11,5,,SFO,2023,2025-08-15 14:32:03
90,Kevin Givens,26,DL,17,1,285,6-1,Penn St.,3/1/1997,4,2,,SFO,2023,2025-08-15 14:32:03
50,Jalen Graham,22,LB,4,0,220,6-3,Purdue,1/11/2001,Rook,0,San Francisco 49ers / 7th / 255th pick /2023,SFO,2023,2025-08-15 14:32:03
57,Dre Greenlaw,26,LB,15,15,230,6-0,Arkansas,5/25/1997,4,7,San Francisco 49ers / 5th / 148th pick /2019,SFO,2023,2025-08-15 14:32:03
5,Randy Gregory,31,LB,12,0,242,6-5,"Arizona Western,Nebraska",11/23/1992,8,1,Dallas Cowboys / 2nd / 60th pick /2015,SFO,2023,2025-08-15 14:32:03
98,Javon Hargrave,30,DL,16,16,305,6-2,South Carolina St.,2/7/1993,7,10,Pittsburgh Steelers / 3rd / 89th pick /2016,SFO,2023,2025-08-15 14:32:03
35,Erik Harris,33,S,3,0,225,6-2,California (PA),4/2/1990,7,0,,SFO,2023,2025-08-15 14:32:03
41,Tayler Hawkins,26,S,1,1,205,6-1,San Diego St.,12/27/1997,1,0,,SFO,2023,2025-08-15 14:32:03
29,Talanoa Hufanga,24,S,10,10,200,6-0,USC,2/2/1999,2,3,San Francisco 49ers / 5th / 180th pick /2021,SFO,2023,2025-08-15 14:32:03
92,Kerry Hyder,32,DE,4,0,275,6-2,Texas Tech,5/2/1991,8,0,,SFO,2023,2025-08-15 14:32:03
95,Drake Jackson,22,DL,8,0,273,6-4,USC,4/12/2001,1,1,San Francisco 49ers / 2nd / 61st pick /2022,SFO,2023,2025-08-15 14:32:03
38,Shemar Jean-Charles,25,CB,5,0,184,5-10,Appalachian St.,6/20/1998,2,0,Green Bay Packers / 5th / 178th pick /2021,SFO,2023,2025-08-15 14:32:03
15,Jauan Jennings,26,WR,13,2,212,6-3,Tennessee,7/10/1997,2,3,San Francisco 49ers / 7th / 217th pick /2020,SFO,2023,2025-08-15 14:32:03
69,Sebastian Joseph-Day,28,DT,2,0,310,6-4,Rutgers,3/21/1995,4,0,Los Angeles Rams / 6th / 195th pick /2018,SFO,2023,2025-08-15 14:32:03
44,Kyle Juszczyk,32,FB,17,16,235,6-1,Harvard,4/23/1991,10,1,Baltimore Ravens / 4th / 130th pick /2013,SFO,2023,2025-08-15 14:32:03
99,Javon Kinlaw,26,DT,17,6,319,6-5,South Carolina,10/3/1997,3,4,San Francisco 49ers / 1st / 14th pick /2020,SFO,2023,2025-08-15 14:32:03
85,George Kittle,30,TE,16,16,250,6-4,Iowa,10/9/1993,6,11,San Francisco 49ers / 5th / 146th pick /2017,SFO,2023,2025-08-15 14:32:03
2,Deommodore Lenoir,24,DB,17,17,200,5-10,Oregon,10/6/1999,2,5,San Francisco 49ers / 5th / 172nd pick /2021,SFO,2023,2025-08-15 14:32:03
