No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
20,Kenneth Acker,23,RCB,15,13,195,6-0,SMU,2/6/1992,1,5,San Francisco 49ers / 6th / 180th pick /2014,SFO,2015,2025-08-15 14:31:04
91,Arik Armstead,22,DE,16,1,290,6-7,Oregon,11/15/1993,Rook,2,San Francisco 49ers / 1st / 17th pick /2015,SFO,2015,2025-08-15 14:31:04
54,Ray-Ray Armstrong,24,DB,5,0,220,6-3,Miami (FL),3/5/1991,2,1,,SFO,2015,2025-08-15 14:31:04
84,Blake Bell,24,TE,14,5,252,6-6,Oklahoma,8/7/1991,Rook,1,San Francisco 49ers / 4th / 117th pick /2015,SFO,2015,2025-08-15 14:31:04
50,Nick Bellore,26,LB,16,0,250,6-1,Central Michigan,5/12/1989,4,1,,SFO,2015,2025-08-15 14:31:04
41,Antoine Bethea,31,SS,7,7,206,5-11,Howard,7/27/1984,9,2,Indianapolis Colts / 6th / 207th pick /2006,SFO,2015,2025-08-15 14:31:04
81,Anquan Boldin,35,WR,14,13,220,6-1,Florida St.,10/3/1980,12,5,Arizona Cardinals / 2nd / 54th pick /2003,SFO,2015,2025-08-15 14:31:04
75,Alex Boone,28,LG,13,13,330,6-7,Ohio St.,5/4/1987,5,5,,SFO,2015,2025-08-15 14:31:04
53,NaVorro Bowman,27,LILB,16,16,230,6-1,Penn St.,5/28/1988,5,14,San Francisco 49ers / 3rd / 91st pick /2010,SFO,2015,2025-08-15 14:31:04
26,Tramaine Brock,27,LCB,15,15,188,6-0,"Mississippi Gulf Coast CC,Minnesota,Belhaven",8/20/1988,5,5,,SFO,2015,2025-08-15 14:31:04
55,Ahmad Brooks,31,LOLB,14,14,259,6-3,Virginia,3/14/1984,9,6,Cincinnati Bengals / 3rd / 1st pick /2006Supp,SFO,2015,2025-08-15 14:31:04
