No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
51,Azeez Al-Shaair,22,LB,15,4,228,6-2,Florida Atlantic,8/4/1997,Rook,3,,"$495,000",SFO,2019,2025-08-15 14:31:33
56,Kwon Alexander,25,LLB,8,8,227,6-1,LSU,8/3/1994,4,4,Tampa Bay Buccaneers / 4th / 124th pick /2015,"$1,750,000",SFO,2019,2025-08-15 14:31:33
91,Arik Armstead,26,RDE/LDE,16,16,290,6-7,Oregon,11/15/1993,4,9,San Francisco 49ers / 1st / 17th pick /2015,"$9,046,000",SFO,2019,2025-08-15 14:31:33
98,Ronald Blair,26,DE,9,0,270,6-4,Appalachian St.,1/21/1993,3,2,San Francisco 49ers / 5th / 142nd pick /2016,"$720,000",SFO,2019,2025-08-15 14:31:33
97,Nick Bosa,22,LDE,16,14,266,6-4,Ohio St.,10/23/1997,Rook,12,San Francisco 49ers / 1st / 2nd pick /2019,"$495,000",SFO,2019,2025-08-15 14:31:33
84,Kendrick Bourne,24,WR,16,0,205,6-1,Eastern Washington,8/4/1995,2,4,,"$645,000",SFO,2019,2025-08-15 14:31:33
22,Matt Breida,24,RB,13,5,195,5-10,Georgia Southern,2/28/1995,2,6,,"$645,000",SFO,2019,2025-08-15 14:31:33
60,Daniel Brunskill,25,RT,14,7,300,6-5,San Diego St.,1/27/1994,Rook,5,,"$495,000",SFO,2019,2025-08-15 14:31:33
99,DeForest Buckner,25,RDT,16,16,295,6-7,Oregon,3/17/1994,3,16,San Francisco 49ers / 1st / 7th pick /2016,"$720,000",SFO,2019,2025-08-15 14:31:33
88,Garrett Celek,31,TE,5,1,252,6-5,Michigan St.,5/29/1988,7,0,,"$1,700,000",SFO,2019,2025-08-15 14:31:33
26,Tevin Coleman,26,RB,14,11,210,6-1,Indiana,4/16/1993,4,6,Atlanta Falcons / 3rd / 73rd pick /2015,"$1,550,000",SFO,2019,2025-08-15 14:31:33
59,Jon Condo,38,LS,1,0,240,6-3,Maryland,8/26/1981,14,0,,,SFO,2019,2025-08-15 14:31:33
96,Sheldon Day,25,DT,16,2,285,6-1,Notre Dame,7/1/1994,3,2,Jacksonville Jaguars / 4th / 103rd pick /2016,"$720,000",SFO,2019,2025-08-15 14:31:33
82,Ross Dwelley,24,TE,16,6,235,6-5,San Diego,1/26/1995,1,1,,"$570,000",SFO,2019,2025-08-15 14:31:33
38,Antone Exum,28,DB,7,0,219,6-0,Virginia Tech,2/27/1991,5,0,Minnesota Vikings / 6th / 182nd pick /2014,"$805,000",SFO,2019,2025-08-15 14:31:33
55,Dee Ford,28,LB,11,2,252,6-2,Auburn,3/19/1991,5,2,Kansas City Chiefs / 1st / 23rd pick /2014,"$4,750,000",SFO,2019,2025-08-15 14:31:33
63,Ben Garland,31,DT,9,3,308,6-5,Air Force,4/6/1988,5,2,,"$805,000",SFO,2019,2025-08-15 14:31:33
10,Jimmy Garoppolo,28,QB,16,16,225,6-2,Eastern Illinois,11/2/1991,5,15,New England Patriots / 2nd / 62nd pick /2014,"$17,200,000",SFO,2019,2025-08-15 14:31:33
90,Kevin Givens,22,DT,1,0,285,6-1,Penn St.,3/1/1997,Rook,0,,,SFO,2019,2025-08-15 14:31:33
11,Marquise Goodwin,29,WR,9,6,185,5-9,Texas,11/19/1990,6,2,Buffalo Bills / 3rd / 78th pick /2013,"$2,950,000",SFO,2019,2025-08-15 14:31:33
9,Robbie Gould,37,K,13,0,190,6-0,Penn St.,12/6/1982,14,1,,"$4,971,000",SFO,2019,2025-08-15 14:31:33
57,Dre Greenlaw,22,RLB,16,11,230,6-0,Arkansas,5/25/1997,Rook,7,San Francisco 49ers / 5th / 148th pick /2019,"$710,000",SFO,2019,2025-08-15 14:31:33
36,Marcell Harris,25,DB,13,4,215,6-0,Florida,6/9/1994,1,2,San Francisco 49ers / 6th / 184th pick /2018,"$570,000",SFO,2019,2025-08-15 14:31:33
40,Colin Holba,25,LS,2,0,248,6-4,Louisville,7/8/1994,2,0,Pittsburgh Steelers / 6th / 213th pick /2017,"$645,000",SFO,2019,2025-08-15 14:31:33
13,Richie James,24,WR,16,1,185,5-9,Middle Tenn. St.,9/5/1995,1,2,San Francisco 49ers / 7th / 240th pick /2018,"$570,000",SFO,2019,2025-08-15 14:31:33
38,Dontae Johnson,28,DB,7,0,200,6-2,North Carolina St.,12/1/1991,5,0,San Francisco 49ers / 4th / 129th pick /2014,"$805,000",SFO,2019,2025-08-15 14:31:33
93,D.J. Jones,24,LDT,11,11,305,6-0,"East Mississippi CC,Mississippi",1/19/1995,2,6,San Francisco 49ers / 6th / 198th pick /2017,"$645,000",SFO,2019,2025-08-15 14:31:33
44,Kyle Juszczyk,28,FB,12,12,235,6-1,Harvard,4/23/1991,6,3,Baltimore Ravens / 4th / 130th pick /2013,"$4,200,000",SFO,2019,2025-08-15 14:31:33
85,George Kittle,26,TE,14,14,250,6-4,Iowa,10/9/1993,2,11,San Francisco 49ers / 5th / 146th pick /2017,"$645,000",SFO,2019,2025-08-15 14:31:33
47,Elijah Lee,23,LB,8,1,230,6-3,Kansas St.,2/8/1996,2,1,Minnesota Vikings / 7th / 232nd pick /2017,"$645,000",SFO,2019,2025-08-15 14:31:33
81,Jordan Matthews,27,WR,1,0,212,6-3,Vanderbilt,7/16/1992,5,0,Philadelphia Eagles / 2nd / 42nd pick /2014,"$1,000,000",SFO,2019,2025-08-15 14:31:33
69,Mike McGlinchey,25,RT,12,12,315,6-8,Notre Dame,8/29/1994,1,7,San Francisco 49ers / 1st / 9th pick /2018,"$570,000",SFO,2019,2025-08-15 14:31:33
5,Chase McLaughlin,23,K,3,0,190,6-0,Illinois,4/9/1996,Rook,1,,,SFO,2019,2025-08-15 14:31:33
93,Earl Mitchell,32,DT,0,0,310,6-3,Arizona,9/25/1987,9,,Houston Texans / 3rd / 81st pick /2010,,SFO,2019,2025-08-15 14:31:33
90,Damontre Moore,27,DE,2,0,260,6-4,Texas A&M,9/11/1992,6,0,New York Giants / 3rd / 81st pick /2013,"$805,000",SFO,2019,2025-08-15 14:31:33
33,Tarvarius Moore,23,DB,16,3,200,6-2,Southern Miss,8/16/1996,1,2,San Francisco 49ers / 3rd / 95th pick /2018,"$603,000",SFO,2019,2025-08-15 14:31:33
41,Emmanuel Moseley,23,RCB,16,9,195,5-11,Tennessee,3/25/1996,1,4,,"$495,000",SFO,2019,2025-08-15 14:31:33
31,Raheem Mostert,27,RB,16,0,212,5-10,Purdue,4/9/1992,4,8,,"$1,400,000",SFO,2019,2025-08-15 14:31:33
4,Nick Mullens,24,QB,1,0,210,6-0,Southern Miss,3/21/1995,1,0,,"$570,000",SFO,2019,2025-08-15 14:31:33
86,Kyle Nelson,33,LS,10,0,240,6-2,New Mexico St.,10/3/1986,7,1,,"$601,765",SFO,2019,2025-08-15 14:31:33
53,Mark Nzeocha,29,LB,16,0,240,6-3,Wyoming,1/19/1990,4,2,Dallas Cowboys / 7th / 236th pick /2015,"$1,100,000",SFO,2019,2025-08-15 14:31:33
68,Michael Person,31,RG,14,14,300,6-4,Montana St.,5/17/1988,6,8,San Francisco 49ers / 7th / 239th pick /2011,"$1,450,000",SFO,2019,2025-08-15 14:31:33
18,Dante Pettis,24,WR,11,4,200,6-2,Washington,10/23/1995,1,1,San Francisco 49ers / 2nd / 44th pick /2018,"$770,934",SFO,2019,2025-08-15 14:31:33
32,D.J. Reed,23,DB,16,0,190,5-9,Kansas St.,11/11/1996,1,1,San Francisco 49ers / 5th / 142nd pick /2018,"$570,000",SFO,2019,2025-08-15 14:31:33
58,Weston Richburg,28,C,13,13,290,6-4,Colorado St.,7/9/1991,5,8,New York Giants / 2nd / 43rd pick /2014,"$5,500,000",SFO,2019,2025-08-15 14:31:33
19,Deebo Samuel,23,WR,15,11,215,6-0,South Carolina,1/15/1996,Rook,10,San Francisco 49ers / 2nd / 36th pick /2019,"$495,000",SFO,2019,2025-08-15 14:31:33
89,Garrison Sanborn,34,LS,3,0,240,6-1,Florida St.,7/31/1985,10,0,,,SFO,2019,2025-08-15 14:31:33
17,Emmanuel Sanders,32,WR,10,9,180,5-11,SMU,3/17/1987,9,5,Pittsburgh Steelers / 3rd / 82nd pick /2010,,SFO,2019,2025-08-15 14:31:33
25,Richard Sherman,31,LCB,15,15,195,6-3,Stanford,3/30/1988,8,12,Seattle Seahawks / 5th / 154th pick /2011,"$7,000,000",SFO,2019,2025-08-15 14:31:33
67,Justin Skule,23,LT,15,8,315,6-6,Vanderbilt,11/23/1996,Rook,5,San Francisco 49ers / 6th / 183rd pick /2019,"$672,500",SFO,2019,2025-08-15 14:31:33
74,Joe Staley,35,LT,7,7,295,6-5,Central Michigan,8/30/1984,12,4,San Francisco 49ers / 1st / 28th pick /2007,"$8,050,000",SFO,2019,2025-08-15 14:31:33
95,Kentavius Street,23,DE,3,0,315,6-2,North Carolina St.,5/8/1996,1,0,San Francisco 49ers / 4th / 128th pick /2018,"$495,000",SFO,2019,2025-08-15 14:31:33
29,Jaquiski Tartt,27,SS,12,12,215,6-1,Samford,2/18/1992,4,4,San Francisco 49ers / 2nd / 46th pick /2015,"$3,000,000",SFO,2019,2025-08-15 14:31:33
77,Jullian Taylor,24,DT,6,0,280,6-5,Temple,1/30/1995,1,1,San Francisco 49ers / 7th / 223rd pick /2018,"$570,000",SFO,2019,2025-08-15 14:31:33
94,Solomon Thomas,24,DE,16,3,256,6-2,Stanford,12/20/1995,2,3,San Francisco 49ers / 1st / 3rd pick /2017,"$645,000",SFO,2019,2025-08-15 14:31:33
83,Levine Toilolo,28,TE,13,0,268,6-8,Stanford,7/30/1991,6,0,Atlanta Falcons / 4th / 133rd pick /2013,"$805,000",SFO,2019,2025-08-15 14:31:33
75,Laken Tomlinson,27,LG,16,16,323,6-3,Duke,2/9/1992,4,9,Detroit Lions / 1st / 28th pick /2015,"$2,000,000",SFO,2019,2025-08-15 14:31:33
92,Jeremiah Valoaga,25,DE,4,0,275,6-6,UNLV,11/15/1994,2,0,,"$570,000",SFO,2019,2025-08-15 14:31:33
