No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
31,Ameer Abdullah,27,RB,16,0,203,5-9,Nebraska,6/13/1993,5,1,Detroit Lions / 2nd / 54th pick /2015,"$910,000",MIN,2020,2025-08-15 14:13:39
66,Abdullah Anderson,24,DE,1,0,295,6-4,Bucknell,1/24/1996,1,0,,,MIN,2020,2025-08-15 14:13:39
5,Dan Bailey,32,K,16,0,190,6-0,Oklahoma St.,1/26/1988,9,1,,"$1,050,000",MIN,2020,2025-08-15 14:13:39
34,Jake Bargas,24,FB,1,0,250,6-2,North Carolina,11/28/1996,Rook,0,,,MIN,2020,2025-08-15 14:13:39
55,Anthony Barr,28,LB,2,2,257,6-5,UCLA,3/18/1992,6,1,Minnesota Vikings / 1st / 9th pick /2014,"$10,000,000",MIN,2020,2025-08-15 14:13:39
12,Chad Beebe,26,WR,14,0,183,5-10,Northern Illinois,6/1/1994,2,2,,"$750,000",MIN,2020,2025-08-15 14:13:39
23,Mike Boone,25,RB,16,0,206,5-10,Cincinnati,6/30/1995,2,0,,"$750,000",MIN,2020,2025-08-15 14:13:39
29,Kris Boyd,24,DB,10,5,201,5-11,Texas,9/12/1996,1,2,Minnesota Vikings / 7th / 217th pick /2019,"$675,000",MIN,2020,2025-08-15 14:13:39
56,Garrett Bradbury,25,C,16,16,300,6-3,North Carolina St.,6/20/1995,1,7,Minnesota Vikings / 1st / 18th pick /2019,"$1,080,585",MIN,2020,2025-08-15 14:13:39
67,Jordan Brailford,25,LB,5,0,252,6-3,Oklahoma St.,10/9/1995,1,1,Washington Redskins / 7th / 253rd pick /2019,"$430,588",MIN,2020,2025-08-15 14:13:39
85,Dan Chisena,23,WR,14,0,203,6-3,Penn St.,2/25/1997,Rook,0,,"$610,000",MIN,2020,2025-08-15 14:13:39
