No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
31,Ameer Abdullah,28,RB,6,0,203,5-9,Nebraska,6/13/1993,6,0,Detroit Lions / 2nd / 54th pick /2015,MIN,2021,2025-08-15 14:13:46
24,Mackensie Alexander,28,RLB,16,5,192,5-10,Clemson,11/12/1993,5,2,Minnesota Vikings / 2nd / 54th pick /2016,MIN,2021,2025-08-15 14:13:46
34,Jake Bargas,25,FB,1,0,250,6-2,North Carolina,11/28/1996,1,0,,MIN,2021,2025-08-15 14:13:46
55,Anthony Barr,29,LLB,11,11,257,6-5,UCLA,3/18/1992,7,6,Minnesota Vikings / 1st / 9th pick /2014,MIN,2021,2025-08-15 14:13:46
3,Jordan Berry,30,P,17,0,195,6-5,Eastern Kentucky,3/18/1991,6,3,,MIN,2021,2025-08-15 14:13:46
47,Tuf Borland,23,LB,2,0,234,6-1,Ohio St.,3/23/1998,Rook,0,,MIN,2021,2025-08-15 14:13:46
73,Tashawn Bower,26,DE,4,0,250,6-5,LSU,2/18/1995,4,0,,MIN,2021,2025-08-15 14:13:46
29,Kris Boyd,25,DB,15,1,201,5-11,Texas,9/12/1996,2,2,Minnesota Vikings / 7th / 217th pick /2019,MIN,2021,2025-08-15 14:13:46
56,Garrett Bradbury,26,C,13,13,300,6-3,North Carolina St.,6/20/1995,2,5,Minnesota Vikings / 1st / 18th pick /2019,MIN,2021,2025-08-15 14:13:46
64,Blake Brandel,24,T,13,0,315,6-6,Oregon St.,1/23/1997,1,1,Minnesota Vikings / 6th / 203rd pick /2020,MIN,2021,2025-08-15 14:13:46
21,Bashaud Breeland,29,RCB,13,13,195,5-11,Clemson,1/30/1992,7,5,Washington Redskins / 4th / 102nd pick /2014,MIN,2021,2025-08-15 14:13:46
43,Camryn Bynum,23,DB,14,3,200,6-0,California,7/19/1998,Rook,2,Minnesota Vikings / 4th / 125th pick /2021,MIN,2021,2025-08-15 14:13:46
85,Dan Chisena,24,WR,11,0,203,6-3,Penn St.,2/25/1997,1,0,,MIN,2021,2025-08-15 14:13:46
72,Ezra Cleveland,23,LG,17,17,312,6-6,Boise St.,5/8/1998,1,6,Minnesota Vikings / 2nd / 58th pick /2020,MIN,2021,2025-08-15 14:13:46
52,Mason Cole,25,C,14,7,298,6-5,Michigan,3/28/1996,3,3,Arizona Cardinals / 3rd / 97th pick /2018,MIN,2021,2025-08-15 14:13:46
83,Tyler Conklin,26,TE,17,15,248,6-3,Central Michigan,7/30/1995,3,5,Minnesota Vikings / 5th / 157th pick /2018,MIN,2021,2025-08-15 14:13:46
57,Ryan Connelly,26,LB,12,0,234,6-2,Wisconsin,10/3/1995,2,1,New York Giants / 5th / 143rd pick /2019,MIN,2021,2025-08-15 14:13:46
33,Dalvin Cook,26,RB,13,13,210,5-10,Florida St.,8/10/1995,4,9,Minnesota Vikings / 2nd / 41st pick /2017,MIN,2021,2025-08-15 14:13:46
8,Kirk Cousins,33,QB,16,16,205,6-3,Michigan St.,8/19/1988,9,13,Washington Redskins / 4th / 102nd pick /2012,MIN,2021,2025-08-15 14:13:46
27,Cameron Dantzler,23,LCB,14,7,188,6-2,Mississippi St.,9/3/1998,1,3,Minnesota Vikings / 3rd / 89th pick /2020,MIN,2021,2025-08-15 14:13:46
71,Christian Darrisaw,22,LT,12,10,315,6-5,Virginia Tech,6/2/1999,Rook,5,Minnesota Vikings / 1st / 23rd pick /2021,MIN,2021,2025-08-15 14:13:46
51,Wyatt Davis,22,G,6,0,315,6-4,Ohio St.,2/17/1999,Rook,0,Minnesota Vikings / 3rd / 86th pick /2021,MIN,2021,2025-08-15 14:13:46
42,Andrew DePaola,34,LS,17,0,229,6-1,Rutgers,7/28/1987,7,1,,MIN,2021,2025-08-15 14:13:46
86,Brandon Dillon,24,TE,1,0,250,6-5,Marian,4/30/1997,2,0,,MIN,2021,2025-08-15 14:13:46
46,Myles Dorn,23,S,9,0,210,6-2,North Carolina,6/25/1998,Rook,1,,MIN,2021,2025-08-15 14:13:46
78,Dakota Dozier,30,G,6,0,312,6-4,Furman,4/30/1991,6,0,New York Jets / 4th / 137th pick /2014,MIN,2021,2025-08-15 14:13:46
45,Troy Dye,25,LB,17,1,225,6-3,Oregon,9/18/1996,1,2,Minnesota Vikings / 4th / 132nd pick /2020,MIN,2021,2025-08-15 14:13:46
82,Ben Ellefson,25,TE,5,0,250,6-3,North Dakota St.,9/1/1996,1,0,,MIN,2021,2025-08-15 14:13:46
31,Wayne Gallman,27,RB,2,0,210,6-0,Clemson,10/1/1994,4,0,New York Giants / 4th / 140th pick /2017,MIN,2021,2025-08-15 14:13:46
