No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
31,Ameer Abdullah,25,RB,7,0,203,5-9,Nebraska,6/13/1993,3,0,Detroit Lions / 2nd / 54th pick /2015,MIN,2018,2025-08-15 14:13:19
20,Mackensie Alexander,25,DB,15,6,192,5-10,Clemson,11/12/1993,2,3,Minnesota Vikings / 2nd / 54th pick /2016,MIN,2018,2025-08-15 14:13:19
5,Dan Bailey,30,K,14,0,190,6-0,Oklahoma St.,1/26/1988,7,1,,MIN,2018,2025-08-15 14:13:19
55,Anthony Barr,26,RLB,13,13,257,6-5,UCLA,3/18/1992,4,9,Minnesota Vikings / 1st / 9th pick /2014,MIN,2018,2025-08-15 14:13:19
12,Chad Beebe,24,WR,3,0,183,5-10,Northern Illinois,6/1/1994,Rook,0,,MIN,2018,2025-08-15 14:13:19
44,Mike Boone,23,RB,8,0,206,5-10,Cincinnati,6/30/1995,Rook,0,,MIN,2018,2025-08-15 14:13:19
90,Tashawn Bower,23,DE,5,0,250,6-5,LSU,2/18/1995,1,0,,MIN,2018,2025-08-15 14:13:19
40,Kentrell Brothers,25,LB,12,0,242,6-1,Missouri,2/8/1993,2,1,Minnesota Vikings / 5th / 160th pick /2016,MIN,2018,2025-08-15 14:13:19
7,Daniel Carlson,23,K,2,0,215,6-5,Auburn,1/23/1995,Rook,-1,Minnesota Vikings / 5th / 167th pick /2018,MIN,2018,2025-08-15 14:13:19
13,Stacy Coley,24,WR,2,0,195,6-0,Miami (FL),5/13/1994,1,0,Minnesota Vikings / 7th / 219th pick /2017,MIN,2018,2025-08-15 14:13:19
79,Tom Compton,29,LG,14,14,315,6-6,South Dakota,5/10/1989,5,6,Washington Redskins / 6th / 193rd pick /2012,MIN,2018,2025-08-15 14:13:19
83,Tyler Conklin,23,TE,16,3,248,6-3,Central Michigan,7/30/1995,Rook,1,Minnesota Vikings / 5th / 157th pick /2018,MIN,2018,2025-08-15 14:13:19
33,Dalvin Cook,23,RB,11,10,210,5-10,Florida St.,8/10/1995,1,6,Minnesota Vikings / 2nd / 41st pick /2017,MIN,2018,2025-08-15 14:13:19
8,Kirk Cousins,30,QB,16,16,205,6-3,Michigan St.,8/19/1988,6,12,Washington Redskins / 4th / 102nd pick /2012,MIN,2018,2025-08-15 14:13:19
14,Stefon Diggs,25,WR,15,14,191,6-0,Maryland,11/29/1993,3,8,Minnesota Vikings / 5th / 146th pick /2015,MIN,2018,2025-08-15 14:13:19
57,Devante Downs,23,LB,11,0,252,6-2,California,10/18/1995,Rook,1,Minnesota Vikings / 7th / 225th pick /2018,MIN,2018,2025-08-15 14:13:19
65,Pat Elflein,24,C,14,13,303,6-2,Ohio St.,7/6/1994,1,6,Minnesota Vikings / 3rd / 70th pick /2017,MIN,2018,2025-08-15 14:13:19
42,Ben Gedeon,24,LLB,15,8,244,6-2,Michigan,10/16/1994,1,5,Minnesota Vikings / 4th / 120th pick /2017,MIN,2018,2025-08-15 14:13:19
97,Everson Griffen,31,RDE,11,10,273,6-3,USC,12/22/1987,8,6,Minnesota Vikings / 4th / 100th pick /2010,MIN,2018,2025-08-15 14:13:19
30,C.J. Ham,25,RB,15,2,250,5-11,Augustana (SD),7/22/1993,1,1,,MIN,2018,2025-08-15 14:13:19
41,Anthony Harris,27,SS,15,9,202,6-1,Virginia,10/9/1991,3,4,,MIN,2018,2025-08-15 14:13:19
24,Holton Hill,21,DB,16,3,196,6-2,Texas,3/28/1997,Rook,2,,MIN,2018,2025-08-15 14:13:19
69,Rashod Hill,26,RT,16,8,310,6-6,Southern Miss,1/12/1992,2,4,,MIN,2018,2025-08-15 14:13:19
92,Jalyn Holmes,22,DE,5,0,283,6-5,Ohio St.,1/25/1996,Rook,1,Minnesota Vikings / 4th / 102nd pick /2018,MIN,2018,2025-08-15 14:13:19
21,Mike Hughes,21,DB,6,2,190,5-10,"North Carolina,Central Florida",2/11/1997,Rook,2,Minnesota Vikings / 1st / 30th pick /2018,MIN,2018,2025-08-15 14:13:19
99,Danielle Hunter,24,LDE,16,16,263,6-5,LSU,10/29/1994,3,17,Minnesota Vikings / 3rd / 88th pick /2015,MIN,2018,2025-08-15 14:13:19
23,George Iloka,28,DB,16,3,225,6-4,Boise St.,3/31/1990,6,2,Cincinnati Bengals / 5th / 167th pick /2012,MIN,2018,2025-08-15 14:13:19
63,Danny Isidora,24,G,14,2,306,6-3,Miami (FL),6/5/1994,1,2,Minnesota Vikings / 5th / 180th pick /2017,MIN,2018,2025-08-15 14:13:19
36,Craig James,22,DB,3,0,195,5-10,Southern Illinois,4/29/1996,Rook,0,,MIN,2018,2025-08-15 14:13:19
94,Jaleel Johnson,24,DT,16,1,316,6-3,Iowa,7/12/1994,1,2,Minnesota Vikings / 4th / 109th pick /2017,MIN,2018,2025-08-15 14:13:19
96,Tom Johnson,34,DT,13,0,285,6-3,"Mississippi Gulf Coast CC,Southern Miss",8/30/1984,7,3,,MIN,2018,2025-08-15 14:13:19
61,Brett Jones,27,G,14,3,315,6-2,Regina,7/29/1991,2,2,,MIN,2018,2025-08-15 14:13:19
98,Linval Joseph,30,RDT,15,15,329,6-4,East Carolina,10/10/1988,8,9,New York Giants / 2nd / 46th pick /2010,MIN,2018,2025-08-15 14:13:19
27,Jayron Kearse,24,DB,16,1,215,6-4,Clemson,2/11/1994,2,1,Minnesota Vikings / 7th / 244th pick /2016,MIN,2018,2025-08-15 14:13:19
54,Eric Kendricks,26,MLB,14,14,232,6-0,UCLA,2/29/1992,3,8,Minnesota Vikings / 2nd / 45th pick /2015,MIN,2018,2025-08-15 14:13:19
47,Kevin McDermott,28,LS,16,0,240,6-5,UCLA,1/12/1990,5,1,,MIN,2018,2025-08-15 14:13:19
89,David Morgan,25,TE,11,6,265,6-4,Texas-San Antonio,5/19/1993,2,0,Minnesota Vikings / 6th / 188th pick /2016,MIN,2018,2025-08-15 14:13:19
25,Latavius Murray,28,RB,16,6,230,6-3,Central Florida,1/18/1990,4,5,Oakland Raiders / 6th / 181st pick /2013,MIN,2018,2025-08-15 14:13:19
72,Storm Norton,24,T,1,0,310,6-7,Toledo,5/16/1994,Rook,0,,MIN,2018,2025-08-15 14:13:19
75,Brian O'Neill,23,RT,15,11,310,6-7,Pittsburgh,9/15/1995,Rook,5,Minnesota Vikings / 2nd / 62nd pick /2018,MIN,2018,2025-08-15 14:13:19
95,David Parry,26,NT,3,0,315,6-2,Stanford,3/7/1992,3,0,Indianapolis Colts / 5th / 151st pick /2015,MIN,2018,2025-08-15 14:13:19
71,Riley Reiff,30,LT,13,13,310,6-6,Iowa,12/1/1988,6,6,Detroit Lions / 1st / 23rd pick /2012,MIN,2018,2025-08-15 14:13:19
74,Mike Remmers,29,RG,16,16,301,6-5,Oregon St.,4/11/1989,5,7,,MIN,2018,2025-08-15 14:13:19
29,Xavier Rhodes,28,RCB,14,14,218,6-1,Florida St.,6/19/1990,5,5,Minnesota Vikings / 1st / 25th pick /2013,MIN,2018,2025-08-15 14:13:19
93,Sheldon Richardson,28,LDT,16,16,290,6-3,Missouri,11/29/1990,5,9,New York Jets / 1st / 13th pick /2013,MIN,2018,2025-08-15 14:13:19
17,Aldrick Robinson,30,WR,14,0,185,5-10,SMU,9/24/1988,6,2,Washington Redskins / 6th / 178th pick /2011,MIN,2018,2025-08-15 14:13:19
82,Kyle Rudolph,29,TE,16,16,265,6-6,Notre Dame,11/9/1989,7,5,Minnesota Vikings / 2nd / 43rd pick /2011,MIN,2018,2025-08-15 14:13:19
34,Andrew Sendejo,31,SS,5,5,210,6-1,Rice,9/9/1987,8,2,,MIN,2018,2025-08-15 14:13:19
35,Marcus Sherels,31,DB,12,0,175,5-10,Minnesota,9/30/1987,8,1,,MIN,2018,2025-08-15 14:13:19
22,Harrison Smith,29,FS,16,16,211,6-2,Notre Dame,2/2/1989,6,11,Minnesota Vikings / 1st / 29th pick /2012,MIN,2018,2025-08-15 14:13:19
19,Adam Thielen,28,WR,16,16,195,6-2,Minnesota St.,8/22/1990,4,11,,MIN,2018,2025-08-15 14:13:19
32,Roc Thomas,23,RB,5,0,198,5-10,Jacksonville St.,9/2/1995,Rook,0,,MIN,2018,2025-08-15 14:13:19
11,Laquon Treadwell,23,WR,15,7,215,6-2,Mississippi,6/14/1995,2,2,Minnesota Vikings / 1st / 23rd pick /2016,MIN,2018,2025-08-15 14:13:19
26,Trae Waynes,26,LCB,14,14,190,6-0,Michigan St.,7/25/1992,3,5,Minnesota Vikings / 1st / 11th pick /2015,MIN,2018,2025-08-15 14:13:19
91,Stephen Weatherly,24,RDE,16,6,262,6-5,Vanderbilt,3/19/1994,2,5,Minnesota Vikings / 7th / 227th pick /2016,MIN,2018,2025-08-15 14:13:19
6,Matt Wile,26,P,16,0,225,6-2,Michigan,6/20/1992,2,2,,MIN,2018,2025-08-15 14:13:19
50,Eric Wilson,24,LB,16,4,230,6-1,Cincinnati,9/26/1994,1,3,,MIN,2018,2025-08-15 14:13:19
15,Brandon Zylstra,25,WR,16,0,215,6-2,Concordia-Moorhead (MN),3/25/1993,1,0,,MIN,2018,2025-08-15 14:13:19
