Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
MIN,1976,25,Nate Allen,28,RCB,12,11,170,5-10,Texas Southern,5/13/1948,5,7,Kansas City Chiefs / 11th / 276th pick /1971
MIN,1976,56,Scott Anderson,25,C,2,0,242,6-4,Missouri,2/13/1951,2,1,Minnesota Vikings / 3rd / 77th pick /1974
MIN,1976,27,Autry Beamon,23,DB,14,0,190,6-1,Texas A&M-Commerce,11/12/1953,1,5,Minnesota Vikings / 12th / 311th pick /1975
MIN,1976,59,Matt Blair,26,LLB,14,13,232,6-5,Iowa St.,9/20/1950,2,10,Minnesota Vikings / 2nd / 51st pick /1974
MIN,1976,20,Bobby Bryant,32,DB,12,3,170,6-1,South Carolina,1/24/1944,8,5,Minnesota Vikings / 7th / 167th pick /1967
MIN,1976,74,Bart Buetow,26,T,2,0,250,6-5,Minnesota,10/28/1950,3,1,Minnesota Vikings / 3rd / 59th pick /1972
MIN,1976,12,Neil Clabo,24,P,13,0,200,6-2,Tennessee,11/18/1952,1,2,Minnesota Vikings / 10th / 258th pick /1975
MIN,1976,14,Fred Cox,38,K,14,0,200,5-11,Pittsburgh,12/11/1938,13,3,"Cleveland Browns / 8th / 110th pick /1961, New York Titans / 28th / 221st pick /1961"
MIN,1976,84,Steve Craig,25,TE,14,0,231,6-3,Northwestern,3/13/1951,2,0,Minnesota Vikings / 3rd / 64th pick /1974
MIN,1976,57,Doug Dumler,26,C,14,0,243,6-3,Nebraska,12/15/1950,3,4,New England Patriots / 5th / 108th pick /1973
MIN,1976,81,Carl Eller,34,LDE,13,13,247,6-6,Minnesota,1/25/1942,12,8,"Buffalo Bills / 1st / 5th pick /1964, Minnesota Vikings / 1st / 6th pick /1964"
MIN,1976,44,Chuck Foreman,26,RB,14,14,210,6-2,Miami (FL),10/26/1950,3,17,Minnesota Vikings / 1st / 12th pick /1973
MIN,1976,68,Charles Goodrum,26,LG,14,14,256,6-3,Florida A&M,1/11/1950,3,8,Minnesota Vikings / 9th / 232nd pick /1972
MIN,1976,26,Bob Grim,31,WR,8,0,200,6-0,Oregon St.,5/8/1945,9,1,Minnesota Vikings / 2nd / 28th pick /1967
MIN,1976,47,Ron Groce,22,RB,4,0,211,6-2,Macalester,7/1/1954,Rook,0,Minnesota Vikings / 15th / 428th pick /1976
MIN,1976,40,Windlan Hall,26,DB,14,1,178,5-11,Arizona St.,3/11/1950,4,2,San Francisco 49ers / 4th / 96th pick /1972
MIN,1976,61,Wes Hamilton,23,G,13,1,261,6-3,Tulsa,4/24/1953,Rook,2,Minnesota Vikings / 3rd / 85th pick /1976
MIN,1976,58,Wally Hilgenberg,34,RLB,14,14,229,6-3,Iowa,9/19/1942,12,8,"Detroit Lions / 4th / 48th pick /1964, Denver Broncos / 8th / 57th pick /1964"
MIN,1976,48,Sammy Johnson,24,RB,8,0,223,6-0,North Carolina,9/22/1952,2,1,San Francisco 49ers / 4th / 90th pick /1974
MIN,1976,39,Mark Kellar,24,RB,3,0,225,6-0,Northern Illinois,7/17/1952,Rook,0,Minnesota Vikings / 6th / 155th pick /1974
MIN,1976,22,Paul Krause,34,FS,14,14,200,6-3,Iowa,2/19/1942,12,8,"Washington Redskins / 2nd / 18th pick /1964, Denver Broncos / 12th / 89th pick /1964"
MIN,1976,82,Jim Lash,25,WR,5,3,200,6-1,Northwestern,11/12/1951,3,1,Minnesota Vikings / 3rd / 65th pick /1973
MIN,1976,19,Bob Lee,30,QB,4,1,195,6-2,"Arizona St.,Pacific",8/7/1946,7,1,Minnesota Vikings / 17th / 441st pick /1968
MIN,1976,75,Bob Lurtsema,34,DT,1,0,250,6-6,"Michigan Tech,Western Michigan",3/29/1942,9,1,
MIN,1976,70,Jim Marshall,39,RDE,14,14,248,6-4,Ohio St.,12/30/1937,16,8,"Houston Oilers /1960, Cleveland Browns / 4th / 44th pick /1960"
MIN,1976,55,Amos Martin,27,LB,14,0,228,6-3,Louisville,1/30/1949,4,4,Minnesota Vikings / 6th / 154th pick /1972
MIN,1976,33,Brent McClanahan,25,FB,13,13,202,5-10,Arizona St.,9/21/1951,3,6,Minnesota Vikings / 5th / 118th pick /1973
MIN,1976,54,Fred McNeill,24,LB,13,1,229,6-2,UCLA,5/6/1952,2,2,Minnesota Vikings / 1st / 17th pick /1974
MIN,1976,35,Robert Miller,23,RB,14,1,204,5-11,Kansas,1/9/1953,1,5,Minnesota Vikings / 5th / 129th pick /1975
MIN,1976,77,Mark Mullaney,23,DE,12,1,242,6-6,Colorado St.,4/30/1953,1,2,Minnesota Vikings / 1st / 25th pick /1975
MIN,1976,88,Alan Page,31,RDT,14,14,245,6-4,Notre Dame,8/7/1945,9,13,Minnesota Vikings / 1st / 15th pick /1967
MIN,1976,28,Ahmad Rashad,27,WR,13,11,205,6-2,Oregon,11/19/1949,4,8,St. Louis Cardinals / 1st / 4th pick /1972
MIN,1976,78,Steve Riley,24,LT,14,14,258,6-5,USC,11/23/1952,2,8,Minnesota Vikings / 1st / 25th pick /1974
MIN,1976,50,Jeff Siemon,26,MLB,14,14,235,6-2,Stanford,6/2/1950,4,10,Minnesota Vikings / 1st / 10th pick /1972
MIN,1976,31,Willie Spencer,23,RB,3,0,235,6-3,None,1/28/1953,1,0,
MIN,1976,69,Doug Sutherland,28,LDT,14,14,250,6-3,Wisconsin–Superior,8/1/1948,6,8,New Orleans Saints / 14th / 348th pick /1970
MIN,1976,10,Fran Tarkenton,36,QB,13,13,190,6-0,Georgia,2/3/1940,15,13,"Minnesota Vikings / 3rd / 29th pick /1961, Boston Patriots / 5th / 35th pick /1961"
MIN,1976,53,Mick Tingelhoff,36,C,14,14,237,6-2,Nebraska,5/22/1940,14,8,
MIN,1976,83,Stu Voigt,28,TE,14,14,223,6-1,Wisconsin,8/12/1948,6,4,Minnesota Vikings / 10th / 260th pick /1970
MIN,1976,62,Ed White,29,RG,13,13,269,6-1,California,4/4/1947,7,10,Minnesota Vikings / 2nd / 39th pick /1969
MIN,1976,72,James White,23,DT,14,0,265,6-3,Oklahoma St.,10/26/1953,Rook,4,Minnesota Vikings / 1st / 25th pick /1976
MIN,1976,85,Sammy White,22,WR,14,14,190,5-11,Grambling St.,3/16/1954,Rook,11,Minnesota Vikings / 2nd / 54th pick /1976
MIN,1976,80,Leonard Willis,23,WR,14,0,183,5-11,Ohio St.,3/4/1953,Rook,0,Minnesota Vikings / 4th / 118th pick /1976
MIN,1976,60,Roy Winston,36,LB,7,0,222,5-11,LSU,9/15/1940,14,3,"San Diego Chargers / 6th / 42nd pick /1962, Minnesota Vikings / 4th / 45th pick /1962"
MIN,1976,23,Jeff Wright,27,SS,14,14,190,5-11,Minnesota,6/13/1949,5,8,Minnesota Vikings / 15th / 388th pick /1971
MIN,1976,43,Nate Wright,29,LCB,14,13,180,5-11,San Diego St.,12/21/1947,7,10,
MIN,1976,73,Ron Yary,30,RT,14,14,255,6-5,"Cerritos (CA),USC",7/16/1946,8,15,Minnesota Vikings / 1st / 1st pick /1968
