No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
20,Mackensie Alexander,23,LB,13,0,192,5-10,Clemson,11/12/1993,Rook,1,Minnesota Vikings / 2nd / 54th pick /2016,MIN,2016,2025-08-15 14:13:03
44,Matt Asiata,29,RB,16,6,229,5-11,"Snow College (UT),Utah",7/24/1987,4,5,,MIN,2016,2025-08-15 14:13:03
55,Anthony Barr,24,RLB,16,16,257,6-5,UCLA,3/18/1992,2,10,Minnesota Vikings / 1st / 9th pick /2014,MIN,2016,2025-08-15 14:13:03
64,Willie Beavers,23,T,2,0,324,6-5,Western Michigan,10/2/1993,Rook,0,Minnesota Vikings / 4th / 121st pick /2016,MIN,2016,2025-08-15 14:13:03
61,Joe Berger,34,C,14,14,305,6-5,Michigan Tech,5/25/1982,11,6,Carolina Panthers / 6th / 207th pick /2005,MIN,2016,2025-08-15 14:13:03
76,Alex Boone,29,LG,14,14,330,6-7,Ohio St.,5/4/1987,6,6,,MIN,2016,2025-08-15 14:13:03
8,Sam Bradford,29,QB,15,15,224,6-4,Oklahoma,11/8/1987,6,11,St. Louis Rams / 1st / 1st pick /2010,MIN,2016,2025-08-15 14:13:03
40,Kentrell Brothers,23,LB,10,0,242,6-1,Missouri,2/8/1993,Rook,1,Minnesota Vikings / 5th / 160th pick /2016,MIN,2016,2025-08-15 14:13:03
68,T.J. Clemmings,25,LT,15,14,337,6-4,Pittsburgh,11/18/1991,1,6,Minnesota Vikings / 4th / 110th pick /2015,MIN,2016,2025-08-15 14:13:03
57,Audie Cole,27,LB,16,0,246,6-4,North Carolina St.,6/1/1989,4,2,Minnesota Vikings / 7th / 210th pick /2012,MIN,2016,2025-08-15 14:13:03
14,Stefon Diggs,23,WR,13,11,191,6-0,Maryland,11/29/1993,1,7,Minnesota Vikings / 5th / 146th pick /2015,MIN,2016,2025-08-15 14:13:03
62,Nick Easton,24,C,11,5,303,6-3,Harvard,6/16/1992,1,3,,MIN,2016,2025-08-15 14:13:03
