Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
JAX,2001,26,Ainsley Battles,23,FS/SS,13,11,204,5-11,Vanderbilt,11/6/1978,1,6,
JAX,2001,21,Aaron Beasley,28,RCB,12,12,205,6-0,West Virginia,7/7/1973,5,6,Jacksonville Jaguars / 3rd / 63rd pick /1996
JAX,2001,71,Tony Boselli,29,T,3,3,324,6-7,USC,4/17/1972,6,1,Jacksonville Jaguars / 1st / 2nd pick /1995
JAX,2001,42,James Boyd,24,DB,16,0,207,5-11,Penn St.,10/17/1977,Rook,1,Jacksonville Jaguars / 3rd / 94th pick /2001
JAX,2001,90,Tony Brackens,27,RDE,12,12,267,6-4,Texas,12/26/1974,5,7,Jacksonville Jaguars / 2nd / 33rd pick /1996
JAX,2001,80,Kyle Brady,29,TE,16,16,278,6-6,Penn St.,1/14/1972,6,3,New York Jets / 1st / 9th pick /1995
JAX,2001,24,Delvin Brown,22,DB,5,0,202,5-11,Miami (FL),9/17/1979,Rook,0,
JAX,2001,8,Mark Brunell,31,QB,15,15,215,6-1,Washington,9/17/1970,7,12,Green Bay Packers / 5th / 118th pick /1993
JAX,2001,25,Fernando Bryant,24,LCB,10,9,174,5-10,Alabama,3/26/1977,2,4,Jacksonville Jaguars / 1st / 26th pick /1999
JAX,2001,55,Danny Clark,24,LB,13,3,233,6-2,Illinois,5/9/1977,1,2,Jacksonville Jaguars / 7th / 245th pick /2000
JAX,2001,36,Renard Cox,23,DB,5,0,191,6-0,Maryland,3/3/1978,Rook,0,
JAX,2001,29,Jason Craft,25,LCB,16,8,187,5-10,Colorado St.,2/13/1976,2,4,Jacksonville Jaguars / 5th / 160th pick /1999
JAX,2001,20,Donovin Darius,26,SS,11,11,225,6-1,Syracuse,8/12/1975,3,5,Jacksonville Jaguars / 1st / 25th pick /1998
JAX,2001,84,Sean Dawkins,30,WR,16,3,215,6-4,California,2/3/1971,8,2,Indianapolis Colts / 1st / 16th pick /1993
JAX,2001,78,Todd Fordham,28,LT,12,12,319,6-5,Florida St.,10/9/1973,4,6,
JAX,2001,85,Damon Gibson,26,WR,16,0,180,5-9,Iowa,2/25/1975,3,0,
JAX,2001,54,Donny Green,24,LB,1,0,238,6-2,Virginia,9/18/1977,Rook,0,
JAX,2001,2,Chris Hanson,25,P,16,0,202,6-2,Marshall,10/25/1976,2,3,
JAX,2001,51,Kevin Hardy,28,LLB,9,9,259,6-4,Illinois,7/24/1973,5,5,Jacksonville Jaguars / 1st / 2nd pick /1996
JAX,2001,1,Mike Hollis,29,K,16,0,179,5-7,Idaho,5/22/1972,6,1,
JAX,2001,3,Jaret Holmes,25,K,4,0,203,6-0,"Hinds CC,Auburn",3/3/1976,2,0,
JAX,2001,88,Damon Jones,27,TE,7,4,270,6-5,"Michigan,Southern Illinois",9/18/1974,4,1,Jacksonville Jaguars / 5th / 147th pick /1997
JAX,2001,35,Elvis Joseph,23,RB,14,3,216,6-1,"Louisiana,Southern",8/30/1978,1,5,
JAX,2001,64,Aaron Koch,23,G,16,1,300,6-3,Oregon St.,2/21/1978,1,2,
JAX,2001,34,Stacey Mack,26,RB,16,11,241,6-1,Temple,6/26/1975,2,8,
JAX,2001,87,Keenan McCardell,31,WR,16,16,191,6-1,UNLV,1/6/1970,9,10,Washington Redskins / 12th / 326th pick /1991
JAX,2001,32,Marlon McCree,24,FS,13,11,202,5-11,Kentucky,3/17/1977,Rook,6,Jacksonville Jaguars / 7th / 233rd pick /2001
JAX,2001,63,Brad Meester,24,LG,16,16,292,6-3,Northern Iowa,3/23/1977,1,8,Jacksonville Jaguars / 2nd / 60th pick /2000
JAX,2001,92,Rob Meier,24,DE,16,0,315,6-5,Washington St.,8/29/1977,1,2,Jacksonville Jaguars / 7th / 241st pick /2000
JAX,2001,22,Frank Moreau,25,RB,3,1,223,6-0,Louisville,9/9/1976,1,0,Kansas City Chiefs / 4th / 115th pick /2000
JAX,2001,56,Hardy Nickerson,36,MLB,15,14,230,6-2,California,9/1/1965,14,8,Pittsburgh Steelers / 5th / 122nd pick /1987
JAX,2001,91,Seth Payne,26,RDT,16,16,303,6-4,Cornell,2/12/1975,4,8,Jacksonville Jaguars / 4th / 114th pick /1997
JAX,2001,58,Jeff Posey,26,LLB,7,5,241,6-4,Southern Miss,8/14/1975,3,2,
JAX,2001,89,Ryan Prince,24,TE,8,2,265,6-4,Weber St.,5/16/1977,Rook,0,
JAX,2001,12,Jonathan Quinn,26,QB,6,1,243,6-6,"Tulane,Middle Tenn. St.",2/27/1975,3,1,Jacksonville Jaguars / 3rd / 86th pick /1998
JAX,2001,86,Micah Ross,25,WR,5,0,221,6-2,Jacksonville,1/13/1976,1,0,
JAX,2001,67,Gannon Shepherd,24,T,1,0,310,6-8,Duke,1/4/1977,Rook,0,
JAX,2001,53,T.J. Slaughter,24,RLB,9,8,233,6-0,Southern Miss,2/20/1977,1,4,Jacksonville Jaguars / 3rd / 92nd pick /2000
JAX,2001,73,Jeff Smith,28,C,16,16,322,6-3,Tennessee,5/25/1973,4,8,Kansas City Chiefs / 7th / 241st pick /1996
JAX,2001,82,Jimmy Smith,32,WR,16,16,213,6-1,Jackson St.,2/9/1969,9,12,Dallas Cowboys / 2nd / 36th pick /1992
JAX,2001,94,Larry Smith,27,DT,7,0,310,6-5,Florida St.,12/4/1974,2,1,Jacksonville Jaguars / 2nd / 56th pick /1999
JAX,2001,95,Paul Spicer,26,DE,16,4,292,6-4,"DuPage (IL),Saginaw Valley St.",8/18/1975,2,4,
JAX,2001,99,Marcus Stroud,23,DT,16,0,310,6-6,Georgia,6/25/1978,Rook,2,Jacksonville Jaguars / 1st / 13th pick /2001
JAX,2001,5,Jim Tarle,29,K,9,0,221,6-0,"South Carolina,Arkansas St.",12/27/1972,1,0,
JAX,2001,28,Fred Taylor,25,RB,2,2,228,6-1,Florida,1/27/1976,3,1,Jacksonville Jaguars / 1st / 9th pick /1998
JAX,2001,59,Edward Thomas,26,LB,16,4,230,6-1,Georgia Southern,9/27/1975,1,3,
