Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
JAX,2009,42,Gerald Alexander,25,SS,15,10,210,6-0,Boise St.,6/28/1984,2,4,Detroit Lions / 2nd / 61st pick /2007
JAX,2009,50,Russell Allen,23,RLB,16,5,230,6-3,San Diego St.,5/5/1986,Rook,3,
JAX,2009,78,Jordan Black,29,T,9,2,305,6-5,Notre Dame,1/28/1980,5,2,Kansas City Chiefs / 5th / 153rd pick /2003
JAX,2009,44,Brock Bolen,24,RB,3,0,238,6-0,Louisville,3/24/1985,Rook,0,
JAX,2009,41,Tyron Brackenridge,25,RCB,16,5,189,5-11,Washington St.,6/30/1984,2,2,
JAX,2009,73,Eben Britton,22,RT,15,15,310,6-6,Arizona,10/14/1987,Rook,7,Jacksonville Jaguars / 2nd / 39th pick /2009
JAX,2009,48,Jeremy Cain,29,LB,16,0,245,6-1,Massachusetts,3/24/1980,5,2,
JAX,2009,26,Michael Coe,26,DB,5,0,190,6-1,Alabama St.,12/17/1983,2,0,Indianapolis Colts / 5th / 173rd pick /2007
JAX,2009,37,Sean Considine,27,SS,11,6,212,6-0,Iowa,12/17/1982,4,3,Philadelphia Eagles / 4th / 102nd pick /2005
JAX,2009,21,Derek Cox,23,LCB,16,16,180,6-1,William & Mary,9/22/1986,Rook,6,Jacksonville Jaguars / 3rd / 73rd pick /2009
JAX,2009,30,Kennard Cox,24,DB,4,0,195,6-1,Pittsburgh,8/17/1985,1,0,Buffalo Bills / 7th / 251st pick /2008
JAX,2009,57,Torrance Daniels,28,LB,1,0,248,6-3,Harding,12/27/1981,3,0,
JAX,2009,87,Jarett Dillard,24,WR,7,0,185,5-10,Rice,12/21/1985,Rook,1,Jacksonville Jaguars / 5th / 144th pick /2009
JAX,2009,56,Justin Durant,24,MLB,13,13,230,6-4,Hampton,9/21/1985,2,6,Jacksonville Jaguars / 2nd / 48th pick /2007
JAX,2009,99,Atiyyah Ellison,28,LDE,15,6,315,6-3,Missouri,9/29/1981,Rook,0,Carolina Panthers / 3rd / 89th pick /2005
JAX,2009,83,Greg Estandia,27,TE,2,1,265,6-8,UNLV,11/18/1982,2,0,
JAX,2009,65,Kynan Forney,31,G,3,0,302,6-3,Hawaii,9/8/1978,8,0,Atlanta Falcons / 7th / 219th pick /2001
JAX,2009,9,David Garrard,31,QB,16,16,235,6-1,East Carolina,2/14/1978,7,13,Jacksonville Jaguars / 4th / 108th pick /2002
JAX,2009,36,Courtney Greene,23,DB,9,0,211,6-0,Rutgers,11/23/1986,Rook,0,Seattle Seahawks / 7th / 245th pick /2009
