No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
36,Jahleel Addae,30,DB,11,0,195,5-10,Central Michigan,1/24/1990,7,1,,"$864,706",SDG,2020,2025-08-15 15:09:44
24,Nasir Adderley,23,FS,15,14,206,6-0,Delaware,5/31/1997,1,5,Los Angeles Chargers / 2nd / 60th pick /2019,"$710,096",SDG,2020,2025-08-15 15:09:44
13,Keenan Allen,28,WR,14,13,211,6-2,California,4/27/1992,7,8,San Diego Chargers / 3rd / 76th pick /2013,"$5,500,000",SDG,2020,2025-08-15 15:09:44
82,Stephen Anderson,27,TE,16,3,230,6-3,California,1/30/1993,4,1,,"$750,000",SDG,2020,2025-08-15 15:09:44
4,Michael Badgley,25,K,16,0,188,5-10,Miami (FL),7/28/1995,2,1,,"$750,000",SDG,2020,2025-08-15 15:09:44
31,Kalen Ballage,25,RB,8,2,231,6-2,Arizona St.,12/22/1995,2,2,Miami Dolphins / 4th / 131st pick /2018,,SDG,2020,2025-08-15 15:09:44
58,B.J. Bello,26,LB,6,0,229,6-3,Illinois St.,10/31/1994,3,0,,,SDG,2020,2025-08-15 15:09:44
57,Asmar Bilal,23,LB,2,0,227,6-2,Notre Dame,4/12/1997,Rook,0,,"$574,118",SDG,2020,2025-08-15 15:09:44
97,Joey Bosa,25,LDE,12,10,280,6-5,Ohio St.,7/11/1995,4,9,San Diego Chargers / 1st / 3rd pick /2016,"$1,000,000",SDG,2020,2025-08-15 15:09:44
34,Darius Bradwell,23,FB,2,0,230,6-1,Tulane,5/15/1997,Rook,0,,,SDG,2020,2025-08-15 15:09:44
38,John Brannon,22,CB,1,0,195,6-2,Western Carolina,3/10/1998,Rook,0,,,SDG,2020,2025-08-15 15:09:44
91,Cortez Broughton,24,DT,9,0,293,6-2,Cincinnati,9/2/1996,1,1,Los Angeles Chargers / 7th / 242nd pick /2019,"$675,000",SDG,2020,2025-08-15 15:09:44
75,Bryan Bulaga,31,RT,10,10,314,6-5,Iowa,3/21/1989,10,5,Green Bay Packers / 1st / 23rd pick /2010,"$1,500,000",SDG,2020,2025-08-15 15:09:44
37,Tevaughn Campbell,27,DB,14,4,200,6-0,Regina,6/14/1993,1,2,,"$610,000",SDG,2020,2025-08-15 15:09:44
50,Cole Christiansen,23,LB,4,0,230,6-1,Army,7/30/1997,Rook,0,,,SDG,2020,2025-08-15 15:09:44
43,Michael Davis,25,LCB/RCB,16,14,196,6-2,BYU,1/6/1995,3,6,,"$3,259,000",SDG,2020,2025-08-15 15:09:44
51,Emeke Egbule,24,LB,14,0,245,6-2,Houston,10/13/1996,1,1,Los Angeles Chargers / 6th / 200th pick /2019,"$675,000",SDG,2020,2025-08-15 15:09:44
30,Austin Ekeler,25,RB,10,10,200,5-9,Western St. (CO),5/17/1995,3,6,,"$1,500,000",SDG,2020,2025-08-15 15:09:44
28,Brandon Facyson,26,DB,13,0,197,6-2,Virginia Tech,9/8/1994,2,1,,"$750,000",SDG,2020,2025-08-15 15:09:44
66,Dan Feeney,26,C,16,16,310,6-4,Indiana,5/29/1994,3,7,Los Angeles Chargers / 3rd / 71st pick /2017,"$2,133,000",SDG,2020,2025-08-15 15:09:44
96,Breiden Fehoko,24,DT,2,0,300,6-3,"Texas Tech,LSU",10/15/1996,Rook,0,,,SDG,2020,2025-08-15 15:09:44
92,Joe Gaziano,24,DE,2,0,280,6-4,Northwestern,9/27/1996,Rook,0,,,SDG,2020,2025-08-15 15:09:44
32,Alohi Gilman,23,S,15,1,201,5-10,"Navy,Notre Dame",9/17/1997,Rook,1,Los Angeles Chargers / 6th / 186th pick /2020,"$610,000",SDG,2020,2025-08-15 15:09:44
88,Virgil Green,32,TE,6,3,255,6-5,Nevada,8/3/1988,9,0,Denver Broncos / 7th / 204th pick /2011,"$2,700,000",SDG,2020,2025-08-15 15:09:44
72,Ryan Groy,30,G,4,3,320,6-5,Wisconsin,9/30/1990,6,1,,"$802,941",SDG,2020,2025-08-15 15:09:44
15,Jalen Guyton,23,WR,16,9,212,6-1,North Texas,6/7/1997,1,4,,"$675,000",SDG,2020,2025-08-15 15:09:44
25,Chris Harris Jr.,31,DB,9,9,199,5-10,Kansas,6/18/1989,9,3,,"$2,000,000",SDG,2020,2025-08-15 15:09:44
26,Casey Hayward,31,RCB,14,13,192,5-11,Vanderbilt,9/9/1989,8,5,Green Bay Packers / 2nd / 62nd pick /2012,"$9,750,000",SDG,2020,2025-08-15 15:09:44
86,Hunter Henry,26,TE,14,14,249,6-5,Arkansas,12/7/1994,4,5,San Diego Chargers / 2nd / 35th pick /2016,"$10,607,000",SDG,2020,2025-08-15 15:09:44
10,Justin Herbert,22,QB,15,15,236,6-6,Oregon,3/10/1998,Rook,13,Los Angeles Chargers / 1st / 6th pick /2020,"$610,000",SDG,2020,2025-08-15 15:09:44
84,K.J. Hill,23,CB,15,0,196,6-0,Ohio St.,9/15/1997,Rook,1,Los Angeles Chargers / 7th / 220th pick /2020,"$610,000",SDG,2020,2025-08-15 15:09:44
54,Melvin Ingram,31,RDE,7,7,247,6-2,South Carolina,4/26/1989,8,4,San Diego Chargers / 1st / 18th pick /2012,"$14,000,000",SDG,2020,2025-08-15 15:09:44
22,Justin Jackson,24,RB,9,4,200,6-0,Northwestern,4/22/1996,2,3,Los Angeles Chargers / 7th / 251st pick /2018,"$750,000",SDG,2020,2025-08-15 15:09:44
46,Malik Jefferson,24,LB,13,0,241,6-2,Texas,11/15/1996,2,1,Cincinnati Bengals / 3rd / 78th pick /2018,"$661,770",SDG,2020,2025-08-15 15:09:44
23,Rayshawn Jenkins,26,SS,15,15,220,6-1,Miami (FL),1/25/1994,3,5,Los Angeles Chargers / 4th / 113th pick /2017,"$2,133,000",SDG,2020,2025-08-15 15:09:44
83,Tyron Johnson,24,WR,12,0,193,6-1,"LSU,Oklahoma St.",1/8/1996,1,3,,"$516,176",SDG,2020,2025-08-15 15:09:44
93,Justin Jones,24,LDT,13,12,300,6-3,North Carolina St.,8/28/1996,2,6,Los Angeles Chargers / 3rd / 84th pick /2018,"$679,412",SDG,2020,2025-08-15 15:09:44
95,Linval Joseph,32,RDT,16,16,329,6-4,East Carolina,10/10/1988,10,8,New York Giants / 2nd / 46th pick /2010,"$1,500,000",SDG,2020,2025-08-15 15:09:44
27,Joshua Kelley,23,RB,14,0,212,5-11,"UC Davis,UCLA",11/20/1997,Rook,3,Los Angeles Chargers / 4th / 112th pick /2020,"$610,000",SDG,2020,2025-08-15 15:09:44
20,Desmond King,26,DB,6,3,201,5-10,Iowa,12/14/1994,3,1,Los Angeles Chargers / 5th / 151st pick /2017,"$2,133,000",SDG,2020,2025-08-15 15:09:44
76,Forrest Lamp,26,LG,16,16,310,6-4,Western Kentucky,2/20/1994,2,7,Los Angeles Chargers / 2nd / 38th pick /2017,"$1,374,125",SDG,2020,2025-08-15 15:09:44
90,Jessie Lemonier,23,DE,6,0,240,6-3,Liberty,1/31/1997,Rook,0,,"$322,941",SDG,2020,2025-08-15 15:09:44
1,Ty Long,27,P,16,0,205,6-2,Ala-Birmingham,4/6/1993,1,2,,,SDG,2020,2025-08-15 15:09:44
45,Cole Mazza,25,LS,16,0,247,6-1,Alabama,2/14/1995,1,1,,"$675,000",SDG,2020,2025-08-15 15:09:44
29,Quenton Meeks,23,DB,2,0,209,6-1,Stanford,6/20/1997,2,0,,,SDG,2020,2025-08-15 15:09:44
11,Jason Moore,25,WR,2,0,215,6-3,Findlay,6/23/1995,1,0,,"$675,000",SDG,2020,2025-08-15 15:09:44
