No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
37,Jahleel Addae,25,SS,13,12,195,5-10,Central Michigan,1/24/1990,2,4,,SDG,2015,2025-08-15 15:09:01
13,Keenan Allen,23,WR,8,8,211,6-2,California,4/27/1992,2,5,San Diego Chargers / 3rd / 76th pick /2013,SDG,2015,2025-08-15 15:09:01
97,Jeremiah Attaochu,22,ROLB,15,12,262,6-3,Georgia Tech,1/17/1993,1,6,San Diego Chargers / 2nd / 50th pick /2014,SDG,2015,2025-08-15 15:09:01
72,Joe Barksdale,27,RT,16,16,326,6-5,LSU,1/4/1988,4,8,Oakland Raiders / 3rd / 92nd pick /2011,SDG,2015,2025-08-15 15:09:01
34,Donald Brown,28,RB,10,2,210,5-11,Connecticut,4/11/1987,6,2,Indianapolis Colts / 1st / 27th pick /2009,SDG,2015,2025-08-15 15:09:01
86,Vincent Brown,26,WR,1,0,184,5-11,San Diego St.,1/25/1989,4,0,San Diego Chargers / 3rd / 82nd pick /2011,SDG,2015,2025-08-15 15:09:01
78,Tyreek Burwell,23,T,11,0,310,6-6,Cincinnati,3/11/1992,Rook,1,,SDG,2015,2025-08-15 15:09:01
56,Donald Butler,27,RILB,16,9,244,6-1,Washington,10/17/1988,4,4,San Diego Chargers / 3rd / 79th pick /2010,SDG,2015,2025-08-15 15:09:01
92,Ryan Carrethers,24,DT,14,2,337,6-1,Arkansas St.,2/26/1991,1,2,San Diego Chargers / 5th / 165th pick /2014,SDG,2015,2025-08-15 15:09:01
10,Kellen Clemens,32,QB,2,0,220,6-2,Oregon,6/7/1983,9,0,New York Jets / 2nd / 49th pick /2006,SDG,2015,2025-08-15 15:09:01
53,Kavell Conner,28,LB,10,3,225,6-1,Clemson,2/23/1987,5,2,Indianapolis Colts / 7th / 240th pick /2010,SDG,2015,2025-08-15 15:09:01
30,Matt Daniels,26,DB,1,0,211,6-1,Duke,9/27/1989,3,0,,SDG,2015,2025-08-15 15:09:01
33,Greg Ducre,23,DB,4,1,184,5-10,Washington,1/22/1992,1,1,,SDG,2015,2025-08-15 15:09:01
77,King Dunlap,30,LT,7,7,310,6-8,Auburn,9/9/1985,6,3,Philadelphia Eagles / 7th / 230th pick /2008,SDG,2015,2025-08-15 15:09:01
48,Nick Dzubnar,24,LB,16,0,240,6-1,Cal Poly-San Luis Obispo,8/15/1991,Rook,1,,SDG,2015,2025-08-15 15:09:01
51,Kyle Emanuel,24,LB,15,3,250,6-3,North Dakota St.,8/16/1991,Rook,2,San Diego Chargers / 5th / 153rd pick /2015,SDG,2015,2025-08-15 15:09:01
24,Brandon Flowers,29,LCB,11,10,190,5-10,Virginia Tech,2/18/1986,7,4,Kansas City Chiefs / 2nd / 35th pick /2008,SDG,2015,2025-08-15 15:09:01
80,Malcom Floyd,34,WR,15,13,225,6-5,Wyoming,9/8/1981,11,4,,SDG,2015,2025-08-15 15:09:01
76,D.J. Fluker,24,RG,12,12,342,6-5,Alabama,3/13/1991,2,6,San Diego Chargers / 1st / 11th pick /2013,SDG,2015,2025-08-15 15:09:01
74,Orlando Franklin,28,LG,10,10,315,6-6,Miami (FL),12/16/1987,4,5,Denver Broncos / 2nd / 46th pick /2011,SDG,2015,2025-08-15 15:09:01
85,Antonio Gates,35,TE,11,4,255,6-4,Kent St.,6/18/1980,12,4,,SDG,2015,2025-08-15 15:09:01
28,Melvin Gordon,22,RB,14,12,215,6-1,Wisconsin,4/13/1993,Rook,5,San Diego Chargers / 1st / 15th pick /2015,SDG,2015,2025-08-15 15:09:01
89,Ladarius Green,25,TE,13,11,237,6-6,Louisiana,5/29/1990,3,3,San Diego Chargers / 4th / 110th pick /2012,SDG,2015,2025-08-15 15:09:01
75,Chris Hairston,26,LT,16,11,323,6-6,Clemson,4/26/1989,4,6,Buffalo Bills / 4th / 122nd pick /2011,SDG,2015,2025-08-15 15:09:01
81,Javontee Herndon,24,WR,8,2,197,6-1,Arkansas,6/29/1991,Rook,1,,SDG,2015,2025-08-15 15:09:01
54,Melvin Ingram,26,LOLB,16,16,247,6-2,South Carolina,4/26/1989,3,8,San Diego Chargers / 1st / 18th pick /2012,SDG,2015,2025-08-15 15:09:01
