Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
SDG,1984,91,Rick Ackerman,25,NT,9,2,258,6-4,Memphis,6/16/1959,2,1,
SDG,1984,86,Jesse Bendross,22,WR,16,0,196,6-0,Alabama,7/19/1962,Rook,2,San Diego Chargers / 7th / 174th pick /1984
SDG,1984,6,Rolf Benirschke,29,K,14,0,171,6-0,UC Davis,2/7/1955,7,2,Oakland Raiders / 12th / 334th pick /1977
SDG,1984,81,Steve Bird,24,WR,1,0,171,5-11,Eastern Kentucky,10/20/1960,1,0,St. Louis Cardinals / 5th / 130th pick /1983
SDG,1984,50,Carlos Bradley,24,LB,8,1,224,6-0,Wake Forest,4/27/1960,3,1,San Diego Chargers / 11th / 300th pick /1981
SDG,1984,7,Maury Buford,24,P,16,0,191,6-1,Texas Tech,2/18/1960,2,3,San Diego Chargers / 8th / 215th pick /1982
SDG,1984,30,Scott Byers,26,DB,6,0,170,5-11,Long Beach St.,7/3/1958,Rook,0,
SDG,1984,22,Gill Byrd,23,LCB,13,13,195,5-11,San Jose St.,2/20/1961,1,5,San Diego Chargers / 1st / 22nd pick /1983
SDG,1984,89,Wes Chandler,28,WR,15,15,196,6-0,Florida,8/22/1956,6,6,New Orleans Saints / 1st / 3rd pick /1978
SDG,1984,91,Tony Chickillo,24,NT,1,0,262,6-3,Miami (FL),7/8/1960,Rook,0,Tampa Bay Buccaneers / 5th / 131st pick /1983
SDG,1984,77,Sam Claphan,28,LT,16,16,285,6-6,Oklahoma,10/10/1956,3,9,Cleveland Browns / 2nd / 47th pick /1979
SDG,1984,45,Mike Dennis,26,DB,2,0,190,5-10,Wyoming,6/6/1958,4,0,
SDG,1984,82,Bobby Duckworth,26,WR,16,1,198,6-3,Arkansas,11/27/1958,2,6,San Diego Chargers / 6th / 162nd pick /1981
SDG,1984,84,Ron Egloff,29,TE,12,4,230,6-5,Wisconsin,10/3/1955,7,1,
