No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
90,Brevin Allen,23,OLB,2,0,265,6-4,Campbell,9/22/2000,Rook,0,,SDG,2023,2025-08-15 15:10:04
13,Keenan Allen,31,WR,13,13,211,6-2,California,4/27/1992,10,11,San Diego Chargers / 3rd / 76th pick /2013,SDG,2023,2025-08-15 15:10:04
40,Stephen Anderson,30,TE,3,0,230,6-3,California,1/30/1993,7,0,,SDG,2023,2025-08-15 15:10:04
27,Essang Bassey,25,CB,11,1,190,5-10,Wake Forest,8/12/1998,3,1,,SDG,2023,2025-08-15 15:10:04
97,Joey Bosa,28,OLB,9,5,280,6-5,Ohio St.,7/11/1995,7,3,San Diego Chargers / 1st / 3rd pick /2016,SDG,2023,2025-08-15 15:10:04
35,Terrell Bynum,25,WR,1,0,188,6-0,"Washington,USC",8/3/1998,Rook,0,,SDG,2023,2025-08-15 15:10:04
76,Will Clapp,28,OL,14,11,314,6-5,LSU,12/10/1995,5,4,New Orleans Saints / 7th / 245th pick /2018,SDG,2023,2025-08-15 15:10:04
12,Derius Davis,23,WR,17,2,165,5-8,TCU,9/11/2000,Rook,2,Los Angeles Chargers / 4th / 125th pick /2023,SDG,2023,2025-08-15 15:10:04
43,Michael Davis,28,CB,17,13,196,6-2,BYU,1/6/1995,6,5,,SDG,2023,2025-08-15 15:10:04
11,Cameron Dicker,23,K,17,0,216,6-1,Texas,5/6/2000,1,5,,SDG,2023,2025-08-15 15:10:04
86,Keelan Doss,27,WR,5,0,215,6-3,UC Davis,3/21/1996,4,0,,SDG,2023,2025-08-15 15:10:04
42,Elijah Dotson,24,RB,4,0,202,5-9,"Sacramento St.,Northern Colorado",1/19/1999,Rook,0,,SDG,2023,2025-08-15 15:10:04
30,Austin Ekeler,28,RB,14,14,200,5-9,Western St. (CO),5/17/1995,6,7,,SDG,2023,2025-08-15 15:10:04
82,Alex Erickson,31,WR,8,3,195,6-0,Wisconsin,11/6/1992,7,2,,SDG,2023,2025-08-15 15:10:04
7,Gerald Everett,29,TE,15,12,252,6-3,South Alabama,6/25/1994,6,3,Los Angeles Rams / 2nd / 44th pick /2017,SDG,2023,2025-08-15 15:10:04
92,Andrew Farmer,23,OLB,8,0,,6-4,Lane,4/19/2000,Rook,1,,SDG,2023,2025-08-15 15:10:04
