No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
32,Nasir Adderley,22,DB,4,0,206,6-0,Delaware,5/31/1997,Rook,0,Los Angeles Chargers / 2nd / 60th pick /2019,"$495,000",SDG,2019,2025-08-15 15:09:37
13,Keenan Allen,27,WR,16,16,211,6-2,California,4/27/1992,6,10,San Diego Chargers / 3rd / 76th pick /2013,"$10,000,000",SDG,2019,2025-08-15 15:09:37
82,Stephen Anderson,26,TE,1,0,230,6-3,California,1/30/1993,3,0,,,SDG,2019,2025-08-15 15:09:37
4,Michael Badgley,24,K,8,0,188,5-10,Miami (FL),7/28/1995,1,2,,"$570,000",SDG,2019,2025-08-15 15:09:37
12,Travis Benjamin,30,WR,5,2,175,5-10,Miami (FL),12/29/1989,7,0,Cleveland Browns / 4th / 100th pick /2012,"$5,250,000",SDG,2019,2025-08-15 15:09:37
97,Joey Bosa,24,LDE,16,16,280,6-5,Ohio St.,7/11/1995,3,12,San Diego Chargers / 1st / 3rd pick /2016,"$720,000",SDG,2019,2025-08-15 15:09:37
91,Cortez Broughton,23,DT,2,0,293,6-2,Cincinnati,9/2/1996,Rook,0,Los Angeles Chargers / 7th / 242nd pick /2019,"$495,000",SDG,2019,2025-08-15 15:09:37
57,Jatavis Brown,25,LB,13,1,221,5-11,Akron,2/18/1994,3,2,San Diego Chargers / 5th / 175th pick /2016,"$2,025,000",SDG,2019,2025-08-15 15:09:37
80,Sean Culkin,26,TE,4,2,255,6-5,Missouri,6/11/1993,2,0,,"$645,000",SDG,2019,2025-08-15 15:09:37
11,Geremy Davis,27,WR,7,1,211,6-3,Connecticut,1/10/1992,4,0,New York Giants / 6th / 186th pick /2015,"$805,000",SDG,2019,2025-08-15 15:09:37
43,Michael Davis,24,LCB,12,12,196,6-2,BYU,1/6/1995,2,4,,"$645,000",SDG,2019,2025-08-15 15:09:37
58,Thomas Davis,36,LLB,16,16,235,6-1,Georgia,3/22/1983,14,8,Carolina Panthers / 1st / 14th pick /2005,"$1,250,000",SDG,2019,2025-08-15 15:09:37
48,Nick Dzubnar,28,LB,16,0,240,6-1,Cal Poly-San Luis Obispo,8/15/1991,4,1,,"$1,375,000",SDG,2019,2025-08-15 15:09:37
51,Emeke Egbule,23,LB,15,0,245,6-2,Houston,10/13/1996,Rook,1,Los Angeles Chargers / 6th / 200th pick /2019,"$495,000",SDG,2019,2025-08-15 15:09:37
30,Austin Ekeler,24,RB,16,8,200,5-9,Western St. (CO),5/17/1995,2,11,,"$645,000",SDG,2019,2025-08-15 15:09:37
28,Brandon Facyson,25,DB,16,4,197,6-2,Virginia Tech,9/8/1994,1,2,,"$570,000",SDG,2019,2025-08-15 15:09:37
66,Dan Feeney,25,LG,16,16,310,6-4,Indiana,5/29/1994,2,8,Los Angeles Chargers / 3rd / 71st pick /2017,"$793,000",SDG,2019,2025-08-15 15:09:37
25,Melvin Gordon,26,RB,12,11,215,6-1,Wisconsin,4/13/1993,4,6,San Diego Chargers / 1st / 15th pick /2015,"$5,605,000",SDG,2019,2025-08-15 15:09:37
88,Virgil Green,31,TE,15,4,255,6-5,Nevada,8/3/1988,8,1,Denver Broncos / 7th / 204th pick /2011,"$2,500,000",SDG,2019,2025-08-15 15:09:37
72,Ryan Groy,29,G,9,0,320,6-5,Wisconsin,9/30/1990,5,1,,,SDG,2019,2025-08-15 15:09:37
15,Jalen Guyton,22,WR,3,0,212,6-1,North Texas,6/7/1997,Rook,0,,,SDG,2019,2025-08-15 15:09:37
26,Casey Hayward,30,RCB,16,16,192,5-11,Vanderbilt,9/9/1989,7,6,Green Bay Packers / 2nd / 62nd pick /2012,"$8,000,000",SDG,2019,2025-08-15 15:09:37
86,Hunter Henry,25,TE,12,12,249,6-5,Arkansas,12/7/1994,3,5,San Diego Chargers / 2nd / 35th pick /2016,"$1,170,042",SDG,2019,2025-08-15 15:09:37
54,Melvin Ingram,30,RDE,13,13,247,6-2,South Carolina,4/26/1989,7,10,San Diego Chargers / 1st / 18th pick /2012,"$17,000,000",SDG,2019,2025-08-15 15:09:37
15,Dontrelle Inman,30,WR,4,1,205,6-3,Virginia,1/31/1989,5,1,,,SDG,2019,2025-08-15 15:09:37
22,Justin Jackson,23,RB,7,0,200,6-0,Northwestern,4/22/1996,1,1,Los Angeles Chargers / 7th / 251st pick /2018,"$570,000",SDG,2019,2025-08-15 15:09:37
33,Derwin James,23,FS,5,5,215,6-2,Florida St.,8/3/1996,1,2,Los Angeles Chargers / 1st / 17th pick /2018,"$1,043,134",SDG,2019,2025-08-15 15:09:37
23,Rayshawn Jenkins,25,SS,16,16,220,6-1,Miami (FL),1/25/1994,2,6,Los Angeles Chargers / 4th / 113th pick /2017,"$645,000",SDG,2019,2025-08-15 15:09:37
29,Dontae Johnson,28,DB,2,0,200,6-2,North Carolina St.,12/1/1991,5,0,San Francisco 49ers / 4th / 129th pick /2014,,SDG,2019,2025-08-15 15:09:37
93,Justin Jones,23,LDT,12,12,300,6-3,North Carolina St.,8/28/1996,1,5,Los Angeles Chargers / 3rd / 84th pick /2018,"$621,481",SDG,2019,2025-08-15 15:09:37
87,Lance Kendricks,31,TE,12,1,250,6-3,Wisconsin,1/30/1988,8,0,St. Louis Rams / 2nd / 47th pick /2011,,SDG,2019,2025-08-15 15:09:37
20,Desmond King,25,DB,15,8,201,5-10,Iowa,12/14/1994,2,4,Los Angeles Chargers / 5th / 151st pick /2017,"$645,000",SDG,2019,2025-08-15 15:09:37
77,Forrest Lamp,25,G,7,2,310,6-4,Western Kentucky,2/20/1994,1,1,Los Angeles Chargers / 2nd / 38th pick /2017,"$1,071,084",SDG,2019,2025-08-15 15:09:37
1,Ty Long,26,P,16,0,205,6-2,Ala-Birmingham,4/6/1993,1,4,,,SDG,2019,2025-08-15 15:09:37
24,Shalom Luani,25,DB,3,0,202,6-0,Washington St.,8/5/1994,2,0,Oakland Raiders / 7th / 221st pick /2017,,SDG,2019,2025-08-15 15:09:37
45,Cole Mazza,24,LS,16,0,247,6-1,Alabama,2/14/1995,1,1,,"$495,000",SDG,2019,2025-08-15 15:09:37
95,T.Y. McGill,27,DT,3,0,295,6-0,North Carolina St.,11/23/1992,4,0,,"$805,000",SDG,2019,2025-08-15 15:09:37
3,Chase McLaughlin,23,K,4,0,190,6-0,Illinois,4/9/1996,Rook,0,,,SDG,2019,2025-08-15 15:09:37
92,Brandon Mebane,34,RDT,13,13,311,6-1,California,1/15/1985,12,6,Seattle Seahawks / 3rd / 85th pick /2007,"$1,050,000",SDG,2019,2025-08-15 15:09:37
89,Jason Moore,24,WR,10,0,215,6-3,Findlay,6/23/1995,Rook,0,,,SDG,2019,2025-08-15 15:09:37
42,Uchenna Nwosu,23,LB,16,3,265,6-2,USC,12/28/1996,1,3,Los Angeles Chargers / 2nd / 48th pick /2018,"$741,799",SDG,2019,2025-08-15 15:09:37
76,Russell Okung,31,LT,6,6,310,6-5,Oklahoma St.,10/7/1988,9,3,Seattle Seahawks / 1st / 6th pick /2010,"$13,000,000",SDG,2019,2025-08-15 15:09:37
16,Andre Patton,25,WR,13,5,200,6-4,Rutgers,5/28/1994,Rook,0,,"$495,000",SDG,2019,2025-08-15 15:09:37
40,Chris Peace,23,LB,1,0,250,6-2,Virginia,2/8/1996,Rook,0,,"$495,000",SDG,2019,2025-08-15 15:09:37
52,Denzel Perryman,27,MLB,14,10,240,5-11,Miami (FL),12/5/1992,4,5,San Diego Chargers / 2nd / 48th pick /2015,"$850,000",SDG,2019,2025-08-15 15:09:37
31,Adrian Phillips,27,DB,7,5,208,5-11,Texas,3/28/1992,5,2,,"$1,500,000",SDG,2019,2025-08-15 15:09:37
79,Trey Pipkins,23,T,13,3,307,6-6,Sioux Falls,9/5/1996,Rook,3,Los Angeles Chargers / 3rd / 91st pick /2019,"$495,000",SDG,2019,2025-08-15 15:09:37
35,Troymaine Pope,26,RB,14,0,205,5-9,Jacksonville St.,11/26/1993,3,0,,"$645,000",SDG,2019,2025-08-15 15:09:37
53,Mike Pouncey,30,C,5,5,298,6-5,Florida,7/24/1989,8,2,Miami Dolphins / 1st / 15th pick /2011,"$6,000,000",SDG,2019,2025-08-15 15:09:37
61,Scott Quessenberry,24,C,16,9,310,6-3,UCLA,3/23/1995,1,5,Los Angeles Chargers / 5th / 155th pick /2018,"$570,000",SDG,2019,2025-08-15 15:09:37
17,Philip Rivers,38,QB,16,16,228,6-5,North Carolina St.,12/8/1981,15,13,New York Giants / 1st / 4th pick /2004,"$11,000,000",SDG,2019,2025-08-15 15:09:37
